Zone_Number,dow,slot_30,total_obs,unoccupied,availability_rate,Latitude,Longitude
7251,2,38,1,0,0.0,-37.8093632561,144.9811469951
7251,2,43,1,1,1.0,-37.8093632561,144.9811469951
7252,3,15,1,0,0.0,-37.8093156917,144.9806169583
7252,3,19,1,0,0.0,-37.8093156917,144.9806169583
7252,3,21,1,0,0.0,-37.8093156917,144.9806169583
7252,3,22,2,0,0.0,-37.8093156917,144.9806169583
7252,3,24,1,0,0.0,-37.8093156917,144.9806169583
7252,3,35,1,0,0.0,-37.8093156917,144.9806169583
7253,3,17,3,0,0.0,-37.8101069563,144.9756767312
7253,3,18,1,0,0.0,-37.8101069563,144.9756767312
7253,3,21,2,0,0.0,-37.8101069563,144.9756767312
7253,3,23,4,0,0.0,-37.8101069563,144.9756767312
7253,3,24,4,1,0.25,-37.8101069563,144.9756767312
7253,3,25,1,0,0.0,-37.8101069563,144.9756767312
7254,3,21,1,0,0.0,-37.8103522833,144.9753678667
7254,3,24,3,1,0.3333,-37.8103522833,144.9753678667
7254,3,25,1,0,0.0,-37.8103522833,144.9753678667
7255,6,28,1,1,1.0,-37.8122734644,144.9864006424
7255,6,29,1,0,0.0,-37.8122734644,144.9864006424
7255,6,30,3,3,1.0,-37.8122734644,144.9864006424
7255,5,31,1,1,1.0,-37.8122734644,144.9864006424
7255,6,32,1,1,1.0,-37.8122734644,144.9864006424
7255,4,33,1,0,0.0,-37.8122734644,144.9864006424
7255,6,34,1,1,1.0,-37.8122734644,144.9864006424
7255,6,36,9,9,1.0,-37.8122734644,144.9864006424
7255,6,37,2,2,1.0,-37.8122734644,144.9864006424
7255,6,38,1,1,1.0,-37.8122734644,144.9864006424
7255,6,44,1,1,1.0,-37.8122734644,144.9864006424
7255,6,45,1,0,0.0,-37.8122734644,144.9864006424
7255,6,46,1,1,1.0,-37.8122734644,144.9864006424
7255,6,47,1,1,1.0,-37.8122734644,144.9864006424
7258,3,11,1,0,0.0,-37.8103006185,144.9776261556
7258,3,17,1,0,0.0,-37.8103006185,144.9776261556
7258,3,18,1,0,0.0,-37.8103006185,144.9776261556
7258,2,20,1,1,1.0,-37.8103006185,144.9776261556
7258,3,20,1,0,0.0,-37.8103006185,144.9776261556
7258,3,21,1,0,0.0,-37.8103006185,144.9776261556
7258,3,22,2,0,0.0,-37.8103006185,144.9776261556
7258,3,23,4,0,0.0,-37.8103006185,144.9776261556
7258,3,24,8,0,0.0,-37.8103006185,144.9776261556
7258,3,25,4,3,0.75,-37.8103006185,144.9776261556
7258,0,37,1,1,1.0,-37.8103006185,144.9776261556
7259,3,20,1,0,0.0,-37.8114774091,144.9781028955
7259,3,21,2,0,0.0,-37.8114774091,144.9781028955
7259,3,22,1,0,0.0,-37.8114774091,144.9781028955
7259,3,24,1,0,0.0,-37.8114774091,144.9781028955
7259,3,25,1,0,0.0,-37.8114774091,144.9781028955
7260,3,19,1,0,0.0,-37.8089575472,144.9785292194
7260,3,21,1,0,0.0,-37.8089575472,144.9785292194
7260,3,22,1,0,0.0,-37.8089575472,144.9785292194
7260,3,23,1,1,1.0,-37.8089575472,144.9785292194
7261,3,21,1,0,0.0,-37.8125411545,144.9364028364
7261,3,22,1,1,1.0,-37.8125411545,144.9364028364
7261,3,23,1,0,0.0,-37.8125411545,144.9364028364
7261,3,24,2,0,0.0,-37.8125411545,144.9364028364
7261,3,25,2,0,0.0,-37.8125411545,144.9364028364
7264,3,20,1,0,0.0,-37.8140000794,144.9776155382
7264,3,23,2,0,0.0,-37.8140000794,144.9776155382
7264,3,25,4,1,0.25,-37.8140000794,144.9776155382
7265,5,0,1,1,1.0,-37.8102829393,144.9728732179
7265,1,15,1,0,0.0,-37.8102829393,144.9728732179
7265,1,20,1,0,0.0,-37.8102829393,144.9728732179
7265,1,21,2,0,0.0,-37.8102829393,144.9728732179
7265,1,22,2,0,0.0,-37.8102829393,144.9728732179
7265,3,22,1,0,0.0,-37.8102829393,144.9728732179
7265,1,23,4,0,0.0,-37.8102829393,144.9728732179
7265,3,23,1,0,0.0,-37.8102829393,144.9728732179
7265,3,24,1,0,0.0,-37.8102829393,144.9728732179
7265,3,25,1,0,0.0,-37.8102829393,144.9728732179
7265,6,33,1,0,0.0,-37.8102829393,144.9728732179
7265,0,36,1,1,1.0,-37.8102829393,144.9728732179
7266,1,22,1,0,0.0,-37.808527775,144.97354225
7266,1,42,1,1,1.0,-37.808527775,144.97354225
7267,2,12,1,1,1.0,-37.82174396,144.94353168
7267,3,14,1,1,1.0,-37.82174396,144.94353168
7267,2,17,1,1,1.0,-37.82174396,144.94353168
7267,0,21,1,0,0.0,-37.82174396,144.94353168
7267,2,46,1,1,1.0,-37.82174396,144.94353168
7269,3,20,2,1,0.5,-37.8112412941,144.9754867353
7269,3,22,1,0,0.0,-37.8112412941,144.9754867353
7269,3,23,4,0,0.0,-37.8112412941,144.9754867353
7269,3,24,5,0,0.0,-37.8112412941,144.9754867353
7269,3,25,1,1,1.0,-37.8112412941,144.9754867353
7270,6,11,1,0,0.0,-37.8111574,144.985642925
7270,6,22,1,0,0.0,-37.8111574,144.985642925
7270,6,37,2,2,1.0,-37.8111574,144.985642925
7270,6,38,3,1,0.3333,-37.8111574,144.985642925
7270,6,39,2,1,0.5,-37.8111574,144.985642925
7270,6,40,2,0,0.0,-37.8111574,144.985642925
7270,6,41,1,1,1.0,-37.8111574,144.985642925
7270,2,43,1,0,0.0,-37.8111574,144.985642925
7270,6,43,1,0,0.0,-37.8111574,144.985642925
7271,1,27,1,0,0.0,-37.8115650375,144.9895928578
7271,6,32,1,1,1.0,-37.8115650375,144.9895928578
7271,6,33,1,1,1.0,-37.8115650375,144.9895928578
7271,6,35,1,1,1.0,-37.8115650375,144.9895928578
7271,6,36,2,2,1.0,-37.8115650375,144.9895928578
7271,6,38,2,2,1.0,-37.8115650375,144.9895928578
7273,3,20,1,0,0.0,-37.8081316118,144.9715262294
7273,3,21,1,0,0.0,-37.8081316118,144.9715262294
7273,3,23,4,0,0.0,-37.8081316118,144.9715262294
7273,3,24,7,1,0.1429,-37.8081316118,144.9715262294
7273,1,33,1,1,1.0,-37.8081316118,144.9715262294
7274,3,25,2,2,1.0,-37.8076086667,144.9706234167
7275,3,22,1,0,0.0,-37.8082888333,144.9715135
7275,3,25,2,0,0.0,-37.8082888333,144.9715135
7278,3,13,1,0,0.0,-37.8122010172,144.976925
7278,3,14,1,0,0.0,-37.8122010172,144.976925
7278,3,16,1,1,1.0,-37.8122010172,144.976925
7278,3,17,2,0,0.0,-37.8122010172,144.976925
7278,3,18,1,0,0.0,-37.8122010172,144.976925
7278,3,21,1,0,0.0,-37.8122010172,144.976925
7278,3,22,4,1,0.25,-37.8122010172,144.976925
7278,3,23,3,0,0.0,-37.8122010172,144.976925
7278,3,24,6,0,0.0,-37.8122010172,144.976925
7278,3,25,6,0,0.0,-37.8122010172,144.976925
7280,3,13,1,0,0.0,-37.81184108,144.97591144
7280,3,17,1,0,0.0,-37.81184108,144.97591144
7280,3,19,1,0,0.0,-37.81184108,144.97591144
7280,3,22,1,0,0.0,-37.81184108,144.97591144
7280,3,23,1,0,0.0,-37.81184108,144.97591144
7280,3,24,3,0,0.0,-37.81184108,144.97591144
7280,3,25,2,1,0.5,-37.81184108,144.97591144
7282,1,13,1,1,1.0,-37.8212866,144.9506999
7297,2,13,4,0,0.0,-37.8080482412,144.9726147765
7297,2,14,1,0,0.0,-37.8080482412,144.9726147765
7297,2,23,1,0,0.0,-37.8080482412,144.9726147765
7297,2,27,1,0,0.0,-37.8080482412,144.9726147765
7297,2,28,1,0,0.0,-37.8080482412,144.9726147765
7297,2,29,2,1,0.5,-37.8080482412,144.9726147765
7297,2,35,1,1,1.0,-37.8080482412,144.9726147765
7301,4,17,1,1,1.0,-37.814842587,144.9750476952
7301,2,20,1,0,0.0,-37.814842587,144.9750476952
7301,2,21,1,1,1.0,-37.814842587,144.9750476952
7301,3,21,1,0,0.0,-37.814842587,144.9750476952
7301,3,22,1,1,1.0,-37.814842587,144.9750476952
7301,3,24,2,0,0.0,-37.814842587,144.9750476952
7301,3,25,3,1,0.3333,-37.814842587,144.9750476952
7301,2,26,1,1,1.0,-37.814842587,144.9750476952
7301,2,31,2,0,0.0,-37.814842587,144.9750476952
7301,3,35,2,2,1.0,-37.814842587,144.9750476952
7301,0,38,1,0,0.0,-37.814842587,144.9750476952
7303,1,20,1,0,0.0,-37.816211225,144.9698038
7303,1,22,2,1,0.5,-37.816211225,144.9698038
7320,3,16,1,0,0.0,-37.8124179762,144.969450981
7320,3,17,2,0,0.0,-37.8124179762,144.969450981
7320,3,19,1,0,0.0,-37.8124179762,144.969450981
7320,3,22,1,1,1.0,-37.8124179762,144.969450981
7320,3,23,1,0,0.0,-37.8124179762,144.969450981
7320,3,24,3,0,0.0,-37.8124179762,144.969450981
7320,3,25,4,1,0.25,-37.8124179762,144.969450981
7329,3,22,1,1,1.0,-37.8181101333,144.9627489833
7329,3,24,2,2,1.0,-37.8181101333,144.9627489833
7329,3,25,2,2,1.0,-37.8181101333,144.9627489833
7331,3,24,1,0,0.0,-37.8181245667,144.9627862333
7331,3,25,2,2,1.0,-37.8181245667,144.9627862333
7332,3,23,2,0,0.0,-37.8147751464,144.962936125
7332,3,25,1,0,0.0,-37.8147751464,144.962936125
7333,3,20,1,0,0.0,-37.8156849833,144.9622450625
7333,3,23,1,0,0.0,-37.8156849833,144.9622450625
7333,3,24,3,0,0.0,-37.8156849833,144.9622450625
7333,3,25,4,3,0.75,-37.8156849833,144.9622450625
7333,1,30,1,0,0.0,-37.8156849833,144.9622450625
7334,3,23,2,0,0.0,-37.81229296,144.96981033
7334,3,24,2,1,0.5,-37.81229296,144.96981033
7334,3,25,3,1,0.3333,-37.81229296,144.96981033
7334,1,31,1,0,0.0,-37.81229296,144.96981033
7335,1,19,1,0,0.0,-37.8161468439,144.9550803732
7335,3,24,2,2,1.0,-37.8161468439,144.9550803732
7335,3,25,2,1,0.5,-37.8161468439,144.9550803732
7336,3,11,1,0,0.0,-37.8157713829,144.9566132657
7336,3,23,1,0,0.0,-37.8157713829,144.9566132657
7336,3,24,2,1,0.5,-37.8157713829,144.9566132657
7336,3,25,1,1,1.0,-37.8157713829,144.9566132657
7339,3,16,1,0,0.0,-37.8153936091,144.9590223818
7339,3,25,4,0,0.0,-37.8153936091,144.9590223818
7339,1,28,1,1,1.0,-37.8153936091,144.9590223818
7340,3,24,2,2,1.0,-37.8158979714,144.9567060929
7340,3,25,3,3,1.0,-37.8158979714,144.9567060929
7343,3,13,1,0,0.0,-37.811834015,144.971324295
7343,3,15,1,0,0.0,-37.811834015,144.971324295
7343,6,15,1,1,1.0,-37.811834015,144.971324295
7343,3,22,1,0,0.0,-37.811834015,144.971324295
7343,3,24,2,0,0.0,-37.811834015,144.971324295
7343,3,25,4,2,0.5,-37.811834015,144.971324295
7344,3,22,2,0,0.0,-37.8172032882,144.9607684824
7344,3,23,1,0,0.0,-37.8172032882,144.9607684824
7344,3,24,2,2,1.0,-37.8172032882,144.9607684824
7344,3,25,4,2,0.5,-37.8172032882,144.9607684824
7344,0,44,1,1,1.0,-37.8172032882,144.9607684824
7344,0,45,1,1,1.0,-37.8172032882,144.9607684824
7345,3,1,1,0,0.0,-37.8130165167,144.9672900767
7345,3,20,1,0,0.0,-37.8130165167,144.9672900767
7345,3,21,2,0,0.0,-37.8130165167,144.9672900767
7345,1,22,1,1,1.0,-37.8130165167,144.9672900767
7345,3,23,2,0,0.0,-37.8130165167,144.9672900767
7345,1,24,1,1,1.0,-37.8130165167,144.9672900767
7345,3,24,2,1,0.5,-37.8130165167,144.9672900767
7345,3,25,2,1,0.5,-37.8130165167,144.9672900767
7345,1,27,1,1,1.0,-37.8130165167,144.9672900767
7345,3,27,1,1,1.0,-37.8130165167,144.9672900767
7345,1,28,1,0,0.0,-37.8130165167,144.9672900767
7345,0,31,1,1,1.0,-37.8130165167,144.9672900767
7345,2,35,1,1,1.0,-37.8130165167,144.9672900767
7347,3,17,1,0,0.0,-37.8163149,144.95717655
7347,3,25,3,1,0.3333,-37.8163149,144.95717655
7348,3,16,1,0,0.0,-37.8347787679,144.9781744924
7348,3,17,1,0,0.0,-37.8347787679,144.9781744924
7348,3,18,1,0,0.0,-37.8347787679,144.9781744924
7348,3,19,1,1,1.0,-37.8347787679,144.9781744924
7348,2,20,1,0,0.0,-37.8347787679,144.9781744924
7348,3,20,2,0,0.0,-37.8347787679,144.9781744924
7348,3,21,3,0,0.0,-37.8347787679,144.9781744924
7348,3,22,3,2,0.6667,-37.8347787679,144.9781744924
7348,3,23,2,1,0.5,-37.8347787679,144.9781744924
7348,3,24,7,5,0.7143,-37.8347787679,144.9781744924
7348,3,25,4,3,0.75,-37.8347787679,144.9781744924
7348,2,33,1,0,0.0,-37.8347787679,144.9781744924
7348,2,37,2,1,0.5,-37.8347787679,144.9781744924
7350,3,14,1,0,0.0,-37.816623225,144.9573163
7350,3,15,1,0,0.0,-37.816623225,144.9573163
7350,3,18,1,0,0.0,-37.816623225,144.9573163
7350,3,21,1,0,0.0,-37.816623225,144.9573163
7350,3,25,2,0,0.0,-37.816623225,144.9573163
7354,3,20,1,0,0.0,-37.8185112167,144.955693375
7354,3,21,1,0,0.0,-37.8185112167,144.955693375
7354,3,22,1,1,1.0,-37.8185112167,144.955693375
7354,3,26,1,1,1.0,-37.8185112167,144.955693375
7354,1,40,1,1,1.0,-37.8185112167,144.955693375
7355,3,17,1,0,0.0,-37.8171699182,144.9608081364
7355,3,18,1,0,0.0,-37.8171699182,144.9608081364
7355,3,20,2,0,0.0,-37.8171699182,144.9608081364
7355,3,22,1,0,0.0,-37.8171699182,144.9608081364
7355,3,24,2,0,0.0,-37.8171699182,144.9608081364
7355,3,25,2,0,0.0,-37.8171699182,144.9608081364
7355,1,46,1,0,0.0,-37.8171699182,144.9608081364
7356,3,23,2,0,0.0,-37.8150405471,144.9675573647
7356,3,24,2,0,0.0,-37.8150405471,144.9675573647
7356,3,25,3,1,0.3333,-37.8150405471,144.9675573647
7356,2,29,1,1,1.0,-37.8150405471,144.9675573647
7356,2,35,1,1,1.0,-37.8150405471,144.9675573647
7357,3,22,1,1,1.0,-37.8184744667,144.95610195
7357,3,24,2,2,1.0,-37.8184744667,144.95610195
7358,3,12,1,0,0.0,-37.8145245647,144.9697625471
7358,3,22,1,0,0.0,-37.8145245647,144.9697625471
7358,3,23,1,0,0.0,-37.8145245647,144.9697625471
7358,3,24,2,0,0.0,-37.8145245647,144.9697625471
7358,2,33,1,1,1.0,-37.8145245647,144.9697625471
7359,3,18,1,0,0.0,-37.8150931687,144.96793825
7359,3,21,2,0,0.0,-37.8150931687,144.96793825
7359,3,22,2,0,0.0,-37.8150931687,144.96793825
7359,3,23,2,0,0.0,-37.8150931687,144.96793825
7359,3,24,4,1,0.25,-37.8150931687,144.96793825
7359,3,25,12,2,0.1667,-37.8150931687,144.96793825
7360,3,22,1,0,0.0,-37.8138351846,144.9720874692
7360,3,23,2,0,0.0,-37.8138351846,144.9720874692
7360,3,24,2,0,0.0,-37.8138351846,144.9720874692
7362,3,17,1,0,0.0,-37.8179417733,144.9580117333
7362,2,18,1,1,1.0,-37.8179417733,144.9580117333
7362,3,18,1,0,0.0,-37.8179417733,144.9580117333
7362,3,21,1,0,0.0,-37.8179417733,144.9580117333
7362,3,22,3,0,0.0,-37.8179417733,144.9580117333
7362,3,24,5,0,0.0,-37.8179417733,144.9580117333
7362,3,25,5,2,0.4,-37.8179417733,144.9580117333
7362,3,34,1,1,1.0,-37.8179417733,144.9580117333
7363,3,24,1,0,0.0,-37.81470045,144.9694939
7363,3,25,1,0,0.0,-37.81470045,144.9694939
7365,3,23,1,0,0.0,-37.8180101286,144.9578682286
7365,3,24,2,1,0.5,-37.8180101286,144.9578682286
7365,3,25,7,3,0.4286,-37.8180101286,144.9578682286
7366,3,23,2,0,0.0,-37.813727525,144.9725868813
7366,3,24,2,0,0.0,-37.813727525,144.9725868813
7366,3,25,7,0,0.0,-37.813727525,144.9725868813
7368,3,24,1,1,1.0,-37.82068084,144.95570977
7368,3,25,1,0,0.0,-37.82068084,144.95570977
7377,0,19,1,0,0.0,-37.8201049889,144.9556652667
7377,3,22,1,0,0.0,-37.8201049889,144.9556652667
7377,3,24,3,0,0.0,-37.8201049889,144.9556652667
7379,3,22,1,0,0.0,-37.81307096,144.9621475
7379,3,24,1,0,0.0,-37.81307096,144.9621475
7389,3,16,1,0,0.0,-37.8130820583,144.9624375083
7389,3,24,1,1,1.0,-37.8130820583,144.9624375083
7389,3,25,1,0,0.0,-37.8130820583,144.9624375083
7392,3,13,1,1,1.0,-37.802631499,144.9584120199
7392,1,14,1,1,1.0,-37.802631499,144.9584120199
7392,3,15,1,1,1.0,-37.802631499,144.9584120199
7392,2,24,1,1,1.0,-37.802631499,144.9584120199
7392,6,26,1,1,1.0,-37.802631499,144.9584120199
7392,2,28,3,3,1.0,-37.802631499,144.9584120199
7392,2,29,1,1,1.0,-37.802631499,144.9584120199
7392,6,35,1,1,1.0,-37.802631499,144.9584120199
7392,2,38,1,1,1.0,-37.802631499,144.9584120199
7392,0,40,1,1,1.0,-37.802631499,144.9584120199
7392,6,42,1,1,1.0,-37.802631499,144.9584120199
7392,5,45,1,1,1.0,-37.802631499,144.9584120199
7394,2,20,1,0,0.0,-37.804837605,144.95918247
7394,2,21,4,1,0.25,-37.804837605,144.95918247
7394,2,27,1,0,0.0,-37.804837605,144.95918247
7394,5,28,1,1,1.0,-37.804837605,144.95918247
7394,6,28,1,1,1.0,-37.804837605,144.95918247
7394,6,36,1,1,1.0,-37.804837605,144.95918247
7394,6,42,1,1,1.0,-37.804837605,144.95918247
7396,3,15,1,1,1.0,-37.811366181,144.9698914143
7396,3,22,1,1,1.0,-37.811366181,144.9698914143
7396,3,25,1,1,1.0,-37.811366181,144.9698914143
7399,3,23,1,0,0.0,-37.813745875,144.9714379875
7399,3,24,1,0,0.0,-37.813745875,144.9714379875
7399,3,25,1,0,0.0,-37.813745875,144.9714379875
7400,3,24,1,0,0.0,-37.8135091067,144.9711628467
7400,3,25,4,2,0.5,-37.8135091067,144.9711628467
7401,3,19,1,0,0.0,-37.8147231333,144.9716339667
7401,3,23,1,0,0.0,-37.8147231333,144.9716339667
7401,3,24,1,0,0.0,-37.8147231333,144.9716339667
7402,3,18,1,0,0.0,-37.8143911933,144.9715979333
7402,3,24,2,0,0.0,-37.8143911933,144.9715979333
7402,3,25,2,0,0.0,-37.8143911933,144.9715979333
7402,1,38,1,0,0.0,-37.8143911933,144.9715979333
7406,3,19,2,1,0.5,-37.8078088035,144.9689769129
7406,3,20,1,0,0.0,-37.8078088035,144.9689769129
7406,3,22,1,0,0.0,-37.8078088035,144.9689769129
7406,3,23,1,0,0.0,-37.8078088035,144.9689769129
7406,3,24,7,0,0.0,-37.8078088035,144.9689769129
7406,3,25,5,2,0.4,-37.8078088035,144.9689769129
7411,3,24,1,0,0.0,-37.81246596,144.97083976
7411,3,25,3,2,0.6667,-37.81246596,144.97083976
7412,3,15,2,0,0.0,-37.81535854,144.97080046
7412,3,21,1,0,0.0,-37.81535854,144.97080046
7412,3,25,1,0,0.0,-37.81535854,144.97080046
7412,3,37,1,1,1.0,-37.81535854,144.97080046
7413,3,23,2,0,0.0,-37.81276976,144.97089688
7413,3,24,1,0,0.0,-37.81276976,144.97089688
7415,3,21,1,0,0.0,-37.8171209917,144.9632833167
7415,3,23,1,0,0.0,-37.8171209917,144.9632833167
7415,3,25,1,0,0.0,-37.8171209917,144.9632833167
7416,3,24,3,1,0.3333,-37.8176802833,144.9628510167
7416,3,25,3,3,1.0,-37.8176802833,144.9628510167
7417,3,18,1,0,0.0,-37.81968856,144.9560455467
7417,3,21,1,0,0.0,-37.81968856,144.9560455467
7417,3,23,1,0,0.0,-37.81968856,144.9560455467
7417,3,24,3,1,0.3333,-37.81968856,144.9560455467
7417,3,25,4,1,0.25,-37.81968856,144.9560455467
7418,3,12,1,1,1.0,-37.8198220333,144.9556206067
7418,3,24,4,2,0.5,-37.8198220333,144.9556206067
7418,3,25,5,2,0.4,-37.8198220333,144.9556206067
7423,3,12,1,0,0.0,-37.8145769182,144.9734249455
7423,3,23,2,0,0.0,-37.8145769182,144.9734249455
7423,3,24,1,0,0.0,-37.8145769182,144.9734249455
7423,3,25,2,2,1.0,-37.8145769182,144.9734249455
7423,3,43,1,1,1.0,-37.8145769182,144.9734249455
7425,3,23,1,1,1.0,-37.81915733,144.958057615
7425,3,25,2,2,1.0,-37.81915733,144.958057615
7428,3,21,1,0,0.0,-37.8146281,144.9733033
7428,3,22,1,0,0.0,-37.8146281,144.9733033
7431,2,30,1,1,1.0,-37.8156456,144.9698242
7434,4,0,1,1,1.0,-37.818594175,144.9634217125
7434,3,23,1,0,0.0,-37.818594175,144.9634217125
7434,3,24,3,1,0.3333,-37.818594175,144.9634217125
7434,3,25,2,0,0.0,-37.818594175,144.9634217125
7436,3,18,1,0,0.0,-37.8163431909,144.9715370091
7436,3,22,1,0,0.0,-37.8163431909,144.9715370091
7436,3,23,2,0,0.0,-37.8163431909,144.9715370091
7436,6,23,1,1,1.0,-37.8163431909,144.9715370091
7436,3,24,1,0,0.0,-37.8163431909,144.9715370091
7436,3,25,2,0,0.0,-37.8163431909,144.9715370091
7438,3,18,1,0,0.0,-37.8208519375,144.9563705375
7438,3,21,1,0,0.0,-37.8208519375,144.9563705375
7438,3,22,1,0,0.0,-37.8208519375,144.9563705375
7438,3,23,2,0,0.0,-37.8208519375,144.9563705375
7438,3,24,2,0,0.0,-37.8208519375,144.9563705375
7438,3,25,3,2,0.6667,-37.8208519375,144.9563705375
7446,3,24,2,0,0.0,-37.8162389,144.97188739999999
7450,3,18,1,1,1.0,-37.8172182,144.9649522167
7450,1,24,1,1,1.0,-37.8172182,144.9649522167
7450,3,25,1,0,0.0,-37.8172182,144.9649522167
7450,2,39,1,1,1.0,-37.8172182,144.9649522167
7450,1,46,1,1,1.0,-37.8172182,144.9649522167
7451,3,23,1,0,0.0,-37.8168840182,144.9685204682
7451,3,24,1,0,0.0,-37.8168840182,144.9685204682
7451,3,25,5,4,0.8,-37.8168840182,144.9685204682
7452,3,24,2,2,1.0,-37.817189425,144.96757545
7452,3,25,2,2,1.0,-37.817189425,144.96757545
7452,5,40,1,1,1.0,-37.817189425,144.96757545
7454,3,20,1,0,0.0,-37.8157567875,144.9727862125
7454,3,24,2,1,0.5,-37.8157567875,144.9727862125
7454,3,25,1,1,1.0,-37.8157567875,144.9727862125
7455,3,14,1,0,0.0,-37.8184377444,144.9602921333
7455,3,22,2,0,0.0,-37.8184377444,144.9602921333
7455,3,23,1,0,0.0,-37.8184377444,144.9602921333
7455,3,25,1,0,0.0,-37.8184377444,144.9602921333
7457,3,13,1,0,0.0,-37.8188321,144.960039075
7457,3,23,1,0,0.0,-37.8188321,144.960039075
7457,3,24,1,0,0.0,-37.8188321,144.960039075
7457,3,25,1,0,0.0,-37.8188321,144.960039075
7458,3,14,1,0,0.0,-37.8180459143,144.9615463286
7458,3,15,1,0,0.0,-37.8180459143,144.9615463286
7458,2,27,1,0,0.0,-37.8180459143,144.9615463286
7458,2,30,1,0,0.0,-37.8180459143,144.9615463286
7459,3,15,1,1,1.0,-37.8183355,144.960940275
7459,0,29,1,1,1.0,-37.8183355,144.960940275
7459,2,30,1,0,0.0,-37.8183355,144.960940275
7474,3,20,2,1,0.5,-37.81890565,144.95689637
7474,3,21,1,0,0.0,-37.81890565,144.95689637
7474,3,22,1,0,0.0,-37.81890565,144.95689637
7474,3,23,1,0,0.0,-37.81890565,144.95689637
7474,3,24,4,0,0.0,-37.81890565,144.95689637
7474,3,25,2,0,0.0,-37.81890565,144.95689637
7476,3,24,1,1,1.0,-37.81861295,144.9568854
7476,3,25,1,0,0.0,-37.81861295,144.9568854
7478,3,20,1,0,0.0,-37.8199194455,144.9574958455
7478,3,25,2,0,0.0,-37.8199194455,144.9574958455
7479,3,22,1,0,0.0,-37.81961695,144.957349425
7479,3,23,1,0,0.0,-37.81961695,144.957349425
7479,3,24,1,1,1.0,-37.81961695,144.957349425
7480,3,32,1,1,1.0,-37.81974545,144.95716015
7480,3,33,1,1,1.0,-37.81974545,144.95716015
7485,3,20,1,1,1.0,-37.8168567813,144.9559420437
7485,3,21,1,1,1.0,-37.8168567813,144.9559420437
7485,3,22,1,0,0.0,-37.8168567813,144.9559420437
7485,3,23,4,0,0.0,-37.8168567813,144.9559420437
7485,3,24,4,0,0.0,-37.8168567813,144.9559420437
7485,3,25,1,0,0.0,-37.8168567813,144.9559420437
7485,2,29,1,1,1.0,-37.8168567813,144.9559420437
7485,3,31,1,1,1.0,-37.8168567813,144.9559420437
7486,3,24,2,1,0.5,-37.8169585,144.95597774
7486,3,25,3,1,0.3333,-37.8169585,144.95597774
7487,3,23,2,0,0.0,-37.8178263167,144.9561135667
7487,3,24,1,0,0.0,-37.8178263167,144.9561135667
7488,3,23,1,1,1.0,-37.8180350286,144.9562207
7488,3,24,1,1,1.0,-37.8180350286,144.9562207
7488,3,25,1,1,1.0,-37.8180350286,144.9562207
7497,1,20,1,0,0.0,-37.80853395,144.9669511714
7497,1,23,1,1,1.0,-37.80853395,144.9669511714
7498,3,14,1,0,0.0,-37.8121451364,144.9547632455
7498,3,17,1,0,0.0,-37.8121451364,144.9547632455
7498,3,19,1,0,0.0,-37.8121451364,144.9547632455
7498,3,21,1,0,0.0,-37.8121451364,144.9547632455
7498,3,22,2,0,0.0,-37.8121451364,144.9547632455
7498,3,24,1,0,0.0,-37.8121451364,144.9547632455
7498,3,25,4,0,0.0,-37.8121451364,144.9547632455
7500,3,21,1,0,0.0,-37.8114114667,144.9578132
7500,3,22,1,0,0.0,-37.8114114667,144.9578132
7500,3,24,1,0,0.0,-37.8114114667,144.9578132
7502,1,12,1,0,0.0,-37.8085441333,144.9659166
7502,1,21,1,1,1.0,-37.8085441333,144.9659166
7502,1,23,2,1,0.5,-37.8085441333,144.9659166
7503,3,20,1,1,1.0,-37.8103619718,144.9586783718
7503,3,21,1,1,1.0,-37.8103619718,144.9586783718
7503,3,25,3,1,0.3333,-37.8103619718,144.9586783718
7505,3,20,1,0,0.0,-37.81235335,144.965871425
7505,3,23,1,0,0.0,-37.81235335,144.965871425
7505,3,25,2,2,1.0,-37.81235335,144.965871425
7506,4,5,1,1,1.0,-37.8179076423,144.9545722269
7506,4,7,1,1,1.0,-37.8179076423,144.9545722269
7506,3,19,1,0,0.0,-37.8179076423,144.9545722269
7506,3,20,3,0,0.0,-37.8179076423,144.9545722269
7506,3,25,3,2,0.6667,-37.8179076423,144.9545722269
7507,3,23,1,1,1.0,-37.8141336875,144.9673789375
7507,3,24,2,1,0.5,-37.8141336875,144.9673789375
7507,3,25,4,0,0.0,-37.8141336875,144.9673789375
7508,3,24,1,1,1.0,-37.8143103,144.9667774
7508,3,25,1,1,1.0,-37.8143103,144.9667774
7509,1,21,1,1,1.0,-37.8078112,144.9701225
7509,1,23,1,0,0.0,-37.8078112,144.9701225
7510,3,24,2,0,0.0,-37.8121754,144.9662896571
7510,3,25,4,1,0.25,-37.8121754,144.9662896571
7512,3,24,3,0,0.0,-37.8123982091,144.9729384364
7512,3,25,2,2,1.0,-37.8123982091,144.9729384364
7514,3,21,1,0,0.0,-37.8128764389,144.9640642611
7514,3,23,1,1,1.0,-37.8128764389,144.9640642611
7514,3,24,2,1,0.5,-37.8128764389,144.9640642611
7514,3,25,7,2,0.2857,-37.8128764389,144.9640642611
7519,3,23,1,0,0.0,-37.814281,144.9592786
7520,2,15,1,1,1.0,-37.8059740839,144.9590512355
7520,2,21,2,2,1.0,-37.8059740839,144.9590512355
