Zone_Number,dow,slot_30,total_obs,unoccupied,availability_rate,Latitude,Longitude
7520,3,27,1,1,1.0,-37.8059740839,144.9590512355
7520,2,28,1,1,1.0,-37.8059740839,144.9590512355
7520,1,35,1,1,1.0,-37.8059740839,144.9590512355
7520,4,42,1,1,1.0,-37.8059740839,144.9590512355
7522,3,21,1,0,0.0,-37.81429113,144.9593757
7522,3,25,2,2,1.0,-37.81429113,144.9593757
7527,3,15,1,0,0.0,-37.81629081,144.95990955
7527,3,23,1,0,0.0,-37.81629081,144.95990955
7527,3,24,4,0,0.0,-37.81629081,144.95990955
7527,3,25,1,0,0.0,-37.81629081,144.95990955
7528,3,13,1,0,0.0,-37.816293975,144.9599446062
7528,3,24,3,2,0.6667,-37.816293975,144.9599446062
7528,3,25,4,0,0.0,-37.816293975,144.9599446062
7528,1,38,1,1,1.0,-37.816293975,144.9599446062
7529,3,16,1,0,0.0,-37.813355555,144.9699133
7529,3,21,1,0,0.0,-37.813355555,144.9699133
7529,1,22,1,1,1.0,-37.813355555,144.9699133
7529,3,23,1,1,1.0,-37.813355555,144.9699133
7529,3,24,2,1,0.5,-37.813355555,144.9699133
7529,3,25,1,0,0.0,-37.813355555,144.9699133
7532,3,21,1,0,0.0,-37.8168088143,144.95796905
7532,3,22,2,0,0.0,-37.8168088143,144.95796905
7532,3,23,1,0,0.0,-37.8168088143,144.95796905
7532,3,24,1,0,0.0,-37.8168088143,144.95796905
7532,3,25,4,1,0.25,-37.8168088143,144.95796905
7533,3,18,1,0,0.0,-37.8128132286,144.9718731143
7533,3,23,1,0,0.0,-37.8128132286,144.9718731143
7533,3,24,2,0,0.0,-37.8128132286,144.9718731143
7533,3,25,1,0,0.0,-37.8128132286,144.9718731143
7534,3,22,1,0,0.0,-37.8169187692,144.9576605077
7534,3,24,3,0,0.0,-37.8169187692,144.9576605077
7534,3,25,6,1,0.1667,-37.8169187692,144.9576605077
7534,2,35,2,1,0.5,-37.8169187692,144.9576605077
7536,3,20,1,0,0.0,-37.81362145,144.9689842
7536,3,24,1,1,1.0,-37.81362145,144.9689842
7537,4,3,2,2,1.0,-37.8177348571,144.9551315486
7537,4,4,1,1,1.0,-37.8177348571,144.9551315486
7537,4,5,1,1,1.0,-37.8177348571,144.9551315486
7537,3,13,1,0,0.0,-37.8177348571,144.9551315486
7537,3,14,1,0,0.0,-37.8177348571,144.9551315486
7537,3,17,1,0,0.0,-37.8177348571,144.9551315486
7537,3,18,2,0,0.0,-37.8177348571,144.9551315486
7537,3,19,3,0,0.0,-37.8177348571,144.9551315486
7537,3,20,3,1,0.3333,-37.8177348571,144.9551315486
7537,3,21,1,0,0.0,-37.8177348571,144.9551315486
7537,3,23,1,0,0.0,-37.8177348571,144.9551315486
7537,3,24,1,0,0.0,-37.8177348571,144.9551315486
7537,3,25,2,1,0.5,-37.8177348571,144.9551315486
7537,3,28,1,1,1.0,-37.8177348571,144.9551315486
7538,3,16,1,1,1.0,-37.810642615,144.97162116
7538,3,21,1,0,0.0,-37.810642615,144.97162116
7538,3,23,1,0,0.0,-37.810642615,144.97162116
7538,3,24,5,2,0.4,-37.810642615,144.97162116
7538,3,25,3,1,0.3333,-37.810642615,144.97162116
7539,4,27,1,0,0.0,-37.8109691107,144.9605944143
7539,4,29,1,0,0.0,-37.8109691107,144.9605944143
7539,4,30,2,2,1.0,-37.8109691107,144.9605944143
7539,4,31,1,1,1.0,-37.8109691107,144.9605944143
7539,4,33,1,0,0.0,-37.8109691107,144.9605944143
7541,3,24,3,2,0.6667,-37.80925576,144.9694997
7541,3,25,2,1,0.5,-37.80925576,144.9694997
7542,3,12,1,0,0.0,-37.8124160062,144.9578830813
7542,3,18,1,0,0.0,-37.8124160062,144.9578830813
7542,3,23,1,0,0.0,-37.8124160062,144.9578830813
7542,3,24,3,0,0.0,-37.8124160062,144.9578830813
7542,3,25,1,0,0.0,-37.8124160062,144.9578830813
7545,3,25,1,0,0.0,-37.8125933,144.9572483
7547,3,4,1,1,1.0,-37.8131809308,144.9552916962
7547,3,15,1,0,0.0,-37.8131809308,144.9552916962
7547,3,16,1,0,0.0,-37.8131809308,144.9552916962
7547,2,17,1,1,1.0,-37.8131809308,144.9552916962
7547,3,18,1,0,0.0,-37.8131809308,144.9552916962
7547,6,18,1,1,1.0,-37.8131809308,144.9552916962
7547,3,19,2,0,0.0,-37.8131809308,144.9552916962
7547,3,20,2,1,0.5,-37.8131809308,144.9552916962
7547,3,21,1,0,0.0,-37.8131809308,144.9552916962
7547,3,22,3,0,0.0,-37.8131809308,144.9552916962
7547,3,23,2,0,0.0,-37.8131809308,144.9552916962
7547,3,24,5,4,0.8,-37.8131809308,144.9552916962
7547,3,25,4,2,0.5,-37.8131809308,144.9552916962
7548,3,14,1,0,0.0,-37.8087856769,144.9704174769
7548,3,17,1,0,0.0,-37.8087856769,144.9704174769
7548,3,18,1,0,0.0,-37.8087856769,144.9704174769
7548,3,21,2,0,0.0,-37.8087856769,144.9704174769
7548,3,22,3,0,0.0,-37.8087856769,144.9704174769
7548,3,24,1,0,0.0,-37.8087856769,144.9704174769
7548,3,25,2,2,1.0,-37.8087856769,144.9704174769
7549,4,16,1,0,0.0,-37.8101562739,144.9656647826
7549,2,17,5,2,0.4,-37.8101562739,144.9656647826
7549,2,18,9,3,0.3333,-37.8101562739,144.9656647826
7549,2,19,1,0,0.0,-37.8101562739,144.9656647826
7549,4,29,3,0,0.0,-37.8101562739,144.9656647826
7549,4,30,1,0,0.0,-37.8101562739,144.9656647826
7549,4,31,1,1,1.0,-37.8101562739,144.9656647826
7549,4,32,1,0,0.0,-37.8101562739,144.9656647826
7550,2,17,2,1,0.5,-37.8101386323,144.9641691032
7550,2,18,3,0,0.0,-37.8101386323,144.9641691032
7550,2,19,1,0,0.0,-37.8101386323,144.9641691032
7550,4,29,1,0,0.0,-37.8101386323,144.9641691032
7550,4,32,1,1,1.0,-37.8101386323,144.9641691032
7550,4,33,3,3,1.0,-37.8101386323,144.9641691032
7551,3,20,1,0,0.0,-37.81270041,144.9607439767
7551,3,21,2,0,0.0,-37.81270041,144.9607439767
7551,3,22,2,0,0.0,-37.81270041,144.9607439767
7551,3,23,4,0,0.0,-37.81270041,144.9607439767
7551,3,24,8,0,0.0,-37.81270041,144.9607439767
7551,3,25,4,1,0.25,-37.81270041,144.9607439767
7551,6,39,1,0,0.0,-37.81270041,144.9607439767
7552,3,20,1,0,0.0,-37.8129660615,144.9561604538
7552,3,23,1,1,1.0,-37.8129660615,144.9561604538
7552,3,24,5,5,1.0,-37.8129660615,144.9561604538
7552,0,29,1,1,1.0,-37.8129660615,144.9561604538
7553,3,25,3,0,0.0,-37.8129039333,144.9604246
7554,3,23,1,0,0.0,-37.8123984667,144.9614842333
7554,3,24,1,0,0.0,-37.8123984667,144.9614842333
7554,3,25,1,0,0.0,-37.8123984667,144.9614842333
7556,3,15,1,0,0.0,-37.8104192484,144.9685121903
7556,3,16,2,0,0.0,-37.8104192484,144.9685121903
7556,3,17,1,0,0.0,-37.8104192484,144.9685121903
7556,3,18,1,0,0.0,-37.8104192484,144.9685121903
7556,3,19,3,0,0.0,-37.8104192484,144.9685121903
7556,5,19,1,0,0.0,-37.8104192484,144.9685121903
7556,3,20,1,0,0.0,-37.8104192484,144.9685121903
7556,3,21,2,1,0.5,-37.8104192484,144.9685121903
7556,3,22,3,0,0.0,-37.8104192484,144.9685121903
7556,3,23,5,0,0.0,-37.8104192484,144.9685121903
7556,3,24,8,0,0.0,-37.8104192484,144.9685121903
7556,3,25,5,1,0.2,-37.8104192484,144.9685121903
7557,3,22,1,0,0.0,-37.8109400333,144.9664798667
7557,3,23,1,0,0.0,-37.8109400333,144.9664798667
7557,3,24,2,0,0.0,-37.8109400333,144.9664798667
7557,3,25,2,0,0.0,-37.8109400333,144.9664798667
7558,3,23,1,0,0.0,-37.8106699684,144.9678211632
7558,3,24,4,2,0.5,-37.8106699684,144.9678211632
7558,3,25,2,2,1.0,-37.8106699684,144.9678211632
7559,3,23,1,1,1.0,-37.81082027,144.97054679
7559,3,24,4,4,1.0,-37.81082027,144.97054679
7559,1,41,1,1,1.0,-37.81082027,144.97054679
7560,3,24,2,1,0.5,-37.80932449,144.96878784
7560,3,25,2,0,0.0,-37.80932449,144.96878784
7560,1,45,1,1,1.0,-37.80932449,144.96878784
7561,3,19,2,0,0.0,-37.80861555,144.9706109167
7561,3,22,1,0,0.0,-37.80861555,144.9706109167
7561,3,23,3,0,0.0,-37.80861555,144.9706109167
7561,3,24,2,0,0.0,-37.80861555,144.9706109167
7563,0,17,1,1,1.0,-37.808720975,144.9704962375
7563,3,23,1,1,1.0,-37.808720975,144.9704962375
7563,3,24,4,3,0.75,-37.808720975,144.9704962375
7563,3,25,2,1,0.5,-37.808720975,144.9704962375
7566,1,23,1,1,1.0,-37.8134273883,144.958494726
7566,3,23,1,1,1.0,-37.8134273883,144.958494726
7566,0,31,2,1,0.5,-37.8134273883,144.958494726
7566,0,32,6,6,1.0,-37.8134273883,144.958494726
7566,0,33,5,5,1.0,-37.8134273883,144.958494726
7566,0,34,5,4,0.8,-37.8134273883,144.958494726
7566,0,35,7,5,0.7143,-37.8134273883,144.958494726
7566,0,36,6,2,0.3333,-37.8134273883,144.958494726
7566,0,37,9,4,0.4444,-37.8134273883,144.958494726
7566,0,38,5,1,0.2,-37.8134273883,144.958494726
7566,0,39,1,0,0.0,-37.8134273883,144.958494726
7568,3,22,1,1,1.0,-37.8106943833,144.9679872333
7568,3,23,2,0,0.0,-37.8106943833,144.9679872333
7568,3,25,2,0,0.0,-37.8106943833,144.9679872333
7568,3,27,1,0,0.0,-37.8106943833,144.9679872333
7569,3,24,2,1,0.5,-37.8111235444,144.9664942222
7569,3,25,5,3,0.6,-37.8111235444,144.9664942222
7570,3,17,1,0,0.0,-37.8097460215,144.9708614754
7570,3,18,1,0,0.0,-37.8097460215,144.9708614754
7570,3,19,1,0,0.0,-37.8097460215,144.9708614754
7570,3,20,2,0,0.0,-37.8097460215,144.9708614754
7570,3,21,3,0,0.0,-37.8097460215,144.9708614754
7570,3,22,7,1,0.1429,-37.8097460215,144.9708614754
7570,3,23,10,1,0.1,-37.8097460215,144.9708614754
7570,3,24,10,1,0.1,-37.8097460215,144.9708614754
7570,3,25,2,0,0.0,-37.8097460215,144.9708614754
7571,0,20,1,0,0.0,-37.8143432657,144.9561003696
7571,0,22,1,0,0.0,-37.8143432657,144.9561003696
7571,5,23,1,1,1.0,-37.8143432657,144.9561003696
7571,0,25,1,0,0.0,-37.8143432657,144.9561003696
7571,0,30,1,0,0.0,-37.8143432657,144.9561003696
7571,0,32,1,0,0.0,-37.8143432657,144.9561003696
7571,0,33,1,1,1.0,-37.8143432657,144.9561003696
7571,0,34,3,0,0.0,-37.8143432657,144.9561003696
7571,0,35,1,0,0.0,-37.8143432657,144.9561003696
7571,0,36,8,0,0.0,-37.8143432657,144.9561003696
7571,0,37,2,0,0.0,-37.8143432657,144.9561003696
7571,0,38,8,3,0.375,-37.8143432657,144.9561003696
7571,0,39,5,3,0.6,-37.8143432657,144.9561003696
7572,3,24,1,1,1.0,-37.81004918,144.97051824
7572,3,25,3,2,0.6667,-37.81004918,144.97051824
7575,0,32,1,1,1.0,-37.8139995,144.9559434
7575,0,36,2,1,0.5,-37.8139995,144.9559434
7575,0,39,2,2,1.0,-37.8139995,144.9559434
7576,3,24,2,1,0.5,-37.8128322,144.9540130667
7576,3,25,2,1,0.5,-37.8128322,144.9540130667
7577,0,31,1,1,1.0,-37.81392045,144.95622265
7577,0,37,3,0,0.0,-37.81392045,144.95622265
7577,0,38,2,1,0.5,-37.81392045,144.95622265
7579,3,23,1,1,1.0,-37.8116467333,144.9720121667
7579,3,25,3,1,0.3333,-37.8116467333,144.9720121667
7584,3,20,1,0,0.0,-37.8481696692,144.9831296385
7584,3,21,1,0,0.0,-37.8481696692,144.9831296385
7584,3,22,1,0,0.0,-37.8481696692,144.9831296385
7584,3,23,1,1,1.0,-37.8481696692,144.9831296385
7584,3,24,5,2,0.4,-37.8481696692,144.9831296385
7584,3,25,2,0,0.0,-37.8481696692,144.9831296385
7586,3,14,1,0,0.0,-37.8481286962,144.9817598238
7586,3,18,1,0,0.0,-37.8481286962,144.9817598238
7586,3,20,2,0,0.0,-37.8481286962,144.9817598238
7586,3,21,3,0,0.0,-37.8481286962,144.9817598238
7586,3,22,5,0,0.0,-37.8481286962,144.9817598238
7586,3,24,1,0,0.0,-37.8481286962,144.9817598238
7586,3,25,5,3,0.6,-37.8481286962,144.9817598238
7586,2,39,1,1,1.0,-37.8481286962,144.9817598238
7591,3,24,1,0,0.0,-37.8165241,144.9612886
7592,3,18,2,0,0.0,-37.8182623467,144.9621685033
7592,3,21,1,0,0.0,-37.8182623467,144.9621685033
7592,3,22,3,0,0.0,-37.8182623467,144.9621685033
7592,3,23,3,0,0.0,-37.8182623467,144.9621685033
7592,3,24,7,0,0.0,-37.8182623467,144.9621685033
7592,3,25,6,1,0.1667,-37.8182623467,144.9621685033
7592,2,33,1,0,0.0,-37.8182623467,144.9621685033
7593,3,22,1,0,0.0,-37.8189052667,144.9621581
7593,3,24,2,1,0.5,-37.8189052667,144.9621581
7594,3,13,1,0,0.0,-37.8145278463,144.9607482561
7594,3,15,1,0,0.0,-37.8145278463,144.9607482561
7594,3,20,1,0,0.0,-37.8145278463,144.9607482561
7594,3,21,1,0,0.0,-37.8145278463,144.9607482561
7594,3,23,5,0,0.0,-37.8145278463,144.9607482561
7594,3,24,5,0,0.0,-37.8145278463,144.9607482561
7594,3,25,2,0,0.0,-37.8145278463,144.9607482561
7595,3,17,1,0,0.0,-37.8163363095,144.9613134952
7595,3,20,1,1,1.0,-37.8163363095,144.9613134952
7595,3,21,2,1,0.5,-37.8163363095,144.9613134952
7595,3,22,1,0,0.0,-37.8163363095,144.9613134952
7595,3,24,4,1,0.25,-37.8163363095,144.9613134952
7595,3,25,4,1,0.25,-37.8163363095,144.9613134952
7596,3,22,1,0,0.0,-37.8171570049,144.9619849415
7596,3,23,1,0,0.0,-37.8171570049,144.9619849415
7596,3,24,3,0,0.0,-37.8171570049,144.9619849415
7596,3,25,4,2,0.5,-37.8171570049,144.9619849415
7603,3,21,2,0,0.0,-37.8116240043,144.9626141087
7603,3,23,1,0,0.0,-37.8116240043,144.9626141087
7603,3,25,1,0,0.0,-37.8116240043,144.9626141087
7605,3,17,2,0,0.0,-37.8136263231,144.9600714577
7605,3,18,1,0,0.0,-37.8136263231,144.9600714577
7605,3,20,1,0,0.0,-37.8136263231,144.9600714577
7605,3,21,1,0,0.0,-37.8136263231,144.9600714577
7605,3,22,1,0,0.0,-37.8136263231,144.9600714577
7605,3,23,2,0,0.0,-37.8136263231,144.9600714577
7605,3,24,4,0,0.0,-37.8136263231,144.9600714577
7605,3,25,3,0,0.0,-37.8136263231,144.9600714577
7605,5,46,1,1,1.0,-37.8136263231,144.9600714577
7605,4,47,1,1,1.0,-37.8136263231,144.9600714577
7606,3,24,1,0,0.0,-37.8136344,144.95995575
7606,3,25,1,0,0.0,-37.8136344,144.95995575
7607,3,16,1,0,0.0,-37.8154797783,144.9609483087
7607,3,21,1,1,1.0,-37.8154797783,144.9609483087
7607,3,24,1,0,0.0,-37.8154797783,144.9609483087
7608,1,15,1,1,1.0,-37.81581795,144.9609624
7608,3,22,1,1,1.0,-37.81581795,144.9609624
7610,3,11,1,1,1.0,-37.8123571121,144.9593890424
7610,3,14,1,1,1.0,-37.8123571121,144.9593890424
7610,3,15,1,1,1.0,-37.8123571121,144.9593890424
7610,3,19,1,1,1.0,-37.8123571121,144.9593890424
7610,0,20,1,0,0.0,-37.8123571121,144.9593890424
7610,6,22,1,1,1.0,-37.8123571121,144.9593890424
7610,0,24,1,0,0.0,-37.8123571121,144.9593890424
7610,2,24,1,1,1.0,-37.8123571121,144.9593890424
7610,3,24,1,0,0.0,-37.8123571121,144.9593890424
7610,0,25,3,0,0.0,-37.8123571121,144.9593890424
7610,3,25,2,1,0.5,-37.8123571121,144.9593890424
7610,0,26,2,0,0.0,-37.8123571121,144.9593890424
7610,0,27,6,0,0.0,-37.8123571121,144.9593890424
7610,2,36,1,1,1.0,-37.8123571121,144.9593890424
7610,3,37,1,1,1.0,-37.8123571121,144.9593890424
7611,3,14,1,0,0.0,-37.81244695,144.9595436
7611,1,25,1,1,1.0,-37.81244695,144.9595436
7611,3,25,1,1,1.0,-37.81244695,144.9595436
7611,0,26,1,0,0.0,-37.81244695,144.9595436
7612,3,20,1,0,0.0,-37.8134045833,144.96010495
7612,3,23,3,0,0.0,-37.8134045833,144.96010495
7612,3,25,1,0,0.0,-37.8134045833,144.96010495
7614,3,13,2,0,0.0,-37.8114545147,144.9592886382
7614,3,21,1,0,0.0,-37.8114545147,144.9592886382
7614,3,22,3,0,0.0,-37.8114545147,144.9592886382
7614,3,23,2,0,0.0,-37.8114545147,144.9592886382
7614,3,24,5,1,0.2,-37.8114545147,144.9592886382
7614,3,25,2,1,0.5,-37.8114545147,144.9592886382
7615,3,25,1,1,1.0,-37.81142575,144.95920765
7615,4,39,1,1,1.0,-37.81142575,144.95920765
7621,3,20,1,0,0.0,-37.8139699241,144.9536411852
7621,3,21,2,0,0.0,-37.8139699241,144.9536411852
7621,3,23,1,1,1.0,-37.8139699241,144.9536411852
7621,3,24,6,3,0.5,-37.8139699241,144.9536411852
7621,3,25,2,2,1.0,-37.8139699241,144.9536411852
7621,1,36,1,1,1.0,-37.8139699241,144.9536411852
7622,3,23,1,1,1.0,-37.81413105,144.9545766
7622,3,25,1,1,1.0,-37.81413105,144.9545766
7623,3,24,1,0,0.0,-37.8173310667,144.9616613667
7623,3,25,2,1,0.5,-37.8173310667,144.9616613667
7624,3,22,3,0,0.0,-37.8130853824,144.9541801882
7624,3,23,1,0,0.0,-37.8130853824,144.9541801882
7624,3,24,4,2,0.5,-37.8130853824,144.9541801882
7624,3,25,2,1,0.5,-37.8130853824,144.9541801882
7625,3,19,1,0,0.0,-37.8122438111,144.9678126222
7625,3,22,1,0,0.0,-37.8122438111,144.9678126222
7625,3,25,1,0,0.0,-37.8122438111,144.9678126222
7625,1,28,1,0,0.0,-37.8122438111,144.9678126222
7625,1,29,1,0,0.0,-37.8122438111,144.9678126222
7625,1,30,1,1,1.0,-37.8122438111,144.9678126222
7626,3,24,1,0,0.0,-37.81221385,144.9677658167
7626,3,25,2,1,0.5,-37.81221385,144.9677658167
7626,1,30,2,1,0.5,-37.81221385,144.9677658167
7627,3,21,1,1,1.0,-37.8093428714,144.9666504286
7627,3,23,1,0,0.0,-37.8093428714,144.9666504286
7627,3,24,1,0,0.0,-37.8093428714,144.9666504286
7627,3,25,1,0,0.0,-37.8093428714,144.9666504286
7628,3,13,1,0,0.0,-37.8140839357,144.9687162393
7628,3,17,1,0,0.0,-37.8140839357,144.9687162393
7628,1,19,1,1,1.0,-37.8140839357,144.9687162393
7628,3,23,1,0,0.0,-37.8140839357,144.9687162393
7628,3,24,2,0,0.0,-37.8140839357,144.9687162393
7628,1,28,2,1,0.5,-37.8140839357,144.9687162393
7628,1,29,1,1,1.0,-37.8140839357,144.9687162393
7630,3,20,1,1,1.0,-37.8160117083,144.969553925
7630,3,22,1,0,0.0,-37.8160117083,144.969553925
7630,3,23,5,0,0.0,-37.8160117083,144.969553925
7630,3,24,1,0,0.0,-37.8160117083,144.969553925
7630,3,25,2,2,1.0,-37.8160117083,144.969553925
7631,0,15,1,1,1.0,-37.8164715125,144.9697051
7631,3,20,3,0,0.0,-37.8164715125,144.9697051
7633,3,25,2,1,0.5,-37.81116546,144.96733494
7633,1,30,2,2,1.0,-37.81116546,144.96733494
7633,1,31,1,0,0.0,-37.81116546,144.96733494
7634,3,16,2,0,0.0,-37.8114243061,144.9675896121
7634,1,17,1,0,0.0,-37.8114243061,144.9675896121
7634,2,17,1,0,0.0,-37.8114243061,144.9675896121
7634,6,17,1,0,0.0,-37.8114243061,144.9675896121
7634,3,18,4,3,0.75,-37.8114243061,144.9675896121
7634,3,24,2,0,0.0,-37.8114243061,144.9675896121
7634,3,25,1,0,0.0,-37.8114243061,144.9675896121
7634,1,28,1,0,0.0,-37.8114243061,144.9675896121
7634,1,29,3,0,0.0,-37.8114243061,144.9675896121
7634,1,30,5,1,0.2,-37.8114243061,144.9675896121
7634,2,33,1,0,0.0,-37.8114243061,144.9675896121
7635,3,15,1,0,0.0,-37.8092913,144.9666266
7635,3,24,1,0,0.0,-37.8092913,144.9666266
7635,3,25,2,0,0.0,-37.8092913,144.9666266
7636,3,15,1,0,0.0,-37.8154952125,144.9690921458
7636,3,21,1,0,0.0,-37.8154952125,144.9690921458
7636,3,22,2,0,0.0,-37.8154952125,144.9690921458
7636,3,23,1,0,0.0,-37.8154952125,144.9690921458
7636,3,24,3,0,0.0,-37.8154952125,144.9690921458
7636,3,25,1,0,0.0,-37.8154952125,144.9690921458
7637,3,24,2,0,0.0,-37.8151331,144.9690620333
7637,3,25,1,1,1.0,-37.8151331,144.9690620333
7638,3,12,1,0,0.0,-37.8133467267,144.9683724467
7638,3,14,1,0,0.0,-37.8133467267,144.9683724467
7638,3,15,1,0,0.0,-37.8133467267,144.9683724467
7638,3,16,1,0,0.0,-37.8133467267,144.9683724467
7638,3,19,1,0,0.0,-37.8133467267,144.9683724467
7638,3,21,1,0,0.0,-37.8133467267,144.9683724467
7638,3,22,2,0,0.0,-37.8133467267,144.9683724467
7638,3,23,4,1,0.25,-37.8133467267,144.9683724467
7638,3,24,2,0,0.0,-37.8133467267,144.9683724467
7638,3,25,3,1,0.3333,-37.8133467267,144.9683724467
7639,3,14,1,0,0.0,-37.8102331043,144.966989087
7639,1,21,1,0,0.0,-37.8102331043,144.966989087
7639,3,22,1,0,0.0,-37.8102331043,144.966989087
7639,3,23,4,0,0.0,-37.8102331043,144.966989087
7639,3,24,5,1,0.2,-37.8102331043,144.966989087
7639,3,25,4,0,0.0,-37.8102331043,144.966989087
7639,1,27,1,0,0.0,-37.8102331043,144.966989087
7639,2,44,1,0,0.0,-37.8102331043,144.966989087
7640,3,24,2,1,0.5,-37.81044655,144.967013125
7640,3,25,6,4,0.6667,-37.81044655,144.967013125
7642,0,25,1,1,1.0,-37.8156917091,144.9527982273
7642,3,25,3,0,0.0,-37.8156917091,144.9527982273
7643,3,23,3,1,0.3333,-37.8199332222,144.9546631111
7643,0,25,3,0,0.0,-37.8199332222,144.9546631111
7644,3,15,1,0,0.0,-37.8176305125,144.953540275
7644,3,24,2,0,0.0,-37.8176305125,144.953540275
7644,2,39,1,0,0.0,-37.8176305125,144.953540275
7645,3,18,1,0,0.0,-37.8125286188,144.9736220312
7645,3,20,2,0,0.0,-37.8125286188,144.9736220312
7645,3,23,3,0,0.0,-37.8125286188,144.9736220312
7645,3,24,1,0,0.0,-37.8125286188,144.9736220312
7645,3,25,1,1,1.0,-37.8125286188,144.9736220312
7646,3,23,1,1,1.0,-37.81722035,144.9535221
7646,3,24,1,1,1.0,-37.81722035,144.9535221
7646,3,25,1,1,1.0,-37.81722035,144.9535221
7647,3,15,1,0,0.0,-37.8099239933,144.9722969933
7647,3,20,1,0,0.0,-37.8099239933,144.9722969933
7647,3,22,1,0,0.0,-37.8099239933,144.9722969933
7647,3,23,3,0,0.0,-37.8099239933,144.9722969933
7647,3,24,6,1,0.1667,-37.8099239933,144.9722969933
7647,3,25,2,1,0.5,-37.8099239933,144.9722969933
7648,2,11,1,0,0.0,-37.8148752056,144.97494725
7648,3,19,1,0,0.0,-37.8148752056,144.97494725
7648,3,23,1,0,0.0,-37.8148752056,144.97494725
7648,3,24,1,0,0.0,-37.8148752056,144.97494725
7648,3,25,2,0,0.0,-37.8148752056,144.97494725
7648,4,27,1,1,1.0,-37.8148752056,144.97494725
7648,1,44,1,1,1.0,-37.8148752056,144.97494725
7649,3,13,1,0,0.0,-37.8088128447,144.9718503638
7649,2,18,1,0,0.0,-37.8088128447,144.9718503638
7649,3,18,1,0,0.0,-37.8088128447,144.9718503638
7649,3,20,2,0,0.0,-37.8088128447,144.9718503638
7649,3,21,1,0,0.0,-37.8088128447,144.9718503638
7649,3,22,5,0,0.0,-37.8088128447,144.9718503638
7649,3,23,2,0,0.0,-37.8088128447,144.9718503638
7649,3,24,6,0,0.0,-37.8088128447,144.9718503638
7649,3,25,4,0,0.0,-37.8088128447,144.9718503638
7659,3,23,2,0,0.0,-37.81398714,144.97417418
7659,3,24,1,0,0.0,-37.81398714,144.97417418
7659,3,25,1,0,0.0,-37.81398714,144.97417418
7660,3,17,1,0,0.0,-37.8129279,144.97364845
7660,3,24,1,0,0.0,-37.8129279,144.97364845
7672,3,22,1,1,1.0,-37.8086222667,144.9716681
7672,3,24,1,1,1.0,-37.8086222667,144.9716681
7672,3,25,1,0,0.0,-37.8086222667,144.9716681
7674,6,18,1,0,0.0,-37.8142358684,144.9687567026
7674,4,19,1,1,1.0,-37.8142358684,144.9687567026
7674,6,19,3,1,0.3333,-37.8142358684,144.9687567026
7674,1,20,1,1,1.0,-37.8142358684,144.9687567026
7674,3,25,1,0,0.0,-37.8142358684,144.9687567026
7674,1,27,4,0,0.0,-37.8142358684,144.9687567026
7674,1,28,3,1,0.3333,-37.8142358684,144.9687567026
7674,1,29,6,3,0.5,-37.8142358684,144.9687567026
7674,1,31,1,0,0.0,-37.8142358684,144.9687567026
7676,3,24,1,0,0.0,-37.813232,144.9600262
7676,3,25,1,0,0.0,-37.813232,144.9600262
7686,3,23,1,1,1.0,-37.8192591053,144.9539425684
7686,3,24,1,0,0.0,-37.8192591053,144.9539425684
7686,3,25,2,2,1.0,-37.8192591053,144.9539425684
7689,3,22,2,0,0.0,-37.814380525,144.960551275
7689,3,24,1,0,0.0,-37.814380525,144.960551275
7689,3,25,1,0,0.0,-37.814380525,144.960551275
7690,3,25,3,1,0.3333,-37.8139168111,144.9608686
7692,2,28,1,0,0.0,-37.8187039143,144.9591285929
7692,2,29,1,0,0.0,-37.8187039143,144.9591285929
7695,2,24,1,0,0.0,-37.8182877,144.95932525
7695,2,29,1,1,1.0,-37.8182877,144.95932525
7696,3,15,1,0,0.0,-37.8183905333,144.9623940667
7696,3,23,1,0,0.0,-37.8183905333,144.9623940667
7696,3,25,1,1,1.0,-37.8183905333,144.9623940667
7697,1,21,1,1,1.0,-37.81816198,144.96228888
7697,3,25,4,2,0.5,-37.81816198,144.96228888
7705,3,19,1,0,0.0,-37.8105935125,144.9568342344
7705,3,22,1,0,0.0,-37.8105935125,144.9568342344
7705,3,23,2,0,0.0,-37.8105935125,144.9568342344
7705,3,24,3,0,0.0,-37.8105935125,144.9568342344
7706,3,25,1,1,1.0,-37.811212,144.9573867
7708,3,13,1,0,0.0,-37.801658796,144.9548695663
7708,3,19,3,0,0.0,-37.801658796,144.9548695663
7708,3,20,1,0,0.0,-37.801658796,144.9548695663
7708,4,20,1,0,0.0,-37.801658796,144.9548695663
7708,5,20,1,0,0.0,-37.801658796,144.9548695663
7708,3,22,2,0,0.0,-37.801658796,144.9548695663
7708,3,23,3,0,0.0,-37.801658796,144.9548695663
7708,3,24,3,0,0.0,-37.801658796,144.9548695663
7708,3,25,2,0,0.0,-37.801658796,144.9548695663
7708,4,25,1,1,1.0,-37.801658796,144.9548695663
7708,0,30,1,0,0.0,-37.801658796,144.9548695663
7708,6,40,1,0,0.0,-37.801658796,144.9548695663
7708,6,45,1,0,0.0,-37.801658796,144.9548695663
7712,4,13,1,1,1.0,-37.8040670643,144.9548011357
7712,4,14,1,1,1.0,-37.8040670643,144.9548011357
7712,4,15,1,1,1.0,-37.8040670643,144.9548011357
7712,4,16,1,1,1.0,-37.8040670643,144.9548011357
7712,4,18,2,1,0.5,-37.8040670643,144.9548011357
