KerbsideID,Zone_Number
53225,7379.0
57114,7571.0
57122,7571.0
,7335.0
57011,7340.0
57023,7335.0
,7335.0
53913,7696.0
,7594.0
61320,7458.0
60132,7446.0
64817,7571.0
66332,7542.0
,7607.0
35759,7089.0
,7930.0
,7930.0
,7930.0
23837,7936.0
16746,7089.0
16740,7089.0
16731,7089.0
,7089.0
29345,7089.0
29348,7089.0
29361,7089.0
31937,7076.0
31926,7076.0
31961,7076.0
35619,7089.0
35630,7089.0
19133,7076.0
8754,7084.0
30646,7084.0
30664,7084.0
,7010.0
8890,7010.0
,7010.0
,7392.0
,900015.0
,7392.0
,7392.0
,7392.0
17218,7392.0
17215,7392.0
31325,7076.0
31131,7076.0
,7394.0
,7392.0
31028,7025.0
,7025.0
9581,7725.0
9613,7725.0
9617,7753.0
9619,7753.0
9632,7753.0
9636,7753.0
,7985.0
,7985.0
,7985.0
,7985.0
,7930.0
,7930.0
,7930.0
,7930.0
,7930.0
,7930.0
,7930.0
,900002.0
,900002.0
,7930.0
,7930.0
,900009.0
,900009.0
19262,900009.0
19256,900009.0
19231,900009.0
,900009.0
57543,7938.0
,7049.0
,7049.0
,7089.0
,7089.0
,7089.0
,7089.0
,7089.0
,7076.0
,900009.0
,7089.0
,7025.0
,7025.0
,7018.0
,7084.0
36731,7089.0
36730,7089.0
,7712.0
,7712.0
,7712.0
10670,7752.0
,7740.0
,7739.0
,7923.0
,7752.0
,7712.0
,7752.0
,7924.0
,7986.0
11177,7722.0
,7993.0
,7993.0
11263,7993.0
,7985.0
,7985.0
,7985.0
,7985.0
,7985.0
,7988.0
,7993.0
,7712.0
,7712.0
,7924.0
,7985.0
,7748.0
11482,7748.0
,7924.0
,7924.0
,7930.0
,7936.0
,7936.0
,7936.0
,7936.0
,7936.0
,7936.0
,7025.0
,7708.0
,7708.0
26213,7025.0
,7766.0
,7720.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,7757.0
,7757.0
,7757.0
,7757.0
,7757.0
,7748.0
,7748.0
,7748.0
,7748.0
,7748.0
,7748.0
,7748.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,7053.0
,7053.0
,7053.0
,900009.0
,900009.0
,900009.0
,900009.0
,7529.0
,900009.0
,900009.0
,900005.0
,900005.0
,7089.0
,7076.0
,7076.0
,7076.0
,7076.0
,7076.0
,7160.0
,900016.0
,900006.0
,900006.0
,900004.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,900009.0
,900009.0
,7053.0
,7049.0
,7053.0
,7053.0
,7084.0
,900006.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7748.0
,900009.0
,900005.0
,7454.0
50849,7401.0
,900009.0
,900009.0
,900009.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,7049.0
,900006.0
,900006.0
,900002.0
,900005.0
,7053.0
,7053.0
,900004.0
,900004.0
,900004.0
64568,7514.0
64565,7514.0
,900004.0
,900004.0
,7348.0
,900004.0
,900004.0
,7348.0
,900004.0
,900006.0
,900006.0
,900006.0
,900004.0
,900004.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900004.0
,900004.0
,900004.0
77473,900004.0
77636,900004.0
77633,900004.0
,7716.0
,7716.0
,7190.0
,7190.0
,900005.0
,900009.0
,900009.0
63533,7334.0
,7936.0
,7936.0
,900004.0
,900004.0
62341,7362.0
21150,7425.0
,900004.0
,7348.0
70745,900004.0
,900001.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
5734,7556.0
,900002.0
,900005.0
62060,7189.0
62030,7190.0
,7359.0
,7359.0
62872,7507.0
61713,7366.0
,900002.0
64463,7505.0
52013,7626.0
52245,7640.0
,7993.0
,7985.0
,7985.0
,900002.0
,900002.0
,7753.0
,7552.0
,7340.0
,7686.0
,7644.0
63141,7527.0
,7772.0
,7556.0
65614,7577.0
,7753.0
,7753.0
,900009.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900009.0
,900009.0
,900009.0
,900009.0
,900002.0
,900001.0
,900001.0
,7539.0
,7596.0
54065,7623.0
,7607.0
,7614.0
,7379.0
,7089.0
,900002.0
,900002.0
,900002.0
,900002.0
,7165.0
,7924.0
,900005.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7089.0
,7728.0
,900001.0
,900001.0
,900001.0
,900001.0
,900001.0
,900017.0
,7301.0
,7924.0
,7924.0
,7924.0
,900001.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,900017.0
,7250.0
,7246.0
,7246.0
,7246.0
,7392.0
,7392.0
17242,7301.0
,900004.0
71214,900004.0
,900009.0
,7394.0
,7010.0
,7010.0
,7010.0
,7193.0
,900002.0
,900009.0
,900002.0
,900004.0
,7716.0
,7716.0
51832,7674.0
,900004.0
,900004.0
,900004.0
,900002.0
,900002.0
,900002.0
,900002.0
,7423.0
,7648.0
,900005.0
,900009.0
,900009.0
,900004.0
,900010.0
,900010.0
,900002.0
,900002.0
,900002.0
,900002.0
,900005.0
,900005.0
,900005.0
,900005.0
,7910.0
,900002.0
,900001.0
,900001.0
,900006.0
,900006.0
,900006.0
,900006.0
,900004.0
,900004.0
,7014.0
,7014.0
,900002.0
,900002.0
,900004.0
,7250.0
65356,7779.0
,900005.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
78959,900004.0
,7348.0
,7348.0
,7348.0
,900002.0
,7716.0
,7716.0
65956,7560.0
,900006.0
75270,900004.0
75273,900004.0
,900004.0
76025,900004.0
76014,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7586.0
,7586.0
,7586.0
21748,7586.0
,7586.0
,7586.0
,7924.0
,7739.0
29355,7089.0
65571,7566.0
54233,7607.0
,7595.0
53931,7592.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
75954,900004.0
75947,900004.0
75836,900004.0
21515,7348.0
21522,7348.0
21524,7348.0
21534,7348.0
,7260.0
21968,7708.0
11138,7986.0
54529,7610.0
,900001.0
,900014.0
18217,7163.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7247.0
65195,7568.0
,7621.0
,7910.0
,7212.0
20614,7212.0
18540,7159.0
,900004.0
,900004.0
61326,7458.0
18567,7228.0
,7406.0
,7236.0
,7392.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900004.0
,7722.0
,7173.0
,7173.0
,7178.0
,7178.0
,7752.0
,7705.0
,7705.0
50815,7402.0
,7586.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
50653,7273.0
,7474.0
17338,7210.0
17339,7210.0
23380,7226.0
23383,7226.0
23384,7226.0
,7726.0
,900009.0
,900009.0
65645,7571.0
65656,7571.0
,7455.0
,7571.0
65657,7571.0
,7541.0
,7396.0
50625,7273.0
,7273.0
,7930.0
,7930.0
23810,7718.0
,7721.0
,7910.0
,7193.0
,7220.0
,7220.0
14999,7220.0
14992,7220.0
14998,7220.0
14996,7220.0
,900009.0
16210,7089.0
16240,7089.0
,7089.0
33845,7089.0
33853,7089.0
33837,900018.0
,900018.0
35532,7018.0
16414,7251.0
16416,7251.0
9442,7721.0
24048,7721.0
23979,7721.0
54616,7615.0
56917,7486.0
,900009.0
13420,7178.0
,7301.0
,7250.0
,900017.0
,7250.0
,900006.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
10287,7053.0
10295,7049.0
,900009.0
65454,7551.0
32014,7084.0
32020,7084.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,7800.0
,7800.0
,7644.0
17448,7254.0
5944,7278.0
5938,7278.0
5934,7278.0
24604,7270.0
24600,7270.0
24599,7270.0
,900004.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900004.0
,900004.0
,900004.0
,900004.0
,7766.0
,7720.0
,7720.0
,900002.0
,7748.0
,7748.0
,7748.0
,7748.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
56529,7350.0
64234,7559.0
,7010.0
,900004.0
,7571.0
61930,7356.0
,7474.0
20612,7208.0
16285,7213.0
,900002.0
,900002.0
,7165.0
56332,7949.0
,7586.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
19225,900009.0
,900009.0
,7712.0
,7572.0
16415,7251.0
,900009.0
,7250.0
,900009.0
50933,7400.0
71137,900004.0
,900002.0
,900002.0
,900002.0
17472,7247.0
17471,7247.0
50817,7402.0
,900004.0
,900004.0
,900004.0
,7089.0
,900005.0
,900004.0
58812,7930.0
,7202.0
,7910.0
63542,7334.0
,7415.0
,7335.0
23264,7938.0
67869,7503.0
,7348.0
,900002.0
67151,7614.0
,900006.0
,7642.0
25007,7245.0
,7245.0
,7245.0
,7245.0
17504,7269.0
58211,7642.0
58120,7646.0
58114,7644.0
7839,7236.0
,7278.0
,7264.0
,7264.0
,7264.0
,900017.0
,7250.0
,7250.0
,7301.0
,7301.0
,7301.0
,7243.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900004.0
,900004.0
,7243.0
,7243.0
,7246.0
,7271.0
,7271.0
,7271.0
,7271.0
,900001.0
,7156.0
,7160.0
,7156.0
,7156.0
,7690.0
,900009.0
,7753.0
,900009.0
,7642.0
,7721.0
,900002.0
,7739.0
,7721.0
,7520.0
,7722.0
,7520.0
,7725.0
,900009.0
,7049.0
,7049.0
,900009.0
,900009.0
,7520.0
,900009.0
,900009.0
,7053.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,900009.0
,7053.0
,900009.0
,900009.0
75821,900004.0
,900009.0
,900004.0
,900009.0
,900009.0
,7049.0
,900009.0
,900009.0
,900009.0
,900009.0
,900002.0
,900002.0
,900002.0
,900002.0
,900009.0
,900009.0
,900009.0
,900006.0
,900006.0
,900006.0
,900009.0
,900009.0
,900009.0
,900009.0
,7049.0
,900009.0
,900009.0
,900009.0
,900009.0
,900002.0
,900001.0
,900005.0
,900002.0
,900010.0
,900002.0
,900002.0
,7708.0
,900002.0
,900005.0
,900005.0
,900005.0
,900004.0
,900002.0
,900002.0
,900002.0
,900002.0
,900005.0
,900005.0
,900004.0
,900005.0
,900010.0
,7753.0
,900002.0
,900002.0
,900002.0
,900002.0
,7348.0
,900002.0
,900005.0
,900002.0
,900002.0
,900002.0
,900004.0
,900002.0
,900005.0
,900002.0
,900005.0
,900002.0
,900002.0
,900004.0
,900002.0
,900001.0
,900002.0
,900013.0
,7255.0
,900001.0
,900004.0
,900011.0
,900005.0
,900010.0
,900002.0
,900010.0
,900002.0
,900002.0
,900002.0
,7924.0
,900002.0
,900002.0
,900017.0
,7800.0
,900002.0
,900014.0
,900002.0
,900001.0
,7271.0
,900002.0
,900005.0
,900010.0
,900002.0
,7739.0
,900005.0
,900002.0
,900002.0
,900002.0
,900002.0
,7250.0
,900005.0
,900002.0
,7753.0
,900005.0
,900013.0
,900005.0
,900013.0
,900002.0
,900010.0
,900012.0
,900011.0
,900002.0
,7753.0
,900002.0
,7250.0
,900002.0
,900005.0
,900013.0
,900005.0
,900002.0
,900005.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900005.0
,900001.0
,7708.0
,7348.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900001.0
,900002.0
,900011.0
,900005.0
,900002.0
,900002.0
,900002.0
,900002.0
,900005.0
,900005.0
,900004.0
,900002.0
,900004.0
,900002.0
,900002.0
,900005.0
,900004.0
,7753.0
,7348.0
,900002.0
,900002.0
,900002.0
,900005.0
,900011.0
,900002.0
,900013.0
,900002.0
,900005.0
,900002.0
,900002.0
,900004.0
,900002.0
,900004.0
,900002.0
,7348.0
,900002.0
,900004.0
,900011.0
,900002.0
,900005.0
,900011.0
,900005.0
,900001.0
,900005.0
,900002.0
,900002.0
,7800.0
,900004.0
,900002.0
,900002.0
,900005.0
,900010.0
,900005.0
,7348.0
,900002.0
,7930.0
,900002.0
,7271.0
,900004.0
,900005.0
,900005.0
,900002.0
,7712.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900004.0
,900002.0
,900004.0
,7766.0
,900002.0
,900011.0
,900002.0
,900010.0
,900004.0
,7348.0
,900002.0
,900005.0
,900011.0
,900002.0
,900004.0
,900012.0
,900004.0
,900011.0
,900014.0
,900005.0
,900001.0
,900005.0
,7348.0
,900005.0
,900002.0
,900005.0
,900002.0
,900005.0
,900002.0
,900010.0
,900002.0
,900013.0
,900002.0
,900002.0
,900004.0
,7716.0
,7721.0
,7716.0
,7712.0
,7245.0
,900002.0
,7566.0
,900000.0
,900000.0
,900000.0
54739,7503.0
54723,7503.0
,7621.0
,7638.0
51931,7638.0
65210,7557.0
65861,7548.0
65862,7548.0
65852,7548.0
62350,7365.0
62238,7355.0
,7344.0
61950,7359.0
67633,7076.0
67645,7497.0
,7628.0
,7628.0
52415,7497.0
52025,7625.0
,7550.0
50013,7648.0
50525,7647.0
53522,7539.0
,7603.0
53614,900000.0
53026,7332.0
56714,7474.0
57029,7335.0
56929,7485.0
57229,7621.0
57223,7622.0
57219,7621.0
,7406.0
61246,7416.0
30414,900009.0
,7089.0
30429,900009.0
30440,7018.0
30441,7018.0
,900009.0
,7018.0
,7018.0
,7076.0
69320,7076.0
,7076.0
69329,7076.0
,7239.0
,7239.0
58530,900019.0
,7642.0
63337,7537.0
63353,7537.0
35757,7089.0
35756,7089.0
35740,7089.0
23208,7939.0
,7930.0
,7930.0
,7930.0
,7930.0
,7930.0
16743,7089.0
16736,7089.0
31945,7076.0
35632,7089.0
35634,7089.0
19135,7076.0
22316,7076.0
,7084.0
30626,7084.0
,7010.0
30861,7010.0
,7392.0
,7392.0
,7392.0
17267,7392.0
17226,7392.0
,900009.0
,900009.0
,900009.0
31120,7076.0
31113,7076.0
,7025.0
9340,7394.0
9346,7394.0
9383,7392.0
,7392.0
31014,7025.0
34242,7025.0
,7725.0
,7725.0
,7753.0
,7930.0
,7930.0
,7930.0
,7930.0
,7930.0
,900002.0
,7930.0
,900009.0
21032,900009.0
34915,900009.0
34944,900009.0
34960,900009.0
,900009.0
57549,7939.0
57648,7939.0
57640,7939.0
,7053.0
,7053.0
,7049.0
,7049.0
,7049.0
,7089.0
,7089.0
,900009.0
,7084.0
,7018.0
,7018.0
,7014.0
,7014.0
,7025.0
,7084.0
,7014.0
10318,7014.0
10319,7014.0
,7018.0
,7018.0
,7084.0
,7084.0
,7089.0
36825,7089.0
36740,900009.0
,7712.0
,7712.0
10672,7752.0
10707,7752.0
10708,7752.0
10718,7739.0
10727,7739.0
,7739.0
,7739.0
,7739.0
,7923.0
10832,7923.0
10844,7923.0
10857,7923.0
,7712.0
,7752.0
,7712.0
,7712.0
,7712.0
,7712.0
,7986.0
11176,7722.0
,7993.0
,7993.0
,7993.0
,7993.0
11255,7993.0
,7985.0
,7985.0
,7985.0
,7985.0
,7985.0
,7924.0
,7748.0
11483,7748.0
,900002.0
,900002.0
,7924.0
,7936.0
,7936.0
,7936.0
,7936.0
63240,7532.0
,7534.0
63213,7532.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,7025.0
22883,7025.0
11879,7727.0
,7727.0
,7708.0
37130,7014.0
,7766.0
,7766.0
,7766.0
,7720.0
,7720.0
,7720.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,7728.0
,900002.0
,900002.0
68822,7985.0
68819,7985.0
68839,7986.0
68847,7985.0
68851,7985.0
68856,7985.0
55220,7459.0
72534,900004.0
72563,900004.0
70934,900004.0
70931,900004.0
70924,900004.0
70923,900004.0
70912,900004.0
,900004.0
71123,900004.0
,900004.0
,900004.0
,900004.0
78853,900004.0
78850,900004.0
78834,900004.0
78864,900004.0
78862,900004.0
78860,900004.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7985.0
,7985.0
13134,7985.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7159.0
,7161.0
63119,7528.0
63126,7527.0
,900002.0
,900002.0
,900002.0
,7348.0
,7348.0
,7348.0
,7348.0
,7348.0
,7719.0
,7253.0
,7988.0
,7988.0
,7988.0
,900004.0
,900004.0
,900004.0
,7247.0
,900004.0
,900004.0
,7260.0
,7246.0
,7246.0
,7250.0
,7250.0
,7250.0
,7250.0
,900017.0
,7271.0
,7265.0
,7255.0
30732,7084.0
30740,7301.0
30750,7392.0
30757,7301.0
30763,7392.0
30764,7392.0
71523,900004.0
71515,900004.0
69117,7406.0
69114,7274.0
69134,7406.0
69138,7406.0
69140,7406.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900007.0
,900009.0
,7053.0
,900009.0
,900009.0
,900009.0
,900005.0
,900005.0
,7089.0
,7089.0
,7076.0
,7076.0
,7076.0
,7985.0
,7163.0
,900016.0
,900016.0
,900016.0
,900006.0
,900002.0
,900004.0
,900009.0
,900009.0
,900009.0
,7049.0
,900009.0
,7049.0
,900009.0
,900009.0
,900009.0
,7173.0
,900009.0
,900009.0
,900006.0
,900006.0
,900002.0
,900002.0
,7053.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7348.0
,7348.0
,7348.0
,7348.0
,900006.0
,900009.0
,900009.0
,900009.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,7183.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
63634,7345.0
63623,7345.0
63618,7345.0
,900002.0
,900002.0
,900002.0
,900006.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
,900004.0
64377,7634.0
,7936.0
,7936.0
,7607.0
,7594.0
6390,7594.0
,7766.0
77033,900004.0
66344,7542.0
,7614.0
,7542.0
,900005.0
,900009.0
,900004.0
,900004.0
,900004.0
,900002.0
,900009.0
,900009.0
62663,7533.0
,7260.0
,7260.0
,7586.0
,7586.0
,7190.0
,7452.0
,900005.0
69977,7219.0
69965,7219.0
,900005.0
,900005.0
,900004.0
,7049.0
,7049.0
61615,7417.0
61616,7417.0
,900009.0
,900004.0
,900004.0
37131,7014.0
,7014.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
,900002.0
