Zone_Number,Latitude,Longitude,slot_0,slot_1,slot_10,slot_11,slot_12,slot_13,slot_14,slot_15,slot_16,slot_17,slot_18,slot_19,slot_2,slot_20,slot_21,slot_22,slot_23,slot_24,slot_25,slot_26,slot_27,slot_28,slot_29,slot_3,slot_30,slot_31,slot_32,slot_33,slot_34,slot_35,slot_36,slot_37,slot_38,slot_39,slot_4,slot_40,slot_41,slot_42,slot_43,slot_44,slot_45,slot_46,slot_47,slot_5,slot_6,slot_7,slot_8,slot_9
7452,-37.817189425,144.96757545,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7454,-37.8157567875,144.9727862125,,,,,,,,,,,,,,0.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7455,-37.8184377444,144.9602921333,,,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7457,-37.8188321,144.960039075,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,-37.8180459143,144.9615463286,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7459,-37.8183355,144.960940275,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
7474,-37.81890565,144.95689637,,,,,,,,,,,,,,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476,-37.81861295,144.9568854,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478,-37.8199194455,144.9574958455,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7479,-37.81961695,144.957349425,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480,-37.81974545,144.95716015,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
7485,-37.8168567813,144.9559420437,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
7486,-37.8169585,144.95597774,,,,,,,,,,,,,,,,,,0.5,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7487,-37.8178263167,144.9561135667,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,-37.8180350286,144.9562207,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7497,-37.80853395,144.9669511714,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,-37.8121451364,144.9547632455,,,,,,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,-37.8114114667,144.9578132,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7502,-37.8085441333,144.9659166,,,,,0.0,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7503,-37.8103619718,144.9586783718,,,,,,,,,,,,,,1.0,1.0,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7505,-37.81235335,144.965871425,,,,,,,,,,,,,,0.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506,-37.8179076423,144.9545722269,,,,,,,,,,,,0.0,,0.0,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
7507,-37.8141336875,144.9673789375,,,,,,,,,,,,,,,,,1.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,-37.8143103,144.9667774,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509,-37.8078112,144.9701225,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,-37.8121754,144.9662896571,,,,,,,,,,,,,,,,,,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,-37.8123982091,144.9729384364,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7514,-37.8128764389,144.9640642611,,,,,,,,,,,,,,,0.0,,1.0,0.5,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7519,-37.814281,144.9592786,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7520,-37.8059740839,144.9590512355,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
7522,-37.81429113,144.9593757,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,-37.81629081,144.95990955,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7528,-37.816293975,144.9599446062,,,,,,0.0,,,,,,,,,,,,0.6667,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
7529,-37.813355555,144.9699133,,,,,,,,,0.0,,,,,,0.0,1.0,1.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7532,-37.8168088143,144.95796905,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7533,-37.8128132286,144.9718731143,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7534,-37.8169187692,144.9576605077,,,,,,,,,,,,,,,,0.0,,0.0,0.1667,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
7536,-37.81362145,144.9689842,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7537,-37.8177348571,144.9551315486,,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.3333,0.0,,0.0,0.0,0.5,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
7538,-37.810642615,144.97162116,,,,,,,,,1.0,,,,,,0.0,,0.0,0.4,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7539,-37.8109691107,144.9605944143,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,
7541,-37.80925576,144.9694997,,,,,,,,,,,,,,,,,,0.6667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7542,-37.8124160062,144.9578830813,,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7545,-37.8125933,144.9572483,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7547,-37.8131809308,144.9552916962,,,,,,,,0.0,0.0,1.0,0.5,0.0,,0.5,0.0,0.0,0.0,0.8,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
7548,-37.8087856769,144.9704174769,,,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,-37.8101562739,144.9656647826,,,,,,,,,0.0,0.4,0.3333,0.0,,,,,,,,,,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
7550,-37.8101386323,144.9641691032,,,,,,,,,,0.5,0.0,0.0,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
7551,-37.81270041,144.9607439767,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
7552,-37.8129660615,144.9561604538,,,,,,,,,,,,,,0.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
7553,-37.8129039333,144.9604246,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,-37.8123984667,144.9614842333,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556,-37.8104192484,144.9685121903,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7557,-37.8109400333,144.9664798667,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558,-37.8106699684,144.9678211632,,,,,,,,,,,,,,,,,0.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559,-37.81082027,144.97054679,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
7560,-37.80932449,144.96878784,,,,,,,,,,,,,,,,,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
7561,-37.80861555,144.9706109167,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,-37.808720975,144.9704962375,,,,,,,,,,1.0,,,,,,,1.0,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7566,-37.8134273883,144.958494726,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,1.0,0.8,0.7143,0.3333,0.4444,0.2,0.0,,,,,,,,,,,,,,
7568,-37.8106943833,144.9679872333,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7569,-37.8111235444,144.9664942222,,,,,,,,,,,,,,,,,,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7570,-37.8097460215,144.9708614754,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.1429,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7571,-37.8143432657,144.9561003696,,,,,,,,,,,,,,0.0,,0.0,1.0,,0.0,,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.6,,,,,,,,,,,,,,
7572,-37.81004918,144.97051824,,,,,,,,,,,,,,,,,,1.0,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575,-37.8139995,144.9559434,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,1.0,,,,,,,,,,,,,,
7576,-37.8128322,144.9540130667,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7577,-37.81392045,144.95622265,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.5,,,,,,,,,,,,,,,
7579,-37.8116467333,144.9720121667,,,,,,,,,,,,,,,,,1.0,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,-37.8481696692,144.9831296385,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,-37.8481286962,144.9817598238,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
7591,-37.8165241,144.9612886,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592,-37.8182623467,144.9621685033,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.1667,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
7593,-37.8189052667,144.9621581,,,,,,,,,,,,,,,,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,-37.8145278463,144.9607482561,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,-37.8163363095,144.9613134952,,,,,,,,,,0.0,,,,1.0,0.5,0.0,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,-37.8171570049,144.9619849415,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,-37.8116240043,144.9626141087,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605,-37.8136263231,144.9600714577,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
7606,-37.8136344,144.95995575,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7607,-37.8154797783,144.9609483087,,,,,,,,,0.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608,-37.81581795,144.9609624,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610,-37.8123571121,144.9593890424,,,,1.0,,,1.0,1.0,,,,1.0,,0.0,,1.0,,0.3333333333333333,0.25,0.0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
7611,-37.81244695,144.9595436,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7612,-37.8134045833,144.96010495,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614,-37.8114545147,144.9592886382,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615,-37.81142575,144.95920765,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
7621,-37.8139699241,144.9536411852,,,,,,,,,,,,,,0.0,0.0,,1.0,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
7622,-37.81413105,144.9545766,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,-37.8173310667,144.9616613667,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,-37.8130853824,144.9541801882,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,-37.8122438111,144.9678126222,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
7626,-37.81221385,144.9677658167,,,,,,,,,,,,,,,,,,0.0,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
7627,-37.8093428714,144.9666504286,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,-37.8140839357,144.9687162393,,,,,,0.0,,,,0.0,,1.0,,,,,0.0,0.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
7630,-37.8160117083,144.969553925,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,-37.8164715125,144.9697051,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,-37.81116546,144.96733494,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
7634,-37.8114243061,144.9675896121,,,,,,,,,0.0,0.0,0.75,,,,,,,0.0,0.0,,,0.0,0.0,,0.2,,,0.0,,,,,,,,,,,,,,,,,,,,
7635,-37.8092913,144.9666266,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,-37.8154952125,144.9690921458,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,-37.8151331,144.9690620333,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,-37.8133467267,144.9683724467,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.25,0.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,-37.8102331043,144.966989087,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.2,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
7640,-37.81044655,144.967013125,,,,,,,,,,,,,,,,,,0.5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7642,-37.8156917091,144.9527982273,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,-37.8199332222,144.9546631111,,,,,,,,,,,,,,,,,0.3333,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,-37.8176305125,144.953540275,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
7645,-37.8125286188,144.9736220312,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,-37.81722035,144.9535221,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,-37.8099239933,144.9722969933,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.1667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,-37.8148752056,144.97494725,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
7649,-37.8088128447,144.9718503638,,,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,-37.81398714,144.97417418,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,-37.8129279,144.97364845,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,-37.8086222667,144.9716681,,,,,,,,,,,,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,-37.8142358684,144.9687567026,,,,,,,,,,,0.0,0.66665,,1.0,,,,,0.0,,0.0,0.3333,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,
7676,-37.813232,144.9600262,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,-37.8192591053,144.9539425684,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,-37.814380525,144.960551275,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,-37.8139168111,144.9608686,,,,,,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692,-37.8187039143,144.9591285929,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7695,-37.8182877,144.95932525,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
7696,-37.8183905333,144.9623940667,,,,,,,,0.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7697,-37.81816198,144.96228888,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705,-37.8105935125,144.9568342344,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7706,-37.811212,144.9573867,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7708,-37.801658796,144.9548695663,,,,,,0.0,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.5,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,
7712,-37.8040670643,144.9548011357,,,,,,1.0,1.0,1.0,1.0,,0.5,0.0,,,,,1.0,,0.0,0.5,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,
7716,-37.8055198877,144.9577019677,,,,,,,,,1.0,,,,,0.0,,0.0,0.0,0.3125,0.6,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,
7718,-37.8048466333,144.9554348667,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
7719,-37.8023135167,144.9562092,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720,-37.79867124,144.9517707743,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.6667,1.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,
7721,-37.8048987349,144.9572326494,,,,,,,,1.0,0.6667,0.0,0.0,1.0,,1.0,,,0.11109999999999999,0.5,0.11109999999999999,,,,,1.0,0.5,,0.0,,,0.0,0.0,,,,,0.5,1.0,,1.0,,,1.0,1.0,,,,,0.0
7722,-37.8025220018,144.9474787728,,,,,,,,,,,,,,,,,,0.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,-37.8041152508,144.9495144169,,,1.0,,,,1.0,,,,0.0,,,,0.0,,0.0,0.3333,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
7726,-37.79988175,144.9562996909,,,,,,,,0.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
7727,-37.8007161722,144.95722715,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7728,-37.7975924509,144.9529254075,,,,,,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,-37.80445226,144.94947646,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,-37.804383809,144.9514864649,,,,,,,,,,,0.0,,,1.0,,,0.0,0.3333,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,
7740,-37.8036105,144.950999,,0.0,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
7748,-37.8024902509,144.9509463983,,,,,,,1.0,1.0,,,,,,,0.0,,0.5,0.3333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,-37.8052231211,144.9540890667,,,,,1.0,,,1.0,,,,,,,,,,,,0.6667,1.0,0.0,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,
7753,-37.805662415,144.9481948083,,,,,,,,,,,,,1.0,1.0,,,0.5,0.2,0.0,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,
7757,-37.7996677231,144.9529964241,,,,,,,,,,,,,,,0.0,0.0,0.1667,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,-37.8099176,144.9706373,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,-37.8096392333,144.9709114,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7764,-37.80970425,144.970690375,,,,,,,,,,,,,,,,,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,-37.81209895,144.9625163,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,-37.8006877364,144.953720267,,,,,,0.0,,,1.0,,,,,0.0,0.0,0.0,0.0,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
7767,-37.81318695,144.95877325,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
7768,-37.8131892,144.95876586,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,
7769,-37.8123540333,144.9613149,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,-37.8121223,144.9631124,,,,,,,,,,,,,,,,,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,-37.8113873909,144.9651966636,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,-37.8120118,144.9634919,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,-37.8128294,144.9606802333,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,-37.8176581,144.9541642,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,-37.796792191,144.9572936654,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
7910,-37.843880235,144.9791112592,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7922,-37.8067247308,144.9550295077,,,,,,,,,,,1.0,,,0.0,,0.0,,,,0.3333333333333333,,1.0,,,,,,,,,,,0.0,,,0.0,,1.0,,,,,,,,,,
7923,-37.8067086522,144.955026103,,1.0,,,,,,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,1.0,0.0,,,,1.0,,1.0,1.0,,,,,,,
7924,-37.8062567161,144.9515974056,1.0,,,,,1.0,,1.0,1.0,0.5,1.0,0.0,,,0.5,0.5,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,
7930,-37.8103173709,144.9488506137,,,,,,,,,,,,0.0,,0.5,,,,0.25,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7936,-37.8124784395,144.9499040072,,,,,,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,-37.8129456843,144.9505712277,,,,,,,,,1.0,,,0.0,,,,,1.0,,,,,,1.0,,1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,
7939,-37.8102417337,144.9520238048,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
7948,-37.81307835,144.9530312125,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,-37.8119404611,144.9543184778,,,,,,,,,,,,,,,0.0,,,1.0,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,-37.8113387333,144.9520583,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952,-37.8049467,144.955318,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,
