KerbsideID,weekday,slot_30,total_obs,availability_rate
18556,1,45,1,1.0
18557,1,46,1,1.0
18558,1,44,1,1.0
18559,1,40,1,0.0
18562,1,41,1,1.0
18563,1,17,1,0.0
18564,1,46,1,1.0
18565,1,44,1,1.0
18566,1,44,1,1.0
18567,1,46,1,1.0
18568,1,36,1,0.0
18569,1,46,1,1.0
18570,1,46,1,1.0
18571,1,43,1,0.0
18572,2,31,1,1.0
18573,2,29,1,0.0
18574,2,29,1,1.0
18575,2,32,1,1.0
18576,1,45,1,1.0
18577,2,32,1,0.0
18578,2,32,1,1.0
18587,2,32,1,0.0
18588,2,30,1,0.0
18589,2,24,1,0.0
18590,2,29,1,0.0
18591,2,30,1,0.0
18592,2,28,1,0.0
18593,2,23,1,0.0
18605,1,44,1,1.0
18606,1,39,1,0.0
18609,1,34,1,1.0
18610,0,35,1,0.0
18611,1,42,1,1.0
18612,0,39,1,1.0
18614,5,44,1,1.0
18615,6,28,1,1.0
18616,6,34,1,1.0
18621,6,34,1,0.0
18622,6,35,1,0.0
18623,0,5,1,0.0
18626,6,36,1,1.0
18628,6,23,1,0.0
18630,6,32,1,0.0
18631,6,36,1,1.0
18632,6,37,1,1.0
18633,6,30,1,0.0
18634,6,36,1,1.0
18635,6,31,1,0.0
18636,6,36,1,0.0
18637,6,36,1,1.0
18642,1,42,1,1.0
18643,1,22,1,0.0
18690,2,29,1,1.0
18825,6,32,1,0.0
18826,6,31,1,0.0
20570,1,45,1,1.0
20571,1,46,1,1.0
20572,1,36,1,0.0
20573,1,43,1,1.0
20574,1,35,1,0.0
20575,1,35,1,0.0
20576,1,44,1,1.0
20577,1,35,1,0.0
20578,1,34,1,0.0
20579,1,39,1,0.0
20580,1,45,1,1.0
20581,1,35,1,0.0
20582,1,45,1,0.0
20583,1,42,1,0.0
20584,1,45,1,1.0
20585,2,31,1,1.0
20586,6,27,1,1.0
20587,2,19,1,1.0
20588,4,45,1,1.0
20589,5,34,1,1.0
20590,4,38,1,1.0
20591,2,22,1,0.0
20592,2,0,1,1.0
20593,2,27,1,0.0
20594,0,22,1,1.0
20595,1,41,1,1.0
20596,2,16,1,0.0
20597,2,19,1,0.0
20599,2,30,1,1.0
20600,5,39,1,1.0
20601,2,27,1,1.0
20602,6,35,1,1.0
20603,6,22,1,1.0
20604,6,33,1,1.0
20605,6,35,1,0.0
20606,5,45,1,0.0
20607,5,44,1,1.0
20608,6,22,1,1.0
20609,5,44,1,1.0
20610,5,30,1,1.0
20611,6,34,1,1.0
20612,2,18,1,1.0
20613,6,27,1,0.0
20614,6,35,1,1.0
20615,6,20,1,0.0
20616,6,25,1,0.0
20617,6,27,1,0.0
20618,5,16,1,0.0
20619,6,33,1,1.0
20620,6,32,1,1.0
20621,6,31,1,1.0
20622,6,32,1,1.0
20623,5,44,1,1.0
20624,6,28,1,1.0
20625,6,29,1,1.0
20626,5,27,1,1.0
20631,6,43,1,1.0
20632,6,39,1,1.0
20633,6,32,1,0.0
20634,6,37,1,0.0
20635,6,38,1,1.0
20636,6,39,1,1.0
20637,6,36,1,1.0
20638,6,34,1,0.0
20639,3,19,1,0.0
20640,6,27,1,1.0
20641,5,35,1,0.0
20748,1,18,1,1.0
20749,1,18,1,1.0
20871,1,20,1,0.0
20872,0,21,1,1.0
20873,1,23,1,1.0
20894,2,32,1,0.0
20895,2,25,1,0.0
20896,2,6,1,1.0
20897,2,22,1,0.0
20898,2,25,1,0.0
20899,2,25,1,0.0
20900,3,37,1,1.0
20901,6,37,1,0.0
20902,6,37,1,0.0
20903,6,36,1,0.0
20904,0,30,1,1.0
20905,0,46,1,1.0
20906,1,18,1,1.0
20907,1,20,1,0.0
20908,6,29,1,1.0
20909,6,33,1,1.0
20910,6,32,1,1.0
20911,6,35,1,0.0
20912,6,22,1,1.0
20913,6,37,1,1.0
20914,6,28,1,1.0
20915,6,17,1,1.0
20916,5,45,1,1.0
20917,6,37,1,1.0
20918,6,30,1,1.0
20919,6,27,1,1.0
20920,6,33,1,0.0
20921,5,44,1,1.0
20922,6,33,1,0.0
20923,6,32,1,1.0
20924,5,31,1,0.0
20925,6,27,1,1.0
20926,2,12,1,1.0
20932,4,22,1,1.0
21150,2,16,1,1.0
21371,2,29,1,1.0
21481,1,42,1,0.0
21482,1,45,1,1.0
21483,1,46,1,1.0
21484,2,2,1,1.0
21485,3,29,1,1.0
21486,6,36,1,1.0
21487,2,20,1,1.0
21488,2,25,1,0.0
21489,2,31,1,0.0
21490,2,22,1,1.0
21491,6,31,1,0.0
21492,6,38,1,0.0
21493,6,31,1,0.0
21504,1,13,1,1.0
21510,6,33,1,0.0
21511,6,29,1,1.0
21512,6,20,1,1.0
21513,6,23,1,1.0
21514,6,36,1,1.0
21515,6,25,1,1.0
21516,6,27,1,1.0
21517,6,33,1,1.0
21518,6,24,1,1.0
21519,6,27,1,1.0
21520,6,34,1,1.0
21521,6,27,1,0.0
21522,6,22,1,1.0
21523,4,32,1,0.0
21524,6,34,1,0.0
21525,5,23,1,0.0
21526,6,22,1,1.0
21527,6,32,1,1.0
21528,5,37,1,0.0
21529,6,36,1,1.0
21530,6,38,1,1.0
21531,6,32,1,1.0
21532,6,38,1,0.0
21533,6,38,1,0.0
21534,6,34,1,1.0
21535,6,38,1,0.0
21536,6,38,1,0.0
21537,6,37,1,0.0
21538,6,37,1,0.0
21539,6,36,1,0.0
21540,6,34,1,0.0
21541,6,37,1,0.0
21542,6,38,1,0.0
21543,6,34,1,0.0
21544,6,37,1,0.0
21545,6,36,1,0.0
21546,6,36,1,0.0
21679,6,34,1,1.0
21680,6,36,1,1.0
21681,6,13,1,0.0
21682,6,25,1,0.0
21684,6,34,1,1.0
21685,6,33,1,1.0
21686,6,34,1,1.0
21687,6,30,1,1.0
21688,6,13,1,0.0
21689,6,30,1,1.0
21690,6,36,1,1.0
21741,3,20,1,0.0
21742,2,39,1,1.0
21743,6,24,1,0.0
21744,6,36,1,0.0
21745,6,20,1,0.0
21746,6,32,1,0.0
21747,6,36,1,0.0
21748,6,36,1,0.0
21749,6,34,1,1.0
21750,6,37,1,1.0
21751,6,36,1,1.0
21752,5,44,1,0.0
21753,6,22,1,0.0
21754,6,35,1,0.0
21755,6,35,1,0.0
21756,6,34,1,1.0
21757,6,36,1,1.0
21758,6,32,1,1.0
21759,6,30,1,0.0
21963,5,23,1,0.0
21964,6,36,1,1.0
21965,6,26,1,0.0
21966,6,29,1,0.0
21967,6,33,1,0.0
21968,6,40,1,0.0
22020,6,37,1,0.0
22021,6,25,1,0.0
22022,6,38,1,1.0
22023,6,29,1,0.0
22313,4,25,1,1.0
22314,4,23,1,1.0
22315,4,27,1,0.0
22316,4,20,1,0.0
22317,4,27,1,0.0
22318,3,44,1,1.0
22319,4,23,1,0.0
22320,4,26,1,0.0
22321,3,20,1,0.0
22322,3,15,1,1.0
22324,3,9,1,1.0
22325,4,16,1,0.0
22326,4,25,1,0.0
22327,4,25,1,1.0
22328,4,26,1,1.0
22329,4,27,1,0.0
22330,4,27,1,0.0
22331,4,26,1,1.0
22344,3,17,1,1.0
22345,3,18,1,0.0
22346,1,39,1,1.0
22351,1,40,1,1.0
22415,6,32,1,0.0
22416,6,33,1,0.0
22417,6,37,1,0.0
22418,6,37,1,0.0
22419,6,36,1,0.0
22428,6,31,1,0.0
22429,6,36,1,0.0
22430,6,20,1,0.0
22431,6,28,1,0.0
22432,6,36,1,0.0
22435,6,37,1,0.0
22772,4,28,1,1.0
22773,4,28,1,1.0
22774,4,25,1,1.0
22775,4,28,1,1.0
22776,4,27,1,1.0
22828,3,21,1,0.0
22870,6,34,1,0.0
22874,2,30,1,1.0
22877,1,39,1,0.0
22879,1,47,1,1.0
22880,1,47,1,1.0
22882,2,16,1,0.0
22893,0,17,1,1.0
22895,0,17,1,1.0
22897,0,17,1,0.0
22939,5,42,1,0.0
22940,6,31,1,0.0
22941,6,36,1,0.0
22942,6,37,1,1.0
22943,6,36,1,1.0
22944,6,37,1,1.0
22945,6,37,1,1.0
22946,6,31,1,0.0
22947,6,36,1,0.0
22948,6,37,1,1.0
22949,6,34,1,1.0
22970,1,45,1,0.0
22971,2,16,1,0.0
22972,2,16,1,1.0
22973,2,16,1,0.0
23015,6,32,1,0.0
23016,6,36,1,0.0
23017,6,36,1,0.0
23018,6,36,1,1.0
23019,6,35,1,1.0
23020,6,36,1,0.0
23021,6,36,1,0.0
23022,6,32,1,0.0
23023,6,37,1,1.0
23024,6,36,1,1.0
23027,2,20,1,1.0
23028,6,32,1,0.0
23029,6,37,1,1.0
23030,0,37,1,1.0
23031,6,32,1,0.0
23032,6,37,1,1.0
23033,6,36,1,0.0
23036,6,34,1,0.0
23360,6,34,1,0.0
23361,6,31,1,0.0
23362,6,34,1,0.0
23364,3,24,1,1.0
23365,4,44,1,1.0
23372,3,14,1,0.0
23377,6,37,1,0.0
23378,6,31,1,0.0
23379,6,37,1,0.0
23380,6,31,1,0.0
23381,6,37,1,0.0
23382,6,33,1,0.0
23383,6,36,1,0.0
23384,6,35,1,0.0
23385,6,34,1,0.0
23386,6,36,1,0.0
23387,6,33,1,0.0
23388,6,35,1,0.0
23809,6,35,1,0.0
23810,1,32,1,1.0
23811,1,32,1,0.0
23812,1,32,1,0.0
23813,6,31,1,1.0
23814,6,12,1,1.0
23815,1,45,1,1.0
23817,2,37,1,0.0
23818,4,16,1,1.0
23819,4,19,1,0.0
23820,6,23,1,1.0
23822,6,24,1,0.0
23823,4,20,1,1.0
23850,6,37,1,0.0
23851,1,31,1,0.0
23852,1,30,1,0.0
23853,1,32,1,0.0
23854,1,30,1,1.0
23855,1,29,1,1.0
23856,1,31,1,1.0
23948,6,29,1,0.0
23949,6,37,1,1.0
23950,6,33,1,1.0
23951,6,37,1,0.0
23952,6,35,1,0.0
23970,6,36,1,1.0
23971,6,31,1,1.0
23972,0,30,1,0.0
23973,6,33,1,0.0
23974,0,17,1,0.0
23975,6,32,1,1.0
23976,6,36,1,0.0
23977,6,36,1,1.0
23978,6,36,1,0.0
23979,6,35,1,1.0
23980,6,35,1,0.0
23981,6,36,1,0.0
23982,5,24,1,0.0
23983,6,34,1,0.0
23984,6,31,1,1.0
24000,2,32,1,0.0
24001,2,25,1,0.0
24002,2,29,1,0.0
24003,2,29,1,1.0
24004,6,34,1,1.0
24036,6,36,1,0.0
24037,6,38,1,1.0
24038,6,34,1,0.0
24039,6,35,1,0.0
24040,6,37,1,0.0
24041,6,36,1,0.0
24044,4,25,1,0.0
24045,2,3,1,1.0
24046,6,37,1,0.0
24047,6,36,1,1.0
24048,6,43,1,1.0
24049,6,38,1,1.0
24050,6,37,1,0.0
24051,5,30,1,1.0
24052,3,39,1,0.0
24273,6,3,1,0.0
24274,6,37,1,0.0
24275,6,35,1,0.0
24276,6,27,1,0.0
24277,6,31,1,0.0
24278,6,37,1,0.0
24279,6,35,1,0.0
24280,6,37,1,0.0
24366,4,36,1,0.0
24367,5,15,1,0.0
24368,1,20,1,0.0
24369,5,30,1,0.0
24420,6,23,1,0.0
24421,6,42,1,0.0
24422,1,23,1,0.0
24423,0,31,1,0.0
24424,0,25,1,1.0
24425,1,28,1,1.0
24426,0,36,1,0.0
24473,3,26,1,0.0
24474,4,20,1,1.0
24505,0,20,1,0.0
24506,6,24,1,0.0
24507,4,42,1,0.0
24509,6,23,1,0.0
24510,4,41,1,0.0
24527,0,15,1,0.0
24590,6,38,1,0.0
24591,6,39,1,0.0
24592,6,39,1,1.0
24593,6,43,1,0.0
24594,6,41,1,1.0
24595,6,37,1,1.0
24596,6,11,1,0.0
24597,6,37,1,1.0
24598,6,38,1,1.0
24599,6,38,1,0.0
24600,6,22,1,0.0
24601,6,40,1,0.0
24603,2,43,1,0.0
24604,6,40,1,0.0
24620,6,33,1,0.0
24682,2,24,1,1.0
24829,2,24,1,1.0
24942,4,42,1,1.0
24986,6,36,1,0.0
24987,6,33,1,0.0
24988,6,36,1,0.0
24990,6,37,1,0.0
24991,6,36,1,0.0
24996,6,30,1,0.0
25005,6,31,1,0.0
25006,4,32,1,1.0
25007,4,17,1,1.0
25008,6,37,1,1.0
25009,6,30,1,1.0
25010,2,23,1,1.0
25011,6,37,1,0.0
25012,3,45,1,1.0
25013,3,34,1,1.0
25014,6,34,1,1.0
25015,6,34,1,0.0
25016,6,33,1,0.0
25017,6,37,1,0.0
25018,1,17,1,1.0
25019,6,36,1,0.0
25020,6,33,1,0.0
25032,2,17,1,0.0
25055,6,41,1,0.0
25056,6,37,1,1.0
25057,6,47,1,1.0
25058,6,45,1,0.0
25059,6,40,1,1.0
25060,6,42,1,0.0
25061,6,47,1,1.0
25062,6,36,1,1.0
25063,6,38,1,1.0
25064,6,35,1,0.0
25065,6,37,1,1.0
25066,6,37,1,1.0
25067,6,44,1,1.0
25068,6,43,1,1.0
25069,6,46,1,1.0
25070,6,44,1,1.0
25071,6,43,1,0.0
25072,6,40,1,1.0
25073,6,36,1,1.0
25074,6,36,1,1.0
25075,6,34,1,1.0
25076,6,42,1,1.0
25077,6,36,1,1.0
25078,6,42,1,1.0
25079,6,43,1,1.0
25080,6,43,1,1.0
25081,6,39,1,1.0
25082,6,35,1,1.0
25083,5,34,1,0.0
25084,6,42,1,1.0
25085,6,38,1,1.0
25086,6,43,1,1.0
25087,6,36,1,1.0
25088,6,46,1,0.0
25089,6,45,1,1.0
25090,6,38,1,1.0
25091,6,37,1,1.0
25092,6,42,1,1.0
25093,6,37,1,1.0
25094,6,44,1,1.0
25095,6,43,1,1.0
25096,6,39,1,1.0
25097,6,39,1,1.0
25098,6,29,1,0.0
25099,6,44,1,1.0
25100,6,37,1,1.0
25101,6,43,1,1.0
25102,6,45,1,1.0
25103,6,45,1,1.0
25104,6,40,1,1.0
25105,6,45,1,1.0
25106,6,38,1,1.0
25107,6,42,1,1.0
25108,6,42,1,1.0
25109,6,44,1,1.0
25110,6,44,1,1.0
25111,6,38,1,1.0
25112,6,44,1,1.0
25113,6,45,1,1.0
25114,6,44,1,1.0
25115,6,44,1,1.0
25116,6,46,1,1.0
25117,2,39,1,0.0
25118,2,22,1,1.0
25120,6,43,1,1.0
25121,6,44,1,1.0
25122,0,0,1,1.0
25123,6,44,1,1.0
25124,6,44,1,1.0
25125,6,46,1,0.0
25126,6,42,1,1.0
25127,6,43,1,1.0
25128,6,44,1,1.0
25129,6,39,1,1.0
25130,6,21,1,0.0
25131,6,39,1,1.0
25365,6,33,1,0.0
25366,6,32,1,0.0
25367,6,25,1,0.0
25368,6,36,1,0.0
26279,4,25,1,1.0
26280,4,24,1,1.0
26281,4,16,1,0.0
50010,6,34,1,1.0
50011,6,34,1,1.0
50012,6,36,1,1.0
50013,6,34,1,1.0
50014,2,11,1,0.0
50015,1,44,1,1.0
50016,6,37,1,1.0
50017,4,27,1,1.0
50018,6,31,1,0.0
50019,2,37,1,0.0
50120,6,33,1,0.0
50122,6,36,1,0.0
50126,6,33,1,0.0
50127,6,30,1,0.0
50128,6,36,1,1.0
50211,6,36,1,0.0
50212,6,38,1,1.0
50213,6,37,1,0.0
50214,6,37,1,0.0
50215,6,36,1,0.0
50216,6,28,1,1.0
50217,6,35,1,1.0
50218,6,37,1,1.0
50219,6,34,1,0.0
50220,6,37,1,0.0
50221,6,37,1,0.0
50222,6,33,1,0.0
50223,6,35,1,0.0
50510,6,35,1,0.0
50511,6,35,1,0.0
50512,6,37,1,0.0
50513,6,34,1,0.0
50516,6,29,1,0.0
50517,6,34,1,0.0
50518,6,35,1,0.0
50519,6,37,1,0.0
50520,6,34,1,0.0
50521,6,36,1,0.0
50522,6,36,1,0.0
50523,6,36,1,0.0
50524,6,36,1,0.0
50525,6,36,1,0.0
50624,6,37,1,0.0
50625,6,37,1,1.0
50626,6,29,1,1.0
50631,6,35,1,0.0
50632,6,36,1,0.0
50633,6,32,1,0.0
50634,6,36,1,0.0
50635,6,37,1,1.0
50636,6,35,1,0.0
50637,6,37,1,0.0
50638,6,35,1,0.0
50639,6,38,1,1.0
50640,6,38,1,0.0
50641,6,38,1,0.0
50642,6,32,1,1.0
50643,6,29,1,1.0
50644,6,36,1,0.0
50645,6,36,1,1.0
50649,6,34,1,1.0
50650,6,31,1,1.0
50651,6,32,1,1.0
50652,6,32,1,1.0
50653,6,33,1,1.0
50654,1,33,1,1.0
50655,6,32,1,1.0
50656,6,34,1,1.0
50657,6,33,1,0.0
50658,6,32,1,1.0
50659,6,34,1,1.0
50661,6,33,1,0.0
50662,6,34,1,0.0
50663,6,34,1,0.0
50664,6,36,1,0.0
50665,6,37,1,0.0
50666,6,37,1,0.0
50667,6,37,1,0.0
50668,6,37,1,0.0
50669,6,31,1,1.0
50670,6,37,1,0.0
50671,6,36,1,1.0
50672,6,34,1,1.0
50673,6,36,1,1.0
50675,6,32,1,1.0
50676,6,35,1,1.0
50677,6,37,1,1.0
50678,6,34,1,1.0
50679,6,36,1,1.0
50815,6,36,1,0.0
50816,6,37,1,0.0
50817,6,37,1,0.0
50818,6,37,1,0.0
50848,6,37,1,0.0
50849,6,34,1,0.0
50850,6,35,1,0.0
50851,1,38,1,0.0
50852,6,34,1,0.0
50910,6,36,1,0.0
50911,6,36,1,0.0
50912,6,36,1,0.0
50918,6,34,1,0.0
50919,6,35,1,0.0
50931,6,35,1,0.0
50932,6,37,1,0.0
50933,6,38,1,0.0
50934,6,34,1,1.0
50935,6,27,1,0.0
51012,6,37,1,1.0
51013,6,36,1,0.0
51014,6,37,1,0.0
51015,6,36,1,0.0
51016,6,37,1,0.0
51017,6,35,1,0.0
51018,6,35,1,0.0
51019,6,37,1,0.0
51153,6,36,1,1.0
51154,6,22,1,1.0
51155,6,16,1,1.0
51160,3,33,1,1.0
51310,6,34,1,0.0
51311,6,37,1,1.0
51312,6,37,1,1.0
51313,6,33,1,1.0
51314,6,29,1,1.0
51430,6,37,1,0.0
51431,6,36,1,0.0
51432,6,36,1,0.0
51433,6,36,1,0.0
51437,6,37,1,0.0
51438,6,38,1,0.0
51439,6,36,1,0.0
51440,6,35,1,0.0
51441,6,36,1,0.0
51442,6,34,1,0.0
51443,6,36,1,0.0
51444,6,36,1,0.0
51445,6,34,1,0.0
51446,6,36,1,0.0
51447,6,38,1,0.0
51448,6,38,1,1.0
51449,6,37,1,0.0
51613,1,20,1,0.0
51614,1,22,1,1.0
51615,1,22,1,0.0
51616,6,34,1,0.0
51617,6,37,1,0.0
51618,6,34,1,0.0
51619,6,38,1,0.0
51620,6,33,1,1.0
51631,6,34,1,0.0
51632,6,23,1,0.0
51633,6,23,1,0.0
51634,6,35,1,0.0
51635,6,37,1,0.0
51636,6,35,1,0.0
51637,6,35,1,0.0
51638,6,34,1,0.0
51640,6,35,1,0.0
51733,6,37,1,0.0
51734,6,36,1,0.0
51735,6,34,1,1.0
51736,6,35,1,0.0
51742,6,37,1,0.0
51743,6,37,1,0.0
51744,6,34,1,0.0
51745,6,38,1,1.0
51746,6,36,1,0.0
51750,6,35,1,0.0
51751,6,38,1,1.0
51752,6,36,1,0.0
51753,6,35,1,0.0
51811,5,39,1,0.0
51812,4,37,1,0.0
51813,6,33,1,0.0
51814,6,33,1,0.0
51815,6,36,1,0.0
51816,6,38,1,0.0
51817,6,34,1,0.0
51818,6,37,1,0.0
51819,1,19,1,1.0
51820,6,35,1,0.0
51821,6,33,1,0.0
51824,1,27,1,0.0
51825,1,28,1,1.0
51826,6,19,1,0.0
51827,1,27,1,0.0
51829,1,27,1,0.0
51830,1,29,1,0.0
51831,4,19,1,1.0
51832,1,29,1,1.0
51833,1,31,1,0.0
51834,6,19,1,0.0
51836,1,28,1,0.0
51837,6,18,1,0.0
51838,1,29,1,0.0
51839,1,29,1,1.0
51840,1,28,1,0.0
51841,1,29,1,1.0
51853,1,28,1,1.0
51854,1,29,1,1.0
51855,1,28,1,0.0
51856,1,27,1,0.0
51857,1,29,1,0.0
51858,6,19,1,1.0
51859,2,20,1,0.0
51860,1,27,1,0.0
51861,1,29,1,1.0
51862,1,29,1,1.0
51922,6,36,1,0.0
51923,6,36,1,0.0
51924,6,35,1,0.0
51925,6,35,1,0.0
51926,6,36,1,0.0
51927,6,35,1,0.0
51928,6,37,1,0.0
51929,6,37,1,0.0
51930,6,37,1,1.0
51931,6,37,1,0.0
51932,6,36,1,0.0
51933,6,36,1,0.0
51934,6,37,1,0.0
51935,6,35,1,0.0
51936,6,34,1,0.0
51937,6,35,1,0.0
51938,6,37,1,0.0
51950,6,34,1,0.0
52011,6,34,1,0.0
52012,6,35,1,0.0
52013,6,35,1,0.0
52014,6,35,1,0.0
52015,6,35,1,0.0
52018,6,35,1,0.0
52024,1,29,1,1.0
52025,3,18,1,0.0
52026,1,28,1,0.0
52027,1,30,1,1.0
52028,1,29,1,0.0
52029,3,19,1,0.0
52030,1,30,1,1.0
52031,1,30,1,0.0
52110,6,37,1,0.0
52111,6,35,1,0.0
52117,6,38,1,1.0
52118,6,36,1,0.0
52120,6,38,1,0.0
52121,6,36,1,0.0
52123,1,30,1,1.0
52124,1,29,1,0.0
52125,1,29,1,0.0
52126,1,28,1,0.0
52127,3,18,1,1.0
52128,3,16,1,0.0
52129,3,16,1,0.0
52130,1,30,1,0.0
52131,1,30,1,0.0
52132,6,17,1,0.0
52133,3,18,1,1.0
52134,1,30,1,0.0
52135,1,30,1,0.0
52136,2,33,1,0.0
52137,1,17,1,0.0
52143,2,17,1,0.0
52147,1,29,1,0.0
52148,3,18,1,1.0
52149,1,31,1,0.0
52150,1,30,1,1.0
52151,1,30,1,1.0
52210,6,37,1,0.0
52211,6,36,1,0.0
52212,6,36,1,0.0
52213,6,36,1,0.0
52214,6,36,1,0.0
52215,6,30,1,0.0
52216,1,21,1,0.0
52217,6,34,1,0.0
52218,6,36,1,1.0
52223,6,38,1,0.0
52224,6,37,1,0.0
52225,6,35,1,0.0
52226,6,35,1,0.0
52227,6,36,1,0.0
52228,6,35,1,0.0
52229,6,36,1,0.0
52230,6,35,1,0.0
52231,6,36,1,0.0
52232,6,34,1,0.0
52233,6,37,1,0.0
52244,6,33,1,0.0
52245,6,38,1,1.0
52246,6,37,1,0.0
52247,6,34,1,0.0
52248,6,35,1,0.0
52249,6,37,1,0.0
52311,4,46,1,0.0
52313,6,36,1,0.0
52314,6,38,1,0.0
52315,6,37,1,0.0
52316,6,36,1,0.0
52317,6,36,1,0.0
52318,6,37,1,0.0
52319,6,37,1,0.0
52320,6,37,1,0.0
53211,6,35,1,0.0
53212,6,37,1,1.0
53213,6,38,1,0.0
53214,6,38,1,0.0
53215,6,47,1,1.0
53216,6,37,1,1.0
53222,6,37,1,0.0
53223,6,35,1,0.0
53224,6,37,1,0.0
53225,6,37,1,0.0
53226,6,37,1,0.0
53227,6,37,1,1.0
53228,4,45,1,0.0
53815,6,33,1,0.0
53816,6,34,1,1.0
53817,5,43,1,0.0
53818,6,34,1,1.0
53819,6,32,1,0.0
53820,6,37,1,0.0
53827,6,37,1,0.0
53830,6,35,1,0.0
53836,6,33,1,1.0
53913,6,36,1,0.0
53914,6,35,1,0.0
53915,6,38,1,0.0
53916,1,21,1,1.0
53917,6,38,1,0.0
53918,6,37,1,0.0
53919,6,37,1,0.0
53920,6,35,1,0.0
53923,6,32,1,0.0
53924,6,33,1,1.0
53925,6,37,1,0.0
53926,6,38,1,1.0
53927,6,37,1,1.0
53928,6,37,1,1.0
53929,6,37,1,0.0
53930,6,38,1,0.0
53931,6,36,1,0.0
53932,6,33,1,1.0
53933,6,35,1,0.0
53934,6,37,1,0.0
53935,6,35,1,0.0
53936,6,38,1,1.0
53937,6,38,1,1.0
53938,6,37,1,0.0
53939,6,38,1,1.0
53940,6,37,1,0.0
53941,6,38,1,1.0
53944,6,37,1,0.0
53945,6,35,1,1.0
53946,6,35,1,0.0
53947,6,38,1,1.0
53948,6,32,1,0.0
53949,6,36,1,1.0
53950,6,36,1,0.0
54034,6,35,1,1.0
54035,6,37,1,1.0
54036,6,33,1,0.0
54037,6,34,1,1.0
54038,6,37,1,1.0
54039,6,37,1,1.0
54040,6,36,1,1.0
54041,6,34,1,0.0
54042,6,37,1,1.0
54062,6,37,1,1.0
54063,6,37,1,1.0
54064,6,37,1,1.0
54065,6,36,1,1.0
54127,6,35,1,1.0
54128,6,37,1,0.0
54129,6,35,1,0.0
54130,6,37,1,1.0
54131,6,35,1,1.0
54132,6,37,1,0.0
54133,6,37,1,1.0
54134,6,35,1,1.0
54135,6,32,1,0.0
54136,6,37,1,0.0
54137,6,37,1,0.0
54138,6,37,1,0.0
54139,6,36,1,1.0
54152,6,35,1,1.0
54226,6,28,1,0.0
54227,6,37,1,0.0
54228,6,38,1,0.0
54244,1,15,1,1.0
54245,6,35,1,0.0
54246,6,35,1,1.0
54247,6,36,1,1.0
54248,6,29,1,1.0
54249,6,24,1,1.0
54315,6,36,1,1.0
54316,6,37,1,0.0
54317,6,33,1,0.0
54318,6,36,1,0.0
54319,6,37,1,0.0
54320,6,38,1,0.0
54321,6,37,1,0.0
54322,6,33,1,0.0
54323,6,37,1,0.0
54324,6,37,1,0.0
54325,6,36,1,0.0
54326,6,37,1,0.0
54327,6,35,1,0.0
54328,6,38,1,0.0
54329,6,37,1,0.0
54330,6,36,1,0.0
54331,6,33,1,0.0
54332,6,24,1,0.0
54333,6,35,1,0.0
54334,6,37,1,0.0
54335,6,35,1,0.0
54336,6,37,1,0.0
54337,6,36,1,0.0
54415,6,37,1,0.0
54416,6,34,1,0.0
54417,6,35,1,0.0
54419,6,36,1,0.0
54420,5,1,1,1.0
54421,6,38,1,0.0
54422,6,23,1,1.0
54424,6,35,1,0.0
54425,6,35,1,0.0
54427,6,37,1,0.0
54428,6,37,1,0.0
54429,6,36,1,0.0
54430,6,36,1,0.0
54431,6,36,1,0.0
54432,4,47,1,1.0
54433,6,37,1,0.0
54434,6,36,1,0.0
54435,6,35,1,0.0
54436,6,34,1,0.0
54437,6,36,1,0.0
54438,6,36,1,0.0
54439,6,36,1,0.0
54440,6,36,1,0.0
54441,5,46,1,1.0
54453,6,37,1,0.0
54454,6,38,1,0.0
54516,6,37,1,0.0
54517,6,35,1,1.0
54518,1,25,1,1.0
54519,6,36,1,0.0
54526,6,22,1,1.0
54527,4,44,1,1.0
54528,3,37,1,1.0
54529,4,24,1,0.0
54530,6,28,1,1.0
54531,2,36,1,1.0
54532,2,24,1,1.0
54533,0,25,1,0.0
54534,0,20,1,0.0
54535,0,26,1,0.0
54536,0,27,1,0.0
54537,0,27,1,0.0
54538,0,27,1,0.0
54539,0,27,1,0.0
54540,3,15,1,1.0
54541,0,25,1,0.0
54545,3,14,1,0.0
54546,0,26,1,0.0
54547,0,25,1,0.0
54548,3,14,1,1.0
54549,0,27,1,0.0
54550,0,26,1,0.0
54551,0,27,1,0.0
54552,0,24,1,0.0
54553,0,24,1,0.0
54612,6,38,1,0.0
54613,6,35,1,0.0
54614,6,32,1,0.0
54615,6,34,1,0.0
54616,6,36,1,0.0
54617,4,39,1,1.0
54623,6,36,1,0.0
54624,6,38,1,0.0
54625,6,38,1,0.0
54626,6,37,1,0.0
54627,6,37,1,0.0
54628,6,37,1,0.0
54629,6,37,1,0.0
54630,6,37,1,0.0
54631,6,37,1,0.0
54632,6,34,1,0.0
54633,6,35,1,0.0
54634,6,35,1,0.0
55312,6,38,1,1.0
55313,6,33,1,0.0
55314,4,21,1,0.0
55315,6,37,1,0.0
55316,6,37,1,0.0
55317,6,37,1,1.0
55318,6,36,1,0.0
55319,6,37,1,1.0
55320,6,30,1,1.0
55333,6,38,1,1.0
55516,2,27,1,0.0
55520,2,27,1,0.0
55521,2,28,1,0.0
55522,2,29,1,0.0
55523,2,29,1,1.0
55524,2,24,1,0.0
56524,6,37,1,0.0
56525,6,34,1,1.0
56526,6,37,1,1.0
