KerbsideID,weekday,slot_30,total_obs,availability_rate
56527,6,35,1,1.0
56528,6,35,1,1.0
56529,6,35,1,1.0
56530,6,34,1,1.0
56531,6,31,1,0.0
56532,6,34,1,1.0
56533,6,31,1,1.0
56610,6,37,1,0.0
56611,6,36,1,1.0
56612,6,35,1,1.0
56613,6,36,1,1.0
56614,6,38,1,0.0
56616,6,13,1,0.0
56617,6,35,1,0.0
56618,6,37,1,0.0
56621,2,23,1,0.0
56622,2,23,1,0.0
56623,3,19,1,0.0
56624,3,33,1,1.0
56625,3,32,1,1.0
56710,6,37,1,0.0
56711,6,37,1,1.0
56712,6,36,1,1.0
56713,6,32,1,1.0
56714,6,17,1,1.0
56715,6,36,1,1.0
56716,6,34,1,1.0
56717,6,36,1,1.0
56718,6,34,1,1.0
56719,6,34,1,1.0
56720,6,35,1,0.0
56722,6,32,1,1.0
56723,6,35,1,1.0
56823,6,37,1,1.0
56824,6,36,1,1.0
56825,6,36,1,0.0
56826,6,36,1,0.0
56827,6,36,1,1.0
56828,6,35,1,0.0
56910,6,35,1,1.0
56911,6,35,1,1.0
56912,6,34,1,0.0
56913,6,37,1,1.0
56914,6,35,1,1.0
56915,6,36,1,0.0
56916,6,37,1,1.0
56917,6,37,1,1.0
56918,6,37,1,0.0
56920,6,30,1,0.0
56921,6,37,1,1.0
56922,6,35,1,0.0
56923,6,33,1,1.0
56924,6,37,1,1.0
56925,6,38,1,1.0
56926,6,36,1,0.0
56927,3,31,1,1.0
56928,6,37,1,1.0
56929,6,37,1,0.0
57212,6,36,1,0.0
57214,6,38,1,0.0
57215,6,28,1,1.0
57216,6,37,1,0.0
57218,6,36,1,0.0
57219,4,0,1,1.0
57220,6,32,1,0.0
57222,6,38,1,1.0
57223,6,36,1,1.0
57224,6,36,1,0.0
57225,6,36,1,0.0
57227,6,34,1,0.0
57228,6,37,1,0.0
57229,6,36,1,0.0
57230,6,36,1,0.0
57231,2,14,1,1.0
57310,6,36,1,0.0
57311,6,37,1,0.0
57312,6,36,1,0.0
57313,6,35,1,0.0
57314,6,36,1,0.0
57315,6,35,1,0.0
57316,6,37,1,0.0
57317,6,38,1,1.0
57318,6,35,1,0.0
57319,6,37,1,1.0
57327,6,34,1,1.0
57328,6,26,1,0.0
57329,6,37,1,0.0
57330,6,38,1,1.0
57640,5,46,1,1.0
57641,6,24,1,1.0
57642,5,43,1,1.0
57643,6,7,1,1.0
57644,5,47,1,1.0
57645,6,30,1,1.0
57646,3,38,1,1.0
57647,6,42,1,1.0
57648,6,39,1,1.0
57649,6,22,1,1.0
57650,6,41,1,1.0
57651,6,36,1,1.0
57719,6,38,1,1.0
57720,6,37,1,0.0
57721,6,27,1,0.0
57738,6,29,1,0.0
57739,6,37,1,1.0
57742,0,19,1,0.0
57743,6,37,1,0.0
57916,0,25,1,0.0
57917,0,25,1,0.0
57918,0,25,1,0.0
57921,6,36,1,0.0
57922,6,37,1,1.0
57923,6,37,1,1.0
57924,6,37,1,1.0
57925,6,37,1,1.0
57926,6,38,1,0.0
57927,6,37,1,0.0
57935,0,25,1,1.0
57936,0,25,1,0.0
57937,0,25,1,1.0
57938,0,24,1,0.0
57939,4,15,1,0.0
57940,0,26,1,1.0
57941,0,24,1,0.0
57942,2,35,1,1.0
57943,0,20,1,0.0
58012,6,35,1,0.0
58014,6,35,1,0.0
58113,1,22,1,1.0
58114,6,33,1,0.0
58115,6,37,1,0.0
58116,6,35,1,0.0
58117,6,38,1,0.0
58118,6,37,1,0.0
58119,6,38,1,1.0
58120,6,38,1,1.0
58210,6,34,1,0.0
58211,0,25,1,1.0
58212,6,33,1,0.0
58213,6,34,1,0.0
60026,6,37,1,0.0
60027,6,37,1,0.0
60028,6,32,1,0.0
60029,6,35,1,0.0
60131,6,37,1,0.0
60132,6,36,1,0.0
60133,6,37,1,1.0
60134,6,37,1,0.0
60135,6,37,1,0.0
60136,6,37,1,1.0
60137,6,37,1,0.0
60138,6,36,1,0.0
60139,5,27,1,1.0
60140,6,36,1,1.0
60216,6,38,1,0.0
60217,6,37,1,0.0
60218,6,37,1,0.0
60219,6,37,1,0.0
60220,6,37,1,0.0
60221,6,37,1,0.0
60222,6,36,1,1.0
60223,6,38,1,1.0
60226,6,36,1,0.0
60228,5,40,1,1.0
60229,5,45,1,1.0
60230,6,35,1,0.0
60231,6,35,1,0.0
60240,6,34,1,1.0
60241,6,37,1,1.0
60242,6,37,1,1.0
60243,6,35,1,1.0
60244,4,22,1,0.0
60245,6,36,1,1.0
60424,4,0,1,1.0
60425,6,27,1,0.0
60426,6,37,1,0.0
60427,6,37,1,0.0
60428,6,37,1,1.0
60435,6,38,1,1.0
60436,6,37,1,0.0
60437,6,35,1,1.0
60729,6,37,1,1.0
60730,6,37,1,0.0
60731,5,35,1,0.0
60732,6,37,1,0.0
60733,6,35,1,0.0
60735,6,37,1,0.0
60736,6,35,1,0.0
60737,6,32,1,0.0
60738,6,36,1,0.0
60739,6,37,1,1.0
60740,6,37,1,0.0
60820,2,27,1,0.0
60821,6,20,1,0.0
60833,6,37,1,1.0
60834,6,38,1,1.0
60836,6,37,1,0.0
60837,6,35,1,0.0
60838,6,36,1,1.0
60839,6,37,1,1.0
60840,6,36,1,0.0
60846,6,38,1,1.0
60847,3,43,1,1.0
60940,6,3,1,0.0
60941,6,33,1,0.0
60942,6,31,1,0.0
60956,6,37,1,0.0
60957,3,37,1,1.0
60958,2,30,1,1.0
61018,4,24,1,1.0
61019,4,26,1,1.0
61020,3,19,1,0.0
61021,1,28,1,1.0
61135,6,37,1,1.0
61137,6,37,1,1.0
61138,3,34,1,1.0
61139,6,37,1,0.0
61145,1,24,1,1.0
61147,1,31,1,1.0
61148,3,22,1,0.0
61150,6,31,1,0.0
61151,5,32,1,0.0
61152,6,37,1,0.0
61231,6,37,1,1.0
61241,6,35,1,1.0
61242,6,30,1,0.0
61243,6,35,1,0.0
61244,6,36,1,0.0
61245,6,37,1,0.0
61246,6,37,1,0.0
61247,6,36,1,0.0
61248,6,31,1,0.0
61249,6,37,1,0.0
61311,2,28,1,1.0
61312,6,38,1,0.0
61320,6,38,1,0.0
61322,6,32,1,0.0
61325,2,27,1,0.0
61326,2,30,1,0.0
61327,6,36,1,1.0
61328,6,36,1,1.0
61329,2,30,1,0.0
61411,6,37,1,1.0
61412,6,30,1,0.0
61413,6,35,1,0.0
61414,6,34,1,0.0
61415,6,34,1,0.0
61416,6,35,1,0.0
61420,6,36,1,1.0
61421,6,38,1,1.0
61428,5,21,1,1.0
61513,6,37,1,1.0
61514,6,37,1,0.0
61515,6,35,1,0.0
61518,6,32,1,1.0
61519,6,33,1,0.0
61520,6,37,1,0.0
61521,6,37,1,0.0
61522,6,37,1,1.0
61523,6,37,1,1.0
61528,1,6,1,0.0
61531,6,35,1,1.0
61532,6,37,1,1.0
61533,6,34,1,1.0
61534,6,32,1,1.0
61535,6,35,1,1.0
61536,6,37,1,1.0
61545,6,37,1,1.0
61546,6,37,1,1.0
61547,6,37,1,0.0
61613,6,34,1,1.0
61614,6,33,1,1.0
61615,6,38,1,0.0
61616,6,32,1,1.0
61617,6,36,1,1.0
61618,6,36,1,1.0
61619,6,27,1,1.0
61625,6,36,1,1.0
61626,5,21,1,1.0
61634,6,36,1,1.0
61635,6,34,1,0.0
61640,6,35,1,0.0
61641,6,37,1,0.0
61642,6,37,1,0.0
61643,6,37,1,0.0
61644,6,36,1,0.0
61647,6,37,1,0.0
61648,6,37,1,0.0
61649,6,36,1,0.0
61652,6,37,1,0.0
61653,6,37,1,0.0
61654,6,37,1,1.0
61710,6,34,1,0.0
61711,6,35,1,0.0
61712,6,37,1,0.0
61713,6,36,1,0.0
61714,6,37,1,0.0
61715,6,38,1,1.0
61716,6,37,1,0.0
61717,6,36,1,0.0
61718,6,38,1,0.0
61719,6,35,1,0.0
61720,6,37,1,0.0
61736,6,37,1,1.0
61737,6,33,1,0.0
61738,6,37,1,0.0
61739,6,37,1,1.0
61740,6,36,1,0.0
61741,6,37,1,1.0
61742,6,37,1,1.0
61743,6,36,1,1.0
61822,6,36,1,0.0
61823,6,34,1,0.0
61829,6,37,1,0.0
61830,4,43,1,1.0
61831,6,34,1,0.0
61835,2,18,1,0.0
61843,6,37,1,0.0
61844,6,36,1,0.0
61845,6,33,1,0.0
61847,6,28,1,0.0
61848,6,35,1,0.0
61910,6,34,1,1.0
61911,6,36,1,1.0
61912,6,35,1,0.0
61913,6,36,1,0.0
61914,6,37,1,0.0
61915,6,36,1,0.0
61916,6,36,1,0.0
61917,6,35,1,0.0
61920,6,37,1,0.0
61921,6,35,1,0.0
61922,6,37,1,0.0
61923,6,37,1,0.0
61924,6,37,1,0.0
61925,6,34,1,0.0
61928,6,38,1,0.0
61929,6,38,1,0.0
61930,6,37,1,0.0
61931,6,37,1,0.0
61932,6,37,1,0.0
61933,5,43,1,0.0
61934,6,35,1,0.0
61940,6,35,1,0.0
61941,6,34,1,0.0
61942,4,32,1,0.0
61943,6,37,1,0.0
61944,6,35,1,0.0
61945,6,36,1,0.0
61946,6,34,1,0.0
61947,6,37,1,0.0
61948,6,34,1,0.0
61949,6,35,1,0.0
61950,6,35,1,0.0
61951,6,35,1,0.0
61952,6,34,1,0.0
61953,6,37,1,0.0
62020,6,37,1,1.0
62021,6,38,1,0.0
62027,6,36,1,0.0
62028,6,37,1,0.0
62029,6,38,1,1.0
62030,6,35,1,0.0
62031,6,37,1,0.0
62032,6,37,1,0.0
62051,3,19,1,0.0
62052,3,22,1,1.0
62053,3,19,1,0.0
62058,6,38,1,1.0
62059,6,37,1,0.0
62060,6,37,1,0.0
62062,6,38,1,0.0
62063,6,34,1,0.0
62064,6,35,1,0.0
62065,6,35,1,0.0
62066,6,37,1,1.0
62210,6,27,1,1.0
62211,6,35,1,1.0
62212,6,35,1,0.0
62213,6,35,1,0.0
62214,6,37,1,0.0
62215,6,36,1,0.0
62216,6,37,1,1.0
62217,6,36,1,1.0
62218,6,36,1,1.0
62219,6,36,1,1.0
62220,6,36,1,1.0
62234,6,26,1,1.0
62235,6,31,1,1.0
62236,6,35,1,1.0
62237,6,32,1,1.0
62238,6,37,1,0.0
62239,1,46,1,0.0
62240,6,35,1,0.0
62241,6,36,1,1.0
62242,6,36,1,1.0
62243,6,36,1,1.0
62244,4,23,1,0.0
62245,0,44,1,1.0
62246,0,45,1,1.0
62310,6,37,1,0.0
62311,3,34,1,1.0
62314,2,18,1,1.0
62315,6,35,1,0.0
62316,6,37,1,0.0
62317,6,35,1,1.0
62318,6,31,1,0.0
62319,6,38,1,1.0
62321,6,37,1,1.0
62323,6,36,1,1.0
62324,6,37,1,1.0
62325,6,34,1,0.0
62326,6,37,1,1.0
62327,6,38,1,1.0
62328,6,36,1,1.0
62329,6,36,1,1.0
62330,6,32,1,1.0
62331,6,36,1,1.0
62332,6,36,1,0.0
62333,6,37,1,1.0
62336,6,36,1,0.0
62337,6,35,1,0.0
62338,6,37,1,1.0
62339,6,34,1,0.0
62340,6,35,1,0.0
62341,6,38,1,0.0
62342,6,38,1,1.0
62343,6,38,1,1.0
62349,6,37,1,1.0
62350,6,38,1,0.0
62410,6,30,1,0.0
62411,6,36,1,1.0
62412,6,38,1,0.0
62415,1,40,1,1.0
62416,6,35,1,1.0
62417,6,35,1,1.0
62418,6,37,1,1.0
62433,6,37,1,0.0
62434,6,38,1,1.0
62642,6,35,1,0.0
62643,6,30,1,0.0
62644,6,32,1,0.0
62645,6,37,1,0.0
62646,6,37,1,0.0
62654,6,37,1,1.0
62655,6,25,1,0.0
62657,6,36,1,0.0
62658,6,36,1,0.0
62661,6,37,1,0.0
62662,6,33,1,0.0
62663,6,38,1,0.0
62710,1,22,1,1.0
62711,6,35,1,0.0
62712,6,36,1,0.0
62713,4,19,1,0.0
62734,6,35,1,0.0
62735,6,37,1,0.0
62756,6,36,1,0.0
62757,6,35,1,0.0
62758,6,35,1,0.0
62759,6,35,1,0.0
62867,6,36,1,0.0
62868,6,34,1,0.0
62869,6,37,1,0.0
62872,6,37,1,0.0
62873,6,37,1,0.0
62874,6,35,1,0.0
62875,6,36,1,0.0
62884,6,37,1,0.0
62885,6,35,1,0.0
62888,6,37,1,1.0
63011,6,36,1,1.0
63013,6,37,1,1.0
63014,6,34,1,0.0
63015,6,38,1,0.0
63016,6,35,1,0.0
63062,6,36,1,0.0
63063,6,34,1,0.0
63064,6,36,1,0.0
63066,6,36,1,0.0
63067,6,35,1,0.0
63072,6,34,1,0.0
63073,6,36,1,0.0
63074,6,36,1,0.0
63075,6,37,1,1.0
63076,6,36,1,0.0
63077,1,30,1,0.0
63119,6,35,1,1.0
63124,6,38,1,1.0
63125,6,37,1,0.0
63126,6,33,1,0.0
63130,6,37,1,1.0
63132,6,34,1,0.0
63133,6,37,1,0.0
63140,6,37,1,1.0
63141,6,35,1,1.0
63142,6,36,1,1.0
63143,6,37,1,0.0
63145,6,33,1,1.0
63146,6,35,1,1.0
63147,1,38,1,1.0
63148,6,34,1,0.0
63151,6,28,1,0.0
63152,6,33,1,0.0
63211,6,35,1,1.0
63212,6,37,1,1.0
63213,6,34,1,1.0
63214,6,36,1,1.0
63215,6,34,1,1.0
63216,6,33,1,1.0
63217,6,35,1,1.0
63221,6,27,1,1.0
63224,6,37,1,1.0
63225,6,37,1,0.0
63226,6,35,1,0.0
63233,6,36,1,1.0
63234,2,35,1,0.0
63235,2,35,1,1.0
63237,6,37,1,0.0
63238,6,38,1,0.0
63239,6,37,1,0.0
63240,6,37,1,0.0
63241,6,37,1,1.0
63242,6,35,1,0.0
63245,6,37,1,0.0
63246,6,36,1,0.0
63310,6,36,1,1.0
63311,6,34,1,1.0
63312,6,34,1,0.0
63315,6,35,1,1.0
63316,6,36,1,1.0
63324,3,18,1,0.0
63325,3,14,1,0.0
63328,3,20,1,0.0
63329,4,7,1,1.0
63330,6,38,1,1.0
63334,3,20,1,0.0
63335,3,20,1,0.0
63336,3,20,1,0.0
63337,4,3,1,1.0
63338,3,19,1,0.0
63339,6,35,1,0.0
63340,6,35,1,1.0
63341,3,28,1,1.0
63342,4,4,1,1.0
63343,4,5,1,1.0
63344,3,17,1,0.0
63345,3,19,1,0.0
63346,3,20,1,1.0
63347,3,18,1,0.0
63348,3,20,1,0.0
63349,3,19,1,0.0
63350,3,13,1,0.0
63353,4,3,1,1.0
63359,4,5,1,1.0
63360,3,19,1,0.0
63361,6,38,1,1.0
63362,6,37,1,1.0
63417,6,34,1,0.0
63418,6,35,1,0.0
63422,6,37,1,1.0
63423,6,15,1,1.0
63424,6,35,1,0.0
63431,6,35,1,0.0
63432,6,36,1,0.0
63442,6,35,1,0.0
63443,6,35,1,0.0
63444,6,38,1,1.0
63445,6,36,1,0.0
63446,6,34,1,0.0
63447,6,35,1,0.0
63448,6,36,1,0.0
63449,6,38,1,1.0
63510,6,35,1,0.0
63511,1,31,1,0.0
63512,6,30,1,0.0
63513,6,35,1,0.0
63514,6,10,1,0.0
63515,6,36,1,0.0
63516,6,36,1,0.0
63517,6,36,1,0.0
63530,6,33,1,0.0
63531,6,34,1,0.0
63532,6,35,1,0.0
63533,6,36,1,0.0
63539,6,35,1,0.0
63540,6,36,1,1.0
63541,6,38,1,1.0
63542,6,12,1,0.0
63543,6,37,1,0.0
63544,6,35,1,0.0
63545,6,37,1,1.0
63546,6,35,1,0.0
63547,6,37,1,0.0
63548,6,37,1,0.0
63553,6,37,1,1.0
63554,6,37,1,0.0
63610,6,37,1,1.0
63613,5,43,1,0.0
63618,6,37,1,1.0
63619,6,38,1,0.0
63620,5,40,1,0.0
63621,6,9,1,0.0
63622,6,37,1,0.0
63623,6,35,1,0.0
63624,6,7,1,0.0
63625,4,35,1,0.0
63626,6,37,1,1.0
63627,6,38,1,0.0
63634,1,27,1,1.0
63635,1,24,1,1.0
63636,2,35,1,1.0
63637,1,22,1,1.0
63638,1,28,1,0.0
63639,0,31,1,1.0
63641,3,27,1,1.0
63923,6,37,1,0.0
63924,6,37,1,1.0
63954,6,35,1,0.0
63961,6,32,1,0.0
63962,6,37,1,1.0
63963,6,35,1,1.0
63964,1,28,1,1.0
63965,5,38,1,0.0
64010,6,37,1,0.0
64011,6,36,1,1.0
64012,6,37,1,0.0
64013,6,37,1,0.0
64014,6,37,1,1.0
64015,6,38,1,0.0
64025,6,36,1,1.0
64026,6,36,1,1.0
64041,6,38,1,0.0
64045,6,36,1,1.0
64046,6,35,1,1.0
64047,6,35,1,1.0
64048,6,35,1,1.0
64049,6,35,1,1.0
64050,6,37,1,0.0
64110,6,34,1,0.0
64111,1,21,1,0.0
64112,6,37,1,0.0
64113,6,36,1,0.0
64114,6,27,1,1.0
64134,6,37,1,1.0
64135,6,38,1,1.0
64137,6,38,1,1.0
64138,3,4,1,1.0
64142,1,19,1,0.0
64214,6,34,1,0.0
64215,6,33,1,0.0
64224,6,30,1,0.0
64225,6,32,1,0.0
64226,6,37,1,0.0
64232,6,30,1,1.0
64233,6,35,1,0.0
64234,6,30,1,1.0
64235,1,41,1,1.0
64236,6,31,1,1.0
64237,6,30,1,1.0
64247,6,33,1,0.0
64248,6,7,1,1.0
64249,6,34,1,0.0
64266,6,35,1,0.0
64267,6,34,1,1.0
64268,6,31,1,1.0
64269,6,27,1,1.0
64270,6,29,1,0.0
64344,2,28,1,0.0
64345,2,22,1,1.0
64376,4,36,1,1.0
64377,2,22,1,1.0
64448,6,35,1,0.0
64457,6,37,1,0.0
64458,6,36,1,0.0
64459,6,35,1,0.0
64460,6,36,1,0.0
64461,6,37,1,0.0
64462,6,36,1,0.0
64463,6,35,1,0.0
64464,6,37,1,0.0
64465,6,37,1,0.0
64558,6,30,1,0.0
64559,6,37,1,0.0
64561,6,37,1,0.0
64562,6,37,1,0.0
64563,6,36,1,0.0
64564,6,36,1,0.0
64565,6,38,1,1.0
64567,6,38,1,0.0
64568,6,37,1,0.0
64569,6,36,1,0.0
64570,6,35,1,1.0
64571,6,37,1,0.0
64572,6,37,1,0.0
64731,6,36,1,0.0
64732,6,36,1,0.0
64733,6,37,1,0.0
64738,6,37,1,1.0
65015,6,34,1,0.0
65016,6,36,1,0.0
65017,6,37,1,0.0
65018,6,36,1,0.0
65019,6,36,1,0.0
65021,6,37,1,1.0
65022,6,36,1,1.0
65023,6,36,1,0.0
65024,6,37,1,0.0
65025,6,35,1,0.0
65026,6,33,1,0.0
65027,6,34,1,0.0
65036,6,37,1,0.0
65037,6,37,1,0.0
65038,6,35,1,0.0
65039,6,37,1,0.0
65040,6,37,1,0.0
65041,6,37,1,0.0
65042,6,35,1,0.0
65043,6,37,1,0.0
65044,6,37,1,1.0
65045,6,36,1,0.0
65046,6,33,1,0.0
65047,6,37,1,0.0
65048,6,35,1,0.0
65049,6,35,1,1.0
65050,6,37,1,0.0
65051,6,38,1,0.0
65052,6,35,1,0.0
65056,6,38,1,1.0
65057,6,36,1,0.0
65058,6,37,1,0.0
65059,6,36,1,0.0
65060,6,35,1,0.0
65061,6,22,1,0.0
65062,6,35,1,0.0
65063,6,35,1,0.0
65064,6,35,1,0.0
65065,6,36,1,0.0
65066,6,35,1,1.0
65067,6,32,1,0.0
65068,6,34,1,0.0
65069,6,36,1,0.0
65070,6,37,1,0.0
65071,6,37,1,0.0
65072,6,35,1,0.0
65073,6,34,1,0.0
65074,6,37,1,1.0
65075,6,36,1,0.0
65086,6,37,1,1.0
65087,6,35,1,0.0
65091,6,37,1,0.0
65092,6,37,1,1.0
65093,6,38,1,0.0
65097,6,37,1,0.0
65098,6,36,1,0.0
65128,6,37,1,0.0
65129,6,37,1,0.0
65130,6,36,1,0.0
65131,6,37,1,0.0
65132,6,35,1,0.0
65133,6,37,1,0.0
65134,6,37,1,0.0
65135,6,38,1,0.0
65136,6,37,1,0.0
65137,6,36,1,0.0
65138,6,37,1,1.0
65139,6,36,1,0.0
65140,6,36,1,0.0
65141,6,35,1,0.0
65142,6,37,1,0.0
65143,6,37,1,0.0
65144,6,37,1,0.0
65145,6,36,1,0.0
65146,6,35,1,0.0
65147,6,37,1,0.0
65148,6,36,1,0.0
65155,6,35,1,0.0
65156,6,37,1,0.0
65157,5,19,1,0.0
65158,6,34,1,0.0
65159,6,36,1,0.0
65160,6,37,1,1.0
65161,6,37,1,0.0
65162,6,34,1,0.0
65163,6,37,1,0.0
65166,6,36,1,0.0
65167,6,37,1,0.0
65168,5,47,1,0.0
65182,6,37,1,0.0
65183,6,36,1,0.0
65184,6,30,1,0.0
65185,6,35,1,0.0
65190,6,38,1,0.0
65191,3,27,1,0.0
65192,6,37,1,0.0
65193,6,35,1,0.0
65194,6,35,1,0.0
65195,6,37,1,0.0
65196,6,37,1,0.0
65197,6,34,1,0.0
65198,6,30,1,1.0
65199,6,37,1,0.0
65210,6,34,1,0.0
65211,6,37,1,0.0
65212,6,37,1,0.0
65213,6,37,1,0.0
65219,6,31,1,0.0
65220,6,36,1,0.0
65227,6,36,1,0.0
65228,6,38,1,1.0
65229,6,36,1,0.0
65230,6,37,1,1.0
65241,6,35,1,0.0
65242,6,36,1,0.0
65243,6,36,1,0.0
65244,6,37,1,0.0
65245,6,37,1,0.0
65246,6,37,1,0.0
65247,6,37,1,0.0
65248,6,36,1,0.0
65311,6,38,1,1.0
65325,6,36,1,0.0
65326,6,36,1,0.0
65327,6,36,1,0.0
65328,6,37,1,0.0
65329,6,33,1,0.0
65330,6,33,1,0.0
65331,6,35,1,0.0
65333,6,37,1,0.0
65334,6,37,1,0.0
65343,0,25,1,0.0
65344,0,25,1,0.0
65356,0,21,1,0.0
65357,0,25,1,0.0
65358,0,24,1,0.0
65359,0,25,1,1.0
65360,0,26,1,1.0
65361,0,26,1,0.0
65362,0,26,1,1.0
65363,0,23,1,0.0
65440,6,37,1,0.0
65442,6,38,1,0.0
65444,6,35,1,0.0
65445,6,36,1,0.0
65446,6,37,1,0.0
65447,6,37,1,0.0
65454,6,35,1,0.0
65455,6,37,1,0.0
65457,6,37,1,0.0
65458,6,37,1,0.0
65459,6,38,1,0.0
65460,6,37,1,0.0
65461,6,39,1,0.0
65462,6,35,1,0.0
65463,6,37,1,0.0
65464,6,37,1,0.0
65465,6,38,1,0.0
65466,6,35,1,0.0
65467,6,32,1,0.0
65468,6,35,1,0.0
65469,6,30,1,0.0
65470,6,34,1,0.0
65474,6,38,1,1.0
65475,6,35,1,0.0
65476,6,38,1,1.0
65477,6,37,1,0.0
65478,6,35,1,0.0
65479,6,36,1,0.0
65481,6,36,1,0.0
65482,6,37,1,0.0
65483,6,35,1,0.0
65487,6,36,1,0.0
65488,6,36,1,0.0
65489,6,38,1,0.0
65490,6,37,1,0.0
65491,6,38,1,1.0
65492,6,35,1,0.0
65510,0,38,1,1.0
65511,0,38,1,1.0
65512,0,38,1,0.0
65513,0,34,1,1.0
65514,0,31,1,1.0
65515,0,35,1,1.0
65517,0,38,1,1.0
65518,0,36,1,1.0
65519,0,37,1,1.0
65520,0,29,1,0.0
65521,0,28,1,1.0
65522,0,33,1,1.0
65523,0,27,1,1.0
65524,0,28,1,1.0
65527,0,37,1,1.0
65528,0,37,1,0.0
65529,0,35,1,0.0
65530,0,34,1,1.0
65531,0,35,1,0.0
65532,0,38,1,0.0
65533,0,38,1,0.0
65534,0,34,1,0.0
65535,0,37,1,0.0
65536,0,38,1,0.0
65537,0,37,1,1.0
65538,0,36,1,0.0
65539,0,36,1,0.0
65540,0,34,1,1.0
65541,0,36,1,0.0
65542,0,39,1,0.0
65543,0,36,1,0.0
65544,0,34,1,1.0
65545,0,38,1,1.0
65546,0,35,1,1.0
65547,0,38,1,0.0
65548,0,37,1,1.0
65549,0,37,1,0.0
65550,0,33,1,1.0
65551,0,31,1,0.0
65552,0,36,1,1.0
65553,0,36,1,1.0
65556,0,34,1,1.0
65557,0,31,1,1.0
65558,0,33,1,1.0
65559,0,32,1,1.0
65560,0,37,1,1.0
65561,0,32,1,1.0
65562,0,33,1,1.0
65563,1,23,1,1.0
65564,0,35,1,1.0
65565,3,23,1,1.0
65566,0,32,1,1.0
65567,0,35,1,1.0
65568,0,32,1,1.0
65569,0,35,1,1.0
65570,0,35,1,1.0
65571,0,33,1,1.0
65572,0,32,1,1.0
65573,0,33,1,1.0
65574,0,37,1,0.0
65575,0,32,1,1.0
65576,0,37,1,0.0
65612,0,32,1,1.0
65613,0,36,1,0.0
65614,0,37,1,0.0
65615,0,38,1,1.0
65616,0,31,1,1.0
65617,0,37,1,0.0
65618,0,37,1,0.0
65619,0,38,1,0.0
65621,0,39,1,1.0
65624,0,39,1,1.0
65625,0,36,1,1.0
65640,0,36,1,0.0
65641,0,37,1,0.0
65642,0,36,1,0.0
65643,0,38,1,1.0
65644,0,36,1,0.0
65645,0,39,1,1.0
65646,0,36,1,0.0
65647,0,38,1,0.0
65648,0,38,1,1.0
65649,0,33,1,1.0
65650,0,37,1,0.0
65651,0,38,1,0.0
65652,0,36,1,0.0
65653,0,39,1,1.0
65654,0,34,1,0.0
65655,0,25,1,0.0
65656,0,32,1,0.0
65657,0,38,1,0.0
65658,0,36,1,0.0
65659,0,39,1,0.0
65660,0,38,1,0.0
65661,0,39,1,0.0
65662,0,38,1,1.0
65663,0,39,1,1.0
65664,0,22,1,0.0
65665,0,34,1,0.0
65666,0,20,1,0.0
65667,0,34,1,0.0
65668,0,36,1,0.0
65669,0,38,1,0.0
65670,5,23,1,1.0
65671,0,35,1,0.0
65672,0,30,1,0.0
65673,0,36,1,0.0
65810,6,36,1,1.0
65811,5,39,1,1.0
65812,6,28,1,1.0
65813,6,28,1,1.0
65816,6,36,1,1.0
65817,6,35,1,1.0
65818,6,35,1,1.0
65822,6,36,1,1.0
65823,6,34,1,1.0
65833,6,37,1,0.0
65834,6,37,1,0.0
65835,6,32,1,1.0
65836,6,37,1,0.0
65837,6,37,1,1.0
65838,6,37,1,0.0
65839,6,36,1,0.0
65846,6,28,1,1.0
65848,6,30,1,1.0
65849,6,30,1,1.0
65850,6,37,1,0.0
65851,6,30,1,1.0
65852,6,29,1,1.0
65853,6,29,1,1.0
65855,6,28,1,1.0
65856,6,37,1,0.0
65861,6,38,1,1.0
65862,6,33,1,0.0
65863,6,36,1,0.0
65864,6,36,1,0.0
65865,6,37,1,0.0
65866,6,38,1,0.0
65867,6,37,1,0.0
65868,6,36,1,0.0
65951,6,35,1,0.0
65952,1,45,1,1.0
65953,6,37,1,0.0
65955,6,34,1,0.0
65956,6,34,1,0.0
66010,2,18,1,0.0
66011,4,33,1,1.0
66012,2,18,1,0.0
66013,2,18,1,0.0
66014,2,18,1,0.0
66015,2,18,1,0.0
66016,2,18,1,0.0
66017,2,18,1,0.0
66018,2,18,1,1.0
66019,2,18,1,0.0
66021,2,18,1,0.0
66022,2,17,1,0.0
66023,2,18,1,1.0
66024,2,19,1,0.0
66025,4,29,1,0.0
66026,2,17,1,1.0
66032,2,17,1,1.0
66033,4,32,1,1.0
66034,4,33,1,1.0
66035,4,33,1,1.0
66056,4,29,1,0.0
66057,4,29,1,0.0
66061,2,18,1,1.0
66062,4,30,1,0.0
66063,2,17,1,1.0
66064,4,16,1,0.0
66065,2,17,1,0.0
66066,4,31,1,1.0
66067,2,17,1,0.0
66068,4,32,1,0.0
66073,4,33,1,1.0
66074,2,17,1,0.0
66075,4,29,1,0.0
66076,2,19,1,0.0
66221,4,31,1,1.0
66222,4,30,1,1.0
66235,4,29,1,0.0
66236,4,30,1,1.0
66237,4,27,1,0.0
66238,4,33,1,0.0
66327,6,37,1,0.0
66328,6,37,1,0.0
66329,6,29,1,0.0
66330,6,37,1,0.0
66331,6,36,1,0.0
66332,6,38,1,1.0
66333,6,36,1,0.0
66334,6,37,1,0.0
66344,6,36,1,0.0
66416,6,38,1,0.0
66417,6,35,1,0.0
66418,6,35,1,0.0
