KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.7875709,144.9628722,Princes Park Drive between Cemetery Road West and MacPherson Street,
,-37.7877741,144.9628372,Princes Park Drive between Cemetery Road West and MacPherson Street,
,-37.7879805,144.9627947,Princes Park Drive between Cemetery Road West and MacPherson Street,
,-37.7890142,144.9621929,Princes Park Drive between Cemetery Road West and MacPherson Street,
,-37.7889693,144.9622283,Princes Park Drive between Cemetery Road West and MacPherson Street,
,-37.7988333,144.9665419,Dorrit Street between Grattan Street and Faraday Street,
,-37.7987733,144.9665522,Dorrit Street between Grattan Street and Faraday Street,
26216,-37.8035983,144.9635217,Swanston Street between Queensberry Street and Lincoln Square South,7025.0
26219,-37.8034247,144.9635511,Swanston Street between Queensberry Street and Lincoln Square South,7084.0
66449,-37.8131568,144.955451,Little Lonsdale Street between William Street and King Street,7547.0
17454,-37.8106704,144.9760116,Cathedral Place between Lansdowne Street and Gisborne Street,7247.0
,-37.8109838,144.9771843,Cathedral Place between Lansdowne Street and Gisborne Street,7247.0
,-37.8126963,144.9707811,Exhibition Street between Little Collins Street and Bourke Street,7413.0
,-37.7786888,144.9621319,Bowen Crescent between Garton Street and Park Street,
,-37.7787739,144.9622199,Bowen Crescent between Garton Street and Park Street,
,-37.7803465,144.9627402,Bowen Crescent between Garton Street and Park Street,
,-37.7819224,144.9632041,Bowen Crescent between Garton Street and Park Street,
,-37.7815045,144.9628901,Bowen Crescent between Garton Street and Park Street,
,-37.782044,144.9633404,Bowen Crescent between Garton Street and Park Street,
,-37.7816993,144.9630101,Bowen Crescent between Garton Street and Park Street,
,-37.7822554,144.9636516,Bowen Crescent between Garton Street and Park Street,
23021,-37.81122,144.9779741,Lansdowne Street between St Andrews Place and Cathedral Place,7259.0
23016,-37.8112743,144.9779649,Lansdowne Street between St Andrews Place and Cathedral Place,7259.0
,-37.8120154,144.9780764,Lansdowne Street between St Andrews Place and Cathedral Place,7278.0
22870,-37.8105755,144.9783176,Lansdowne Street between Cathedral Place and Albert Street,7258.0
18144,-37.8113467,144.988598,Simpson Street between Grey Street and Albert Street,7271.0
,-37.8241119,144.9772421,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8250063,144.9780169,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8251186,144.9781093,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8249782,144.9779935,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8251241,144.9779565,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8249431,144.9778069,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8247173,144.9776201,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8265764,144.9795547,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8262975,144.97901,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8270982,144.9804369,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8263126,144.9792059,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8275152,144.9813209,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8263773,144.9791036,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8271629,144.9805593,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8261407,144.9790097,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8260049,144.9787016,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.826529,144.9794887,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8272047,144.9806395,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.825741,144.9786229,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8264933,144.9792489,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8265983,144.979588,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8273802,144.981004,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8261744,144.9788745,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8264338,144.9793595,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8266666,144.9796923,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8280498,144.9829094,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8279114,144.9827428,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8280627,144.983566,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8279334,144.9823129,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.8290168,144.986323,Alexandra Avenue between Anderson Street and Walsh Street,
,-37.8291373,144.9864599,Alexandra Avenue between Anderson Street and Walsh Street,
,-37.8083416,144.9601214,Franklin Street between Elizabeth Street and Queen Street,
,-37.7829469,144.9079539,Leonard Crescent between Langs Road and Fisher Parade,
65519,-37.8132671,144.9584982,Lonsdale Street between Queen Street and William Street,7768.0
,-37.8132933,144.9590857,Lonsdale Street between Queen Street and William Street,7566.0
52151,-37.8111621,144.9672331,Russell Street between Little Bourke Street and Lonsdale Street,7633.0
,-37.8087576,144.9583431,Franklin Street between Elizabeth Street and Queen Street,
,-37.8086794,144.9586097,Franklin Street between Elizabeth Street and Queen Street,
67330,-37.8122178,144.9545066,La Trobe Street between William Street and King Street,7498.0
,-37.8119636,144.9770406,St Andrews Place between Lansdowne Street and MacArthur Street,7278.0
,-37.8181719,144.9575335,Collins Street between William Street and King Street,7362.0
61913,-37.814864,144.968372,Collins Street between Russell Street and Swanston Street,7359.0
67636,-37.8075675,144.9667498,MacKenzie Street between Victoria Street and Russell Street,7076.0
53222,-37.8129691,144.9624805,Elizabeth Street between Little Bourke Street and Lonsdale Street,7389.0
56624,-37.8197708,144.957172,King Street between Flinders Street and Flinders Lane,7480.0
56616,-37.8196439,144.9573618,King Street between Flinders Street and Flinders Lane,7479.0
57231,-37.8136651,144.9543607,King Street between Lonsdale Street and Little Lonsdale Street,7621.0
,-37.8143611,144.9700881,Collins Street between Exhibition Street and Russell Street,7358.0
30430,-37.8025803,144.9645018,Pelham Street between Cardigan Street and Swanston Street,
64835,-37.8148834,144.95717,Little Bourke Street between William Street and King Street,7571.0
,-37.8111753,144.9495711,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.811122,144.9497584,Batman Street between Adderley Street and Spencer Street,7930.0
23854,-37.8117762,144.9522759,Jeffcott Street between Spencer Street and King Street,7938.0
23866,-37.812021,144.9514101,Jeffcott Street between Spencer Street and King Street,7936.0
35614,-37.803382,144.965976,Argyle Place South between Lygon Street and Cardigan Street,7089.0
35617,-37.8033607,144.965782,Argyle Place South between Lygon Street and Cardigan Street,7089.0
35618,-37.8033534,144.965715,Argyle Place South between Lygon Street and Cardigan Street,7089.0
35648,-37.8034169,144.9653924,Argyle Place South between Lygon Street and Cardigan Street,7089.0
,-37.8035398,144.9656985,Argyle Place South between Lygon Street and Cardigan Street,7089.0
30893,-37.804804,144.9600865,Leicester Street between Berkeley Street and Queensberry Street,7010.0
,-37.8018869,144.9581742,Pelham Street between Berkeley Street and Elizabeth Street,7392.0
,-37.8019525,144.9587895,Pelham Street between Berkeley Street and Barry Street,7392.0
,-37.8019679,144.9589351,Pelham Street between Berkeley Street and Barry Street,7392.0
,-37.7983845,144.9706582,MacArthur Place South between Canning Street and Rathdowne Street,
,-37.7985295,144.9720027,MacArthur Place South between Canning Street and Rathdowne Street,
,-37.7985514,144.9722052,MacArthur Place South between Canning Street and Rathdowne Street,
,-37.7986829,144.9724073,MacArthur Place South between Canning Street and Rathdowne Street,
,-37.8042001,144.9495206,Errol Street between Victoria Street and Queensberry Street,7725.0
,-37.810495,144.9470887,Rosslyn Street between Railway Place and Adderley Street,7930.0
,-37.7989971,144.9673242,Lygon Street between Grattan Street and Faraday Street,
34913,-37.8002614,144.967107,Lygon Street between Grattan Street and Faraday Street,
,-37.8013831,144.9623146,Bouverie Street between Lincoln Square North and Grattan Street,7014.0
,-37.8035706,144.9543867,Queensberry Street between Capel Street and Howard Street,7712.0
,-37.8035668,144.9543525,Queensberry Street between Capel Street and Howard Street,7712.0
,-37.8058385,144.9548911,Victoria Street between Capel Street and Howard Street,7752.0
,-37.8055786,144.9542316,Victoria Street between Capel Street and Howard Street,7752.0
10726,-37.8045483,144.950987,Leveson Street between Victoria Street and Queensberry Street,7739.0
,-37.8037134,144.9510154,Leveson Street between Victoria Street and Queensberry Street,7740.0
,-37.8048005,144.9508239,Leveson Street between Victoria Street and Queensberry Street,7739.0
,-37.8048235,144.9508197,Leveson Street between Victoria Street and Queensberry Street,7739.0
10875,-37.8061845,144.9549806,Capel Street between William Street and Victoria Street,7922.0
11122,-37.8060369,144.9521119,Chetwynd Street between Stanley Street and Victoria Street,7924.0
,-37.8064283,144.9539861,William Street between Rosslyn Street and Victoria Street,7993.0
11248,-37.8073018,144.9545107,William Street between Capel Street and Rosslyn Street,7993.0
11270,-37.806074,144.9539505,William Street between Rosslyn Street and Victoria Street,7993.0
,-37.8073451,144.9531183,Rosslyn Street between Howard Street and King Street,7988.0
,-37.8070398,144.9537666,Rosslyn Street between William Street and Howard Street,7988.0
,-37.8043215,144.9555424,Capel Street between Victoria Street and Queensberry Street,7712.0
,-37.8080973,144.9492913,Stanley Street between King Street and Spencer Street,
,-37.808035,144.9493934,Stanley Street between King Street and Spencer Street,
22815,-37.8056219,144.9614551,Bouverie Street between Victoria Street and Queensberry Street,7025.0
,-37.8010529,144.9553759,Blackwood Street between Flemington Road and Courtney Street,7708.0
,-37.7993406,144.9511625,Harcourt Street between Courtney Street and Flemington Road,7720.0
,-37.7961615,144.9516439,Gatehouse Street between Flemington Road and Story Street,
,-37.8014391,144.9514195,Leveson Street between Queensberry Street and Arden Street,7748.0
,-37.7961235,144.950967,Flemington Road between Gatehouse Street and Abbotsford Street,
,-37.790922,144.9444439,Flemington Road between Melrose Street and Dryburgh Street,
68810,-37.8085451,144.9544965,Dudley Street between William Street and Milton Street,7986.0
,-37.8245319,144.9657509,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8295209,144.9690604,Wells Street between Coventry Street and Dorcas Street,
78813,-37.8287346,144.9706951,Coventry Street between St Kilda Road and Wells Street,
,-37.8273414,144.9553702,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8333213,144.9758609,Domain Road between St Kilda Road and Dallas Brooks Drive,7348.0
,-37.8064574,144.9535791,Howard Street between Rosslyn Street and William Street,7988.0
,-37.8069543,144.9534916,Howard Street between Rosslyn Street and William Street,7988.0
,-37.8284364,144.966814,Miles Street between Dodds Street and Sturt Street,
,-37.8099155,144.9902619,Victoria Parade between Hoddle Street and Simpson Street,
30746,-37.8032435,144.959875,Barry Street between Leicester Street and Pelham Street,7392.0
,-37.7786347,144.9592241,The Avenue between Ievers Street and Park Street,
,-37.7791227,144.9587549,The Avenue between Ievers Street and Park Street,
,-37.7792531,144.9586341,The Avenue between Ievers Street and Park Street,
,-37.7795559,144.958352,The Avenue between Ievers Street and Park Street,
,-37.780527,144.9577761,The Avenue between Ievers Street and Park Street,
,-37.7806281,144.9577298,The Avenue between Ievers Street and Park Street,
,-37.7850151,144.9569385,The Avenue between Leonard Street and Walker Street,
,-37.7914796,144.957857,The Avenue between MacArthur Road and Gatehouse Street,
36742,-37.80284,144.9664774,Intersection of Lygon Street and Pelham Street,7089.0
,-37.8062102,144.9511784,Eades Place between Stanley Street and Roden Street,7924.0
60137,-37.8163437,144.9715367,Flinders Street between Exhibition Street and Russell Street,7436.0
66065,-37.8102296,144.9655108,Little Lonsdale Street between Russell Street and Swanston Street,7549.0
,-37.8028336,144.9739395,Nicholson Street between Victoria Street and Carlton Street,
68926,-37.8096883,144.9509256,Dudley Street between King Street and Spencer Street,7939.0
51615,-37.8161219,144.9697626,Russell Street between Flinders Street and Flinders Lane,7303.0
,-37.8054015,144.9580589,O'Connell Street between Victoria Street and Queensberry Street,7721.0
,-37.7942701,144.9282268,Macaulay Road between Henry Street and Kensington Road,
66026,-37.8102324,144.9653178,Little Lonsdale Street between Russell Street and Swanston Street,7549.0
,-37.8419847,144.9846723,Pasley Street between Pasley Street North and Pasley Street South,
,-37.8426842,144.9844176,Pasley Street between Pasley Street North and Pasley Street South,
12080,-37.8005025,144.9537767,Wreckyn Street between Flemington Road and Courtney Street,7766.0
,-37.8260121,144.9673782,Grant Street between Dodds Street and Sturt Street,
,-37.779222,144.9588256,The Avenue between Ievers Street and Park Street,
,-37.8039811,144.9572445,Queensberry Street between Cobden Street and Peel Street,7716.0
,-37.7961126,144.9681933,Palmerston Street between Drummond Street and Lygon Street,
23244,-37.8105887,144.9520178,Batman Street between Spencer Street and King Street,7939.0
,-37.7955368,144.9495504,Flemington Road between Gatehouse Street and Abbotsford Street,
,-37.7971091,144.9680619,Elgin Street between Drummond Street and Lygon Street,
23284,-37.8106012,144.9523091,Batman Street between Spencer Street and King Street,7939.0
,-37.8032864,144.9619816,Bouverie Street between Queensberry Street and Lincoln Square South,7084.0
,-37.7934274,144.9302391,Intersection of Bellair Street and Wight Street,
,-37.8297886,144.9674922,Coventry Street between Wells Street and Dodds Street,
,-37.8335472,144.9784621,Domain Road between Dallas Brooks Drive and Domain Street,7348.0
,-37.8034055,144.9600749,Barry Street between Leicester Street and Pelham Street,7010.0
,-37.8277316,144.955056,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8372857,144.9760381,St Kilda Road between Toorak Road and Slater Street,
,-37.8470145,144.9795844,St Kilda Road between Commercial Road and Moubray Street,
53940,-37.8180614,144.9621177,Queen Street between Flinders Street and Flinders Lane,7592.0
,-37.8271915,144.9687588,Wells Street between Grant Street and Miles Street,
,-37.8264563,144.9691026,Wells Street between Grant Street and Miles Street,
,-37.8008657,144.955781,Blackwood Street between Flemington Road and Courtney Street,7727.0
54433,-37.8136001,144.960068,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
,-37.8198857,144.9484461,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
,-37.8198317,144.9484439,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
77015,-37.8254666,144.9709927,St Kilda Road between Grant Street and Wadey Street,
,-37.7993587,144.9573836,Royal Parade between Grattan Street and Story Street,7726.0
,-37.825194,144.9655501,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8211397,144.9430983,Collins Street between Merchant Street and Bourke Street,7186.0
58744,-37.811343,144.9504801,Spencer Street between Jeffcott Street and Batman Street,7936.0
,-37.8102789,144.9687295,Lonsdale Street between Exhibition Street and Russell Street,7556.0
,-37.8262796,144.9625449,Balston Street between Kavanagh Street and Southern Link Road,
,-37.8264974,144.9628386,Balston Street between Kavanagh Street and Southern Link Road,
,-37.8253887,144.9613419,Balston Street between City Road and Kavanagh Street,
,-37.8253217,144.9629367,Kavanagh Street between Power Street and Balston Street,
61533,-37.8188407,144.9591561,Flinders Lane between William Street and King Street,7692.0
,-37.8085517,144.9675911,La Trobe Street between Exhibition Street and Russell Street,7497.0
,-37.7837937,144.9411431,Manningham Street between Oak Street and Tullamarine Freeway,
,-37.8059952,144.9615061,Bouverie Street between Victoria Street and Queensberry Street,7025.0
16289,-37.8204003,144.9440548,Merchant Street between Bourke Street and Collins Street,7213.0
,-37.8278462,144.9610754,Moray Street between Hancock Street and Westgate Freeway,
20922,-37.8202539,144.9460354,Navigation Drive between Bourke Street and Collins Street,7214.0
91258,-37.8204982,144.9461008,Navigation Drive between Bourke Street and Collins Street,7214.0
20582,-37.8211774,144.9517506,Aurora Lane between Collins Street and Wurundjeri Way,7161.0
20584,-37.8212673,144.9518219,Aurora Lane between Collins Street and Wurundjeri Way,7161.0
15334,-37.8187282,144.9479325,Bourke Street between Wurundjeri Way and Harbour Esplanade,7165.0
13465,-37.8193134,144.9455664,Bourke Street between Harbour Esplanade and Enterprize Way,7173.0
13454,-37.8194987,144.944926,Bourke Street between Harbour Esplanade and Enterprize Way,7173.0
13389,-37.8200583,144.9429888,Bourke Street between Enterprize Way and Cumberland Street,7178.0
13401,-37.8199392,144.9433984,Bourke Street between Enterprize Way and Cumberland Street,7178.0
56344,-37.8107598,144.9558739,Intersection of William Street and A'Beckett Street,7705.0
56331,-37.8114863,144.9562069,William Street between La Trobe Street and A'Beckett Street,7949.0
51018,-37.8124719,144.9708425,Exhibition Street between Little Collins Street and Bourke Street,7411.0
,-37.848105,144.9826163,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8211738,144.974575,Boathouse Drive between St Kilda Road and Alexandra Avenue,
,-37.8198224,144.9725694,Boathouse Drive between St Kilda Road and Alexandra Avenue,
,-37.8197839,144.9724408,Boathouse Drive between St Kilda Road and Alexandra Avenue,
,-37.8244524,144.9718697,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.8238147,144.9714988,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.8237666,144.9714677,Linlithgow Avenue between St Kilda Road and Government House Drive,
53944,-37.8185878,144.9622349,Queen Street between Flinders Street and Flinders Lane,7593.0
65663,-37.8142051,144.9555661,Lonsdale Street between William Street and King Street,7571.0
,-37.8305922,144.9849121,Clowes Street between Anderson Street and Walsh Street,
60221,-37.8170627,144.9684317,Flinders Street between Russell Street and Swanston Street,7451.0
,-37.8085071,144.9717229,Spring Street between Lonsdale Street and Little Lonsdale Street,7649.0
,-37.7928627,144.9319721,Robertson Street between Rankins Road and Barnett Street,
,-37.809902,144.9483152,Rosslyn Street between Adderley Street and Spencer Street,7930.0
56918,-37.8166393,144.9559813,King Street between Little Collins Street and Bourke Street,7486.0
24002,-37.8200368,144.948664,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
18065,-37.8134475,144.9393762,Waterfront Way between Footscray Road and Docklands Drive,7232.0
,-37.7937294,144.9455322,Brougham Street between Abbotsford Street and Dryburgh Street,
,-37.8158736,144.9816266,Wellington Parade between Clarendon Street and Jolimont Road,7250.0
,-37.7930768,144.9668483,Cemetery Road East between College Crescent and Lygon Street,
,-37.7911621,144.9600493,Cemetery Road West between Royal Parade and College Crescent,
,-37.7921422,144.9604077,College Crescent between Royal Parade and Cemetery Road West,
,-37.778915,144.9603225,Royal Parade between Ievers Street and Park Street,
,-37.7796453,144.9602327,Royal Parade between Ievers Street and Park Street,
63077,-37.815854,144.9615383,Little Collins Street between Elizabeth Street and Queen Street,7333.0
,-37.8165346,144.9697063,Russell Street between Flinders Street and Flinders Lane,7631.0
58634,-37.812347,144.9509436,Spencer Street between La Trobe Street and Jeffcott Street,7936.0
,-37.812,144.9880324,Grey Street between Simpson Street and Powlett Street,7255.0
,-37.811023,144.9775432,Cathedral Place between Lansdowne Street and Gisborne Street,7247.0
,-37.8280739,144.9830423,Alexandra Avenue between Swan Street Bridge and Anderson Street,
,-37.7930271,144.933526,Robertson Street between Collett Street and Lambeth Street,
,-37.7995034,144.9541845,High Street between Flemington Road and Vale Street,7757.0
57720,-37.8200282,144.9556699,Downie Street between Flinders Street and Flinders Lane,7377.0
,-37.8223203,144.9344222,Lorimer Street between Boundary Street and Ingles Street,
,-37.8224076,144.9348372,Lorimer Street between Boundary Street and Ingles Street,
,-37.8104063,144.9829585,Albert Street between Clarendon Street and Eades Street,7250.0
25118,-37.8117643,144.9832029,Clarendon Street between Gipps Street and Grey Street,7250.0
25117,-37.8118268,144.9831925,Clarendon Street between Gipps Street and Grey Street,7250.0
25079,-37.8144125,144.9827559,Clarendon Street between George Street and Hotham Street,7250.0
25074,-37.8141543,144.9828003,Clarendon Street between George Street and Hotham Street,7250.0
25072,-37.8140504,144.982818,Clarendon Street between George Street and Hotham Street,7250.0
62326,-37.8180486,144.957392,Collins Street between William Street and King Street,7362.0
,-37.8140362,144.9521744,Little Lonsdale Street between King Street and Spencer Street,7948.0
,-37.8140051,144.9524647,Little Lonsdale Street between King Street and Spencer Street,7621.0
,-37.8145758,144.9622923,Bourke Street between Elizabeth Street and Queen Street,7332.0
63064,-37.8155309,144.9626452,Little Collins Street between Elizabeth Street and Queen Street,7333.0
63062,-37.815464,144.962872,Little Collins Street between Elizabeth Street and Queen Street,7333.0
63016,-37.8153721,144.9629787,Little Collins Street between Elizabeth Street and Queen Street,7332.0
,-37.8099993,144.9447174,Intersection of Railway Place and Roden Street,
,-37.8095442,144.9443629,Intersection of Railway Place and Hawke Street,
,-37.8104902,144.9450992,Intersection of Railway Place and Stanley Street,
,-37.8106064,144.9451906,Intersection of Railway Place and Stanley Street,
,-37.8102412,144.9449043,Railway Place between Stanley Street and Roden Street,
57129,-37.8148728,144.9549216,King Street between Little Bourke Street and Lonsdale Street,7571.0
,-37.8128821,144.9776978,Lansdowne Street between Wellington Parade and St Andrews Place,7278.0
,-37.8126391,144.9779724,Intersection of Lansdowne Street and St Andrews Place,7278.0
,-37.8149952,144.9773456,Lansdowne Street between Wellington Parade and St Andrews Place,7264.0
,-37.8125873,144.9779811,Intersection of Lansdowne Street and St Andrews Place,7278.0
,-37.8151371,144.9775569,Lansdowne Street between Wellington Parade and St Andrews Place,7264.0
,-37.8166444,144.9813784,Intersection of Wellington Parade South and Charles Street,7250.0
,-37.8165777,144.9807633,Wellington Parade South between Charles Street and Agnes Street,7250.0
,-37.8157849,144.9745445,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8158205,144.9748095,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8161161,144.976982,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8161248,144.9770467,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8158999,144.9753952,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8161046,144.976035,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.816142,144.9763104,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
,-37.8161279,144.9762062,Wellington Parade South between Wellington Crescent and Flinders Street,7301.0
18075,-37.8079764,144.9726088,Victoria Parade between Nicholson Street and Spring Street,7297.0
,-37.8086629,144.9778727,Victoria Parade between Morrison Place and Lansdowne Street,7260.0
,-37.812896,144.9410407,Anchor Lane from Saint Mangos Lane North,7226.0
55319,-37.8109969,144.9574266,Wills Street between La Trobe Street and A'Beckett Street,7705.0
62521,-37.8181031,144.9553736,Francis Street between King Street and Spencer Street,7537.0
62528,-37.818228,144.9549403,Francis Street between King Street and Spencer Street,7537.0
62526,-37.8181914,144.9550674,Francis Street between King Street and Spencer Street,7537.0
,-37.8183988,144.9543474,Francis Street between King Street and Spencer Street,7506.0
,-37.8143815,144.9589256,Little Bourke Street between Queen Street and William Street,7522.0
,-37.8338589,144.9800245,Domain Road between Hope Street and Millswyn Street,
,-37.821767,144.9548328,Siddeley Street between Spencer Street and Wurundjeri Way,7219.0
,-37.8218602,144.9545132,Siddeley Street between Spencer Street and Wurundjeri Way,7219.0
,-37.7984854,144.9467747,Haines Street between Curzon Street and Abbotsford Street,
,-37.8010439,144.962253,Bouverie Street between Lincoln Square North and Grattan Street,7014.0
,-37.8263946,144.9602974,Moray Street between City Road and Catherine Street,
,-37.8269882,144.9576856,Clarendon Street between Haig Street and City Road,
,-37.8230908,144.9657023,Southbank Boulevard between Moore Street and Kavanagh Street,
,-37.8008611,144.9705654,Carlton Street between Canning Street and Rathdowne Street,
,-37.8008681,144.970633,Carlton Street between Canning Street and Rathdowne Street,
,-37.8009517,144.9714437,Carlton Street between Canning Street and Rathdowne Street,
,-37.8010005,144.9719166,Carlton Street between Canning Street and Rathdowne Street,
,-37.800793,144.9709835,Carlton Street between Canning Street and Rathdowne Street,
,-37.8008071,144.9711158,Carlton Street between Canning Street and Rathdowne Street,
,-37.8008493,144.971519,Carlton Street between Canning Street and Rathdowne Street,
,-37.8010794,144.9726686,Carlton Street between Nicholson Street and Canning Street,
,-37.8010289,144.9732599,Carlton Street between Nicholson Street and Canning Street,
,-37.8011926,144.9737493,Carlton Street between Nicholson Street and Canning Street,
,-37.810245,144.9861216,Powlett Street between Albert Street and Victoria Parade,7270.0
,-37.8102534,144.9863529,Powlett Street between Albert Street and Victoria Parade,7246.0
,-37.8116588,144.9849617,Grey Street between Powlett Street and Clarendon Street,7270.0
,-37.8116123,144.9845446,Grey Street between Powlett Street and Clarendon Street,7243.0
,-37.8115583,144.9840596,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116888,144.9843924,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116767,144.9842788,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.8116615,144.984137,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.811795,144.9844947,Grey Street between Powlett Street and Clarendon Street,7250.0
,-37.809572,144.9838076,Clarendon Street between Albert Street and Victoria Parade,7243.0
,-37.8099962,144.9837361,Clarendon Street between Albert Street and Victoria Parade,7243.0
,-37.8097293,144.9835447,Clarendon Street between Albert Street and Victoria Parade,7243.0
,-37.8196264,144.9430636,Hubbuck Lane between Merchant Street and Cumberland Street,7178.0
,-37.8158363,144.9656048,Collins Street between Swanston Street and Elizabeth Street,7190.0
,-37.796459,144.9750206,Nicholson Street between Palmerston Street and Kay Street,
,-37.7958728,144.9751201,Nicholson Street between Palmerston Street and Kay Street,
,-37.8091347,144.9678054,Bennetts Lane from Little Lonsdale Street,7560.0
,-37.8209739,144.9687798,St Kilda Road between Yarra River and Southbank Boulevard,
,-37.8219765,144.969261,St Kilda Road between Yarra River and Southbank Boulevard,
17228,-37.802948,144.9590243,Berkeley Street between Queensberry Street and Pelham Street,7392.0
,-37.8107137,144.9857094,Albert Street between Powlett Street and Clarendon Street,7270.0
,-37.8107206,144.9857712,Albert Street between Powlett Street and Clarendon Street,7270.0
,-37.8104302,144.9844813,Albert Street between Powlett Street and Clarendon Street,7243.0
,-37.8104848,144.9849704,Albert Street between Powlett Street and Clarendon Street,7243.0
,-37.8105156,144.9852494,Albert Street between Powlett Street and Clarendon Street,7270.0
,-37.8105719,144.9857532,Albert Street between Powlett Street and Clarendon Street,7270.0
,-37.8102471,144.9887853,Simpson Street between Albert Street and Victoria Parade,7246.0
,-37.8101984,144.9887935,Simpson Street between Albert Street and Victoria Parade,7246.0
,-37.8101628,144.9890305,Simpson Street between Albert Street and Victoria Parade,7246.0
,-37.8106892,144.9889415,Simpson Street between Albert Street and Victoria Parade,7246.0
,-37.8109615,144.9892832,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8111448,144.9894442,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8112215,144.9901307,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8112292,144.9901994,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8112368,144.990268,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8112597,144.9904732,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.811275,144.9906104,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8111266,144.9892809,Albert Street between Hoddle Street and Simpson Street,7271.0
,-37.8205593,144.9430472,Seafarer Lane between Bourke Street and Collins Street,7222.0
25365,-37.8136825,144.9419787,Aquitania Way between Docklands Drive and Caravel Lane,7156.0
,-37.8055516,144.9492303,King Street between Roden Street and Victoria Street,7753.0
,-37.8058357,144.9504047,Roden Street between King Street and Eades Place,7739.0
,-37.8025376,144.945078,Queensberry Street between Abbotsford Street and Lothian Street,
,-37.7989965,144.9712505,Faraday Street between Canning Street and Rathdowne Street,
,-37.7975452,144.9659734,Cardigan Street between Faraday Street and Elgin Street,
,-37.7985131,144.9741205,Barkly Street between Nicholson Street and Canning Street,
,-37.796051,144.9662305,Cardigan Street between Elgin Street and Keppel Street,
,-37.7976423,144.9690944,Drummond Street between Faraday Street and Elgin Street,
,-37.8049884,144.9571281,Princess Street between Peel Street and Cobden Street,7721.0
,-37.8048382,144.9579337,O'Connell Street between Victoria Street and Queensberry Street,7721.0
