KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.8081904,144.9520703,King Street between Walsh Street and Rosslyn Street,7985.0
,-37.8034468,144.9421338,Munster Terrace between Victoria Street and Queensberry Street,
,-37.7952564,144.9745445,Kay Street between Nicholson Street and Station Street,7049.0
,-37.809813,144.9470649,Adderley Street between Rosslyn Street and Stanley Street,7930.0
,-37.8078825,144.9440957,Adderley Street between Hawke Street and Abbotsford Street,
,-37.8075536,144.943035,Adderley Street between Abbotsford Street and Dryburgh Street,
,-37.8065163,144.9444514,Abbotsford Street between Ireland Street and Spencer Street,
,-37.8067535,144.9444205,Abbotsford Street between Ireland Street and Spencer Street,
,-37.8032055,144.9413737,Laurens Street between Miller Street and Queensberry Street,
,-37.8029327,144.9414236,Laurens Street between Miller Street and Queensberry Street,
,-37.8031311,144.9428203,Stawell Street between Victoria Street and Queensberry Street,
,-37.8035229,144.9427502,Stawell Street between Victoria Street and Queensberry Street,
,-37.8036799,144.9427221,Stawell Street between Victoria Street and Queensberry Street,
68963,-37.809723,144.9512446,Dudley Street between King Street and Spencer Street,7939.0
,-37.807514,144.9519664,Chetwynd Street between Rosslyn Street and Stanley Street,7985.0
,-37.8075652,144.9519573,Chetwynd Street between Rosslyn Street and Stanley Street,7985.0
,-37.8066992,144.9517854,Stanley Street between Chetwynd Street and King Street,7924.0
,-37.8067649,144.9516764,Stanley Street between Chetwynd Street and King Street,7924.0
50220,-37.8129041,144.9736377,Spring Street between Collins Street and Little Collins Street,7660.0
,-37.8153539,144.9694071,Russell Street between Flinders Lane and Collins Street,7636.0
,-37.8154046,144.9694306,Russell Street between Flinders Lane and Collins Street,7636.0
,-37.8065763,144.9516022,Stanley Street between Chetwynd Street and King Street,7924.0
,-37.8074829,144.9518473,Chetwynd Street between Rosslyn Street and Stanley Street,7985.0
,-37.8073222,144.951876,Chetwynd Street between Rosslyn Street and Stanley Street,7924.0
,-37.8072687,144.9518856,Chetwynd Street between Rosslyn Street and Stanley Street,7924.0
51616,-37.8160616,144.9697346,Russell Street between Flinders Street and Flinders Lane,7630.0
64225,-37.8106898,144.9713753,Little Bourke Street between Spring Street and Exhibition Street,7538.0
51013,-37.8127452,144.9709686,Exhibition Street between Little Collins Street and Bourke Street,7413.0
,-37.8028583,144.9570207,O'Connell Street between Queensberry Street and Peel Street,7392.0
,-37.8028359,144.9570103,O'Connell Street between Queensberry Street and Peel Street,7392.0
,-37.8029371,144.9577335,Elizabeth Street between Queensberry Street and Pelham Street,7392.0
,-37.8025816,144.9575702,Elizabeth Street between Queensberry Street and Pelham Street,7392.0
,-37.8094114,144.9446065,Hawke Street between Railway Place and Adderley Street,
,-37.8090884,144.9449552,Hawke Street between Railway Place and Adderley Street,
,-37.8082297,144.9435303,Abbotsford Street between Railway Place and Adderley Street,
,-37.8105213,144.9679021,Lonsdale Street between Exhibition Street and Russell Street,7556.0
,-37.8112897,144.9694847,Little Bourke Street between Exhibition Street and Russell Street,7396.0
,-37.811252,144.9696126,Little Bourke Street between Exhibition Street and Russell Street,7396.0
,-37.8112341,144.9696732,Little Bourke Street between Exhibition Street and Russell Street,7396.0
,-37.8087108,144.9705313,Little Lonsdale Street between Spring Street and Exhibition Street,7548.0
,-37.8057107,144.943609,Spencer Street between Abbotsford Street and Dryburgh Street,
,-37.8059142,144.9440745,Spencer Street between Abbotsford Street and Dryburgh Street,
,-37.806041,144.9443647,Spencer Street between Abbotsford Street and Dryburgh Street,
,-37.8051981,144.941446,Miller Street between Anderson Street and Laurens Street,
,-37.8052052,144.9415089,Miller Street between Anderson Street and Laurens Street,
53819,-37.8179606,144.9627119,Bond Street between Flinders Street and Flinders Lane,7329.0
,-37.8153847,144.9594884,Bourke Street between Queen Street and William Street,7339.0
,-37.7955806,144.9733775,Canning Street between Pitt Street and Kay Street,7049.0
,-37.7962319,144.9730331,Canning Street between Palmerston Street and Pitt Street,7049.0
,-37.8076337,144.9537016,Milton Street between Walsh Street and Rosslyn Street,7985.0
,-37.8076264,144.9454181,Ireland Street between Hawke Street and Abbotsford Street,
,-37.8077955,144.9458045,Ireland Street between Hawke Street and Abbotsford Street,
,-37.8078759,144.9456928,Ireland Street between Hawke Street and Abbotsford Street,
,-37.8075219,144.9448841,Ireland Street between Hawke Street and Abbotsford Street,
,-37.8067222,144.9433516,Ireland Street between Abbotsford Street and Dryburgh Street,
,-37.8067781,144.943479,Ireland Street between Abbotsford Street and Dryburgh Street,
,-37.806832,144.9436021,Ireland Street between Abbotsford Street and Dryburgh Street,
,-37.8069409,144.9438506,Ireland Street between Abbotsford Street and Dryburgh Street,
,-37.7929922,144.9711651,Rathdowne Street between Neill Street and Princes Street,
,-37.7950514,144.9708086,Intersection of Rathdowne Street and Kay Street,7053.0
,-37.805961,144.9495756,King Street between Roden Street and Hawke Street,7753.0
,-37.8060908,144.9494041,King Street between Roden Street and Hawke Street,7753.0
,-37.8066883,144.9493371,Roden Street between Spencer Street and King Street,7753.0
,-37.8066449,144.9491558,Roden Street between Spencer Street and King Street,7753.0
,-37.8065993,144.9495615,Roden Street between Spencer Street and King Street,7753.0
,-37.8072015,144.9487304,Roden Street between Spencer Street and King Street,
60725,-37.820804,144.955528,Flinders Street between King Street and Spencer Street,7368.0
,-37.8059943,144.9503656,Roden Street between King Street and Eades Place,7739.0
,-37.8166502,144.9584072,Little Collins Street between William Street and King Street,7532.0
66074,-37.8103941,144.9649469,Little Lonsdale Street between Russell Street and Swanston Street,7550.0
63221,-37.8168778,144.9576166,Little Collins Street between William Street and King Street,7532.0
63225,-37.8170277,144.9571655,Little Collins Street between William Street and King Street,7534.0
62212,-37.817037,144.9609108,Collins Street between Queen Street and Market Street,7344.0
62216,-37.8171145,144.960642,Collins Street between Queen Street and Market Street,7355.0
61647,-37.8199101,144.9554258,Flinders Lane between King Street and Spencer Street,7418.0
,-37.8160943,144.9564373,Bourke Street between William Street and King Street,7336.0
,-37.8190278,144.9581634,Flinders Lane between William Street and King Street,7425.0
57923,-37.8196496,144.9545612,Spencer Street between Flinders Lane and Collins Street,7643.0
57935,-37.820518,144.9547086,Spencer Street between Flinders Street and Flinders Lane,7218.0
,-37.8176214,144.953347,Spencer Street between Little Collins Street and Bourke Street,7644.0
,-37.817791,144.9534254,Spencer Street between Little Collins Street and Bourke Street,7644.0
61520,-37.8190636,144.9580403,Flinders Lane between William Street and King Street,7425.0
63132,-37.8161323,144.9605555,Little Collins Street between Queen Street and William Street,7528.0
65311,-37.8115528,144.9643936,Lonsdale Street between Swanston Street and Elizabeth Street,7772.0
65362,-37.8121226,144.9631113,Lonsdale Street between Swanston Street and Elizabeth Street,7770.0
,-37.8114898,144.9652547,Lonsdale Street between Russell Street and Swanston Street,7772.0
,-37.8107426,144.9675345,Lonsdale Street between Exhibition Street and Russell Street,7558.0
,-37.8146576,144.9543167,Lonsdale Street between King Street and Spencer Street,7621.0
,-37.8101713,144.9690966,Lonsdale Street between Exhibition Street and Russell Street,7556.0
,-37.8096288,144.9495294,Spencer Street between Dudley Street and Rosslyn Street,7930.0
,-37.8089502,144.9489995,Spencer Street between Rosslyn Street and Stanley Street,7930.0
,-37.8089953,144.9490394,Spencer Street between Rosslyn Street and Stanley Street,7930.0
,-37.8090845,144.9491164,Spencer Street between Rosslyn Street and Stanley Street,7930.0
,-37.8086473,144.9490162,Spencer Street between Rosslyn Street and Stanley Street,7930.0
,-37.806357,144.9479008,Hawke Street between Spencer Street and Miller Street,7753.0
,-37.8061001,144.9478773,Hawke Street between Spencer Street and Miller Street,7753.0
,-37.8059755,144.9480081,Hawke Street between Spencer Street and Miller Street,7753.0
,-37.8058848,144.9484091,Hawke Street between Spencer Street and Miller Street,7753.0
,-37.8302055,144.9715447,St Kilda Road between Dorcas Street and Domain Road,
,-37.8305268,144.971563,St Kilda Road between Dorcas Street and Domain Road,
,-37.8305808,144.9715667,St Kilda Road between Dorcas Street and Domain Road,
,-37.8306888,144.9715746,St Kilda Road between Dorcas Street and Domain Road,
,-37.8307968,144.9715832,St Kilda Road between Dorcas Street and Domain Road,
,-37.8312821,144.9716368,St Kilda Road between Dorcas Street and Domain Road,
,-37.8315477,144.9717024,St Kilda Road between Dorcas Street and Domain Road,
,-37.8308245,144.9714713,St Kilda Road between Dorcas Street and Domain Road,
,-37.8315725,144.9715834,St Kilda Road between Dorcas Street and Domain Road,
,-37.7947752,144.9294208,Gower Street between Macaulay Road and Derby Street,
,-37.7999109,144.9712924,Barkly Street between Canning Street and Rathdowne Street,
,-37.7994777,144.9721006,Barkly Street between Canning Street and Rathdowne Street,
,-37.8000648,144.9710193,Barkly Street between Canning Street and Rathdowne Street,
,-37.8002897,144.9706208,Barkly Street between Canning Street and Rathdowne Street,
,-37.8059545,144.9430779,Dryburgh Street between Ireland Street and Spencer Street,
,-37.8060592,144.9430591,Dryburgh Street between Ireland Street and Spencer Street,
,-37.8116519,144.9605379,Little Lonsdale Street between Elizabeth Street and Queen Street,7539.0
66238,-37.8119253,144.9596048,Little Lonsdale Street between Elizabeth Street and Queen Street,7539.0
66237,-37.811905,144.9596737,Little Lonsdale Street between Elizabeth Street and Queen Street,7539.0
,-37.8154758,144.9870345,George Street between Simpson Street and Powlett Street,
,-37.8154693,144.9869774,George Street between Simpson Street and Powlett Street,
,-37.8154725,144.9870059,George Street between Simpson Street and Powlett Street,
,-37.815423,144.9865665,George Street between Simpson Street and Powlett Street,
,-37.8000599,144.9426005,Arden Street between Munster Terrace and Laurens Street,
,-37.8017348,144.9416728,Laurens Street between Queensberry Street and Arden Street,
,-37.8142742,144.9602515,Queen Street between Bourke Street and Little Bourke Street,7594.0
,-37.8143305,144.9602773,Queen Street between Bourke Street and Little Bourke Street,7594.0
62343,-37.8179318,144.9583675,Collins Street between William Street and King Street,7362.0
,-37.817987,144.9581753,Collins Street between William Street and King Street,7365.0
53917,-37.8182153,144.9623133,Queen Street between Flinders Street and Flinders Lane,7697.0
54317,-37.8143467,144.9605359,Queen Street between Bourke Street and Little Bourke Street,7689.0
54315,-37.8144651,144.9605898,Queen Street between Bourke Street and Little Bourke Street,7689.0
,-37.8136163,144.9615378,Little Bourke Street between Elizabeth Street and Queen Street,7690.0
,-37.8126119,144.9571843,Little Lonsdale Street between Queen Street and William Street,7542.0
,-37.7912665,144.9576663,The Avenue between MacArthur Road and Gatehouse Street,
,-37.7883018,144.9572176,The Avenue between Leonard Street and MacArthur Road,
,-37.8106829,144.986755,Albert Street between Simpson Street and Powlett Street,7246.0
,-37.8107358,144.9872329,Albert Street between Simpson Street and Powlett Street,7246.0
,-37.8107434,144.9873004,Albert Street between Simpson Street and Powlett Street,7246.0
67125,-37.8107652,144.9595605,La Trobe Street between Elizabeth Street and Queen Street,7614.0
,-37.8056538,144.9548992,Victoria Street between Capel Street and Howard Street,7752.0
,-37.8059391,144.9502664,Roden Street between King Street and Eades Place,7739.0
,-37.8373911,144.9786154,Toorak Road between Domain Street and Hope Street,
,-37.7990421,144.9688516,Drummond Street between Grattan Street and Faraday Street,
,-37.8055384,144.9442562,Miller Street between Abbotsford Street and Lothian Street,
,-37.805488,144.9446556,Miller Street between Abbotsford Street and Lothian Street,
,-37.8056468,144.9443986,Miller Street between Abbotsford Street and Lothian Street,
,-37.7978826,144.9531758,Flemington Road between Villiers Street and Harcourt Street,7728.0
,-37.8165709,144.9796237,Wellington Parade South between Agnes Street and Jolimont Road,7301.0
58741,-37.8115033,144.9505541,Spencer Street between Jeffcott Street and Batman Street,7936.0
,-37.8192158,144.9881188,Vale Street South between Punt Road and Vale Street,
,-37.8169054,144.9794613,Maxwell Lane between Jolimont Road and Agnes Street,7301.0
,-37.8097854,144.9880678,Victoria Parade between Simpson Street and Powlett Street,7246.0
,-37.8098303,144.9884771,Victoria Parade between Simpson Street and Powlett Street,7246.0
,-37.8096533,144.9868551,Victoria Parade between Simpson Street and Powlett Street,7246.0
,-37.8093636,144.9842098,Victoria Parade between Powlett Street and Clarendon Street,7243.0
71215,-37.8270018,144.9587203,City Road between Clarke Street and Clarendon Street,
,-37.8022994,144.9740281,Nicholson Street between Victoria Street and Carlton Street,
,-37.8040143,144.9591945,Queensberry Street between Berkeley Street and Elizabeth Street,7394.0
,-37.8053141,144.9602339,Intersection of Leicester Street and Berkeley Street,7010.0
,-37.8050974,144.9602711,Intersection of Leicester Street and Berkeley Street,7010.0
70958,-37.8247113,144.961659,City Road between Power Street and Balston Street,
,-37.8179271,144.9543489,Little Collins Street between King Street and Spencer Street,7506.0
,-37.8053486,144.9580346,O'Connell Street between Victoria Street and Queensberry Street,7721.0
,-37.834382,144.9841803,Domain Road between Anderson Street and Marne Street,
,-37.8079221,144.9497709,Stanley Street between King Street and Spencer Street,
,-37.7815988,144.949833,Upfield Railway,
,-37.7815575,144.94994,Upfield Railway,
61929,-37.8151712,144.967324,Collins Street between Russell Street and Swanston Street,7359.0
31326,-37.8049865,144.9680322,Queensberry Street between Rathdowne Street and Drummond Street,7076.0
22878,-37.804727,144.9617288,Bouverie Street between Victoria Street and Queensberry Street,7025.0
,-37.8073584,144.9579158,Queen Street between Therry Street and Victoria Street,7716.0
,-37.8069805,144.9581144,Queen Street between Therry Street and Victoria Street,7716.0
51838,-37.8142266,144.9687647,Russell Street between Collins Street and Little Collins Street,7674.0
,-37.8057539,144.9583549,O'Connell Street between Victoria Street and Queensberry Street,7520.0
,-37.8239945,144.9686131,Dodds Street between Southbank Boulevard and Grant Street,
,-37.8240526,144.9685965,Dodds Street between Southbank Boulevard and Grant Street,
,-37.8430956,144.9851254,Pasley Street South between Punt Road and Pasley Street,
,-37.8414074,144.9849898,Pasley Street North between Punt Road and Pasley Street,
,-37.8255973,144.9687987,Grant Street between Wells Street and Dodds Street,
,-37.8282703,144.9655153,Miles Street between Sturt Street and Moore Street,
,-37.8256049,144.9684069,Grant Street between Wells Street and Dodds Street,
,-37.8260493,144.9672514,Grant Street between Dodds Street and Sturt Street,
,-37.8260416,144.9669316,Grant Street between Dodds Street and Sturt Street,
,-37.8258645,144.9675393,Grant Street between Dodds Street and Sturt Street,
,-37.8040684,144.9580254,Queensberry Street between Elizabeth Street and O'Connell Street,7716.0
,-37.7985238,144.9292184,Tennyson Street between Derby Street and Altona Street,
,-37.7985564,144.9291626,Tennyson Street between Derby Street and Altona Street,
,-37.7986868,144.9289396,Tennyson Street between Derby Street and Altona Street,
,-37.7988172,144.9287165,Tennyson Street between Derby Street and Altona Street,
,-37.799241,144.9279917,Tennyson Street between Derby Street and Altona Street,
,-37.7993387,144.9278243,Intersection of Tennyson Street and Altona Street,
,-37.8154521,144.9545356,Pender Alley from Little Bourke Street,7335.0
,-37.7960427,144.9692527,Intersection of Drummond Street and Palmerston Street,
,-37.7959971,144.9688174,Palmerston Street between Drummond Street and Lygon Street,
,-37.7961167,144.9699288,Palmerston Street between Rathdowne Street and Drummond Street,7049.0
,-37.7963372,144.9702887,Palmerston Street between Rathdowne Street and Drummond Street,7049.0
,-37.826527,144.9677294,Dodds Street between Miles Street and Grant Street,
,-37.8264973,144.967861,Dodds Street between Miles Street and Grant Street,
,-37.8269446,144.9677252,Dodds Street between Miles Street and Grant Street,
,-37.8277054,144.9674943,Dodds Street between Miles Street and Grant Street,
,-37.7905718,144.9410147,George Street from Alfred Street,
58816,-37.8104042,144.9502811,Spencer Street between Batman Street and Dudley Street,7930.0
,-37.8337891,144.9794842,Domain Road between Domain Street and Hope Street,7348.0
,-37.7950944,144.948995,Flemington Road between Gatehouse Street and Abbotsford Street,
,-37.8181194,144.9654776,Flinders Street between Swanston Street and Elizabeth Street,7450.0
,-37.8261163,144.9679772,Dodds Street between Miles Street and Grant Street,
,-37.822104,144.9648946,City Road between Southgate Avenue and Southbank Boulevard,
,-37.8358594,144.9783867,Domain Street between Toorak Road and Bromby Street,7348.0
,-37.8358067,144.9783976,Domain Street between Toorak Road and Bromby Street,7348.0
,-37.7954833,144.9398218,Canning Street between Vaughan Terrace and Macaulay Road,
65142,-37.8103735,144.9687396,Lonsdale Street between Exhibition Street and Russell Street,7556.0
,-37.8045393,144.9639517,Queensberry Street between Cardigan Street and Swanston Street,7025.0
,-37.8130331,144.9571003,William Street between Lonsdale Street and Little Lonsdale Street,7552.0
,-37.8145225,144.9576,William Street between Little Bourke Street and Lonsdale Street,7571.0
,-37.8140854,144.957583,William Street between Little Bourke Street and Lonsdale Street,7566.0
,-37.7959076,144.9458098,Carroll Street between Canning Street and Erskine Street,
,-37.7952807,144.9457789,Carroll Street between Canning Street and Erskine Street,
,-37.7970909,144.9678931,Elgin Street between Drummond Street and Lygon Street,
,-37.7947519,144.93251,Macaulay Road between Albermarle Street and Eastwood Street,
,-37.7946482,144.9325395,Macaulay Road between Albermarle Street and Eastwood Street,
,-37.8230749,144.9338584,Ingles Street between Turner Street and Lorimer Street,
,-37.8226769,144.9336259,Ingles Street between Turner Street and Lorimer Street,
,-37.8229622,144.9339743,Ingles Street between Turner Street and Lorimer Street,
,-37.8233757,144.9344797,Ingles Street between Turner Street and Lorimer Street,
,-37.8235737,144.9347437,Ingles Street between Turner Street and Lorimer Street,
,-37.8312761,144.9663152,Dorcas Street between Dodds Street and Kings Way,
,-37.8312654,144.9663515,Dorcas Street between Dodds Street and Kings Way,
,-37.8311212,144.9668424,Dorcas Street between Dodds Street and Kings Way,
,-37.8004258,144.9727397,Owen Street between Barrup Street and Canning Street,
,-37.8199054,144.9427749,Cumberland Street between Bourke Street and Victoria Harbour Promenade,7178.0
,-37.822816,144.9665019,Kavanagh Street between Sturt Street and Southbank Boulevard,
,-37.8034876,144.9618301,Bouverie Street between Queensberry Street and Lincoln Square South,7084.0
,-37.804895,144.9425027,Stawell Street between Miller Street and Victoria Street,
,-37.8112061,144.9835383,Clarendon Street between Grey Street and Albert Street,7250.0
,-37.7990451,144.9457974,Plane Tree Way between Dryburgh Street and Abbotsford Street,
,-37.8482748,144.9800408,St Kilda Road between Moubray Street and High Street,7586.0
,-37.7939107,144.9303618,Bellair Street between Macaulay Road and Wight Street,
,-37.7932742,144.930174,Bellair Street between Wight Street and McMeikan Street,
,-37.7917302,144.9268283,Hopetoun Street between Epsom Road and McCracken Street,
,-37.8301597,144.9658034,Coventry Street between Dodds Street and Sturt Street,
79034,-37.8301947,144.9656665,Coventry Street between Dodds Street and Sturt Street,
79041,-37.8300471,144.9665995,Coventry Street between Dodds Street and Sturt Street,
79042,-37.8300577,144.9665621,Coventry Street between Dodds Street and Sturt Street,
,-37.8297373,144.9672428,Coventry Street between Wells Street and Dodds Street,
,-37.8295274,144.9679657,Coventry Street between Wells Street and Dodds Street,
,-37.8295869,144.9677604,Coventry Street between Wells Street and Dodds Street,
,-37.8294776,144.9681359,Coventry Street between Wells Street and Dodds Street,
,-37.8296369,144.9675887,Coventry Street between Wells Street and Dodds Street,
,-37.8293415,144.9686028,Coventry Street between Wells Street and Dodds Street,
78976,-37.8296448,144.9679949,Coventry Street between Wells Street and Dodds Street,
,-37.8337025,144.9796752,Domain Road between Domain Street and Hope Street,7348.0
,-37.8336556,144.9784469,Domain Road between Dallas Brooks Drive and Domain Street,7348.0
,-37.833629,144.9782401,Domain Road between Dallas Brooks Drive and Domain Street,7348.0
22830,-37.8046744,144.961858,Bouverie Street between Victoria Street and Queensberry Street,7025.0
,-37.8067462,144.9581546,Queen Street between Therry Street and Victoria Street,7716.0
,-37.8230835,144.9401737,South Wharf Drive,
,-37.823182,144.9403822,South Wharf Drive,
75225,-37.8272967,144.9567729,Haig Street between Clarendon Street and Westgate Freeway,
75252,-37.8268813,144.957425,Haig Street between Clarendon Street and Westgate Freeway,
75268,-37.8275147,144.9566789,Haig Street between Clarendon Street and Westgate Freeway,
75280,-37.8279707,144.9561419,Haig Street between Clarendon Street and Westgate Freeway,
,-37.8277805,144.9551622,Whiteman Street between Westgate Freeway and Clarendon Street,
22421,-37.8450021,144.9806601,Commercial Road between St Kilda Road and Punt Road,7910.0
,-37.8450401,144.9795314,Commercial Road between St Kilda Road and Punt Road,7910.0
21544,-37.8450848,144.9798693,Commercial Road between St Kilda Road and Punt Road,7910.0
,-37.8060522,144.953696,William Street between Rosslyn Street and Victoria Street,7993.0
,-37.8285828,144.967581,Miles Street between Wells Street and Dodds Street,
,-37.828595,144.9676461,Miles Street between Wells Street and Dodds Street,
,-37.8286095,144.9686387,Wells Street between Miles Street and Coventry Street,
,-37.8377428,144.9813314,Toorak Road between Millswyn Street and Park Street,
,-37.8399677,144.977014,St Kilda Road between Slater Street and Armadale Street,
,-37.8400716,144.9770516,St Kilda Road between Slater Street and Armadale Street,
,-37.8418974,144.9777178,St Kilda Road between Armadale Street and Commercial Road,
52124,-37.8116065,144.9675609,Russell Street between Little Bourke Street and Lonsdale Street,7634.0
,-37.8379513,144.982929,Toorak Road between Leopold Street and Marne Street,
,-37.8379593,144.9829907,Toorak Road between Leopold Street and Marne Street,
,-37.8379949,144.9832651,Toorak Road between Leopold Street and Marne Street,
,-37.8379434,144.9828675,Toorak Road between Leopold Street and Marne Street,
,-37.8371817,144.9760006,Intersection of St Kilda Road and Toorak Road,
,-37.8375975,144.9761507,St Kilda Road between Toorak Road and Slater Street,
,-37.8377534,144.976207,St Kilda Road between Toorak Road and Slater Street,
,-37.8458607,144.979162,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8465476,144.9794117,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8467032,144.9794693,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8478488,144.9805069,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8478349,144.9803925,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8478944,144.980881,Moubray Street between St Kilda Road and Punt Road,7586.0
21742,-37.8479692,144.9823284,Moubray Street between St Kilda Road and Punt Road,7586.0
21744,-37.8479849,144.9824567,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8480459,144.9829556,Moubray Street between St Kilda Road and Punt Road,7584.0
21757,-37.8481886,144.9841223,Moubray Street between St Kilda Road and Punt Road,7586.0
21758,-37.8481968,144.9841897,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8482414,144.983726,Moubray Street between St Kilda Road and Punt Road,7586.0
21685,-37.848217,144.9834476,Moubray Street between St Kilda Road and Punt Road,7584.0
21686,-37.8482088,144.9833802,Moubray Street between St Kilda Road and Punt Road,7584.0
,-37.8503446,144.9822738,High Street between St Kilda Road and Punt Road,
,-37.8504859,144.9833853,High Street between St Kilda Road and Punt Road,
,-37.8505137,144.9836045,High Street between St Kilda Road and Punt Road,
51733,-37.8151403,144.9691858,Russell Street between Flinders Lane and Collins Street,7636.0
,-37.8037002,144.952524,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8038496,144.9524975,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8040275,144.9524657,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8042347,144.9524295,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8047208,144.952343,Chetwynd Street between Victoria Street and Queensberry Street,7924.0
,-37.8051064,144.9522744,Chetwynd Street between Victoria Street and Queensberry Street,7924.0
,-37.8038498,144.9526145,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
,-37.8043336,144.9522981,Chetwynd Street between Victoria Street and Queensberry Street,7739.0
54821,-37.8097775,144.958206,Queen Street between A'Beckett Street and Franklin Street,7705.0
65467,-37.812865,144.9602638,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
65446,-37.8124868,144.9614727,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
65444,-37.8124666,144.9615419,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
65442,-37.8124473,144.9616084,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
54328,-37.8144355,144.9604503,Queen Street between Bourke Street and Little Bourke Street,7594.0
54335,-37.814248,144.9603642,Queen Street between Bourke Street and Little Bourke Street,7594.0
54330,-37.8143881,144.9604285,Queen Street between Bourke Street and Little Bourke Street,7594.0
54231,-37.8154631,144.9609233,Queen Street between Little Collins Street and Bourke Street,7607.0
54136,-37.8162089,144.9612663,Queen Street between Collins Street and Little Collins Street,7595.0
54139,-37.8161464,144.9612376,Queen Street between Collins Street and Little Collins Street,7595.0
54034,-37.8173995,144.9618141,Queen Street between Flinders Lane and Collins Street,7596.0
53930,-37.8183424,144.9622468,Queen Street between Flinders Street and Flinders Lane,7592.0
53933,-37.8182775,144.9622171,Queen Street between Flinders Street and Flinders Lane,7592.0
,-37.8261111,144.9690859,Wells Street between Grant Street and Miles Street,
,-37.8274054,144.9686947,Wells Street between Grant Street and Miles Street,
,-37.8269778,144.9688236,Wells Street between Grant Street and Miles Street,
,-37.8274589,144.9686788,Wells Street between Grant Street and Miles Street,
,-37.8282735,144.9684343,Wells Street between Grant Street and Miles Street,
,-37.8281715,144.9685831,Wells Street between Grant Street and Miles Street,
75924,-37.8267459,144.9662645,Intersection of Sturt Street and Grant Street,
75952,-37.8264294,144.9665591,Intersection of Sturt Street and Grant Street,
75959,-37.8267975,144.9664487,Sturt Street between Grant Street and Miles Street,
75962,-37.8269539,144.9664015,Sturt Street between Grant Street and Miles Street,
75941,-37.8276782,144.9659985,Sturt Street between Grant Street and Miles Street,
75943,-37.8277833,144.9659668,Sturt Street between Grant Street and Miles Street,
75946,-37.8279625,144.9659129,Sturt Street between Grant Street and Miles Street,
75871,-37.8250699,144.9669731,Sturt Street between Southbank Boulevard and Grant Street,
75860,-37.8245199,144.9671354,Sturt Street between Southbank Boulevard and Grant Street,
75863,-37.8246752,144.9670888,Sturt Street between Southbank Boulevard and Grant Street,
,-37.8347344,144.9752839,Bromby Street between Arnold Street and St Kilda Road,7348.0
21512,-37.8347614,144.9754902,Bromby Street between Arnold Street and St Kilda Road,7348.0
,-37.8348583,144.9762323,Bromby Street between Arnold Street and St Kilda Road,7348.0
21529,-37.8350397,144.9776219,Intersection of Bromby Street and Adams Street,7348.0
,-37.7884654,144.9587224,Royal Parade between MacArthur Road and Leonard Street,
,-37.8089993,144.9785845,Lansdowne Street between Albert Street and Victoria Parade,7260.0
6763,-37.8131377,144.9625579,Elizabeth Street between Little Bourke Street and Lonsdale Street,7389.0
,-37.8269445,144.9592628,Clarke Street between City Road and Catherine Street,
78868,-37.8289991,144.9702051,Coventry Street between St Kilda Road and Wells Street,
78876,-37.8290859,144.9699076,Coventry Street between St Kilda Road and Wells Street,
,-37.7986363,144.9662066,Faraday Street between Lygon Street and Cardigan Street,
21964,-37.8012419,144.9553048,Blackwood Street between Flemington Road and Courtney Street,7708.0
11137,-37.8080673,144.954613,William Street between Dudley Street and Walsh Street,7986.0
54552,-37.812358,144.9593809,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54549,-37.8125227,144.9594549,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54547,-37.8126229,144.9594996,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54528,-37.8124962,144.9595686,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
54537,-37.8122614,144.9594616,Queen Street between Lonsdale Street and Little Lonsdale Street,7610.0
,-37.8350525,144.97709,Bromby Street between Adams Street and Arnold Street,7348.0
,-37.8351671,144.9779734,Bromby Street between Domain Street and Adams Street,7348.0
,-37.8129106,144.9601297,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
54424,-37.8138344,144.9601761,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
54435,-37.813531,144.9600361,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
54437,-37.8134882,144.9600163,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
54428,-37.8137418,144.9601334,Queen Street between Little Bourke Street and Lonsdale Street,7605.0
61743,-37.8139275,144.9721125,Collins Street between Spring Street and Exhibition Street,7360.0
